fips,data
51001,-1.46373056995
51003,18.2973316391
51510,44.9249145778
51005,-2.22894881673
51007,-22.9482812016
51009,-16.3141993958
51011,-29.9840933192
51013,45.1161936254
51015,-40.3551373501
51017,-12.7926421405
51019,-37.8220503993
51515,-10.6839186691
51021,-40.310880829
51023,-33.6634817059
51520,-26.4218663722
51025,26.7006369427
51027,-5.55555555556
51029,0.881885210351
51530,-7.28033472803
51031,-36.628157431
51033,12.0970266041
51035,-33.1652569941
51036,37.566650509
51037,-10.9758104328
51540,58.7726836172
51550,1.28401129255
51041,-7.53034724339
51043,-5.24873235576
51560,None
51570,-41.2587412587
51580,12.2203098107
51045,-31.8040435459
51047,-9.78322144212
51049,-3.48812326129
51590,19.2680925023
51051,-0.696758558013
51053,-2.19229564673
51595,30.9734513274
51057,10.4460756635
51059,21.3873781908
51600,16.7228830108
51610,40.8852213053
51061,-13.6246786632
51063,-20.3849281648
51065,-1.8643395478
51067,-23.1543624161
51620,28.2821387941
51069,-21.7094533374
51630,28.6580267559
51640,-11.1861544956
51071,-16.5926313039
51073,-27.2191528545
51075,-22.7199743096
51077,-29.3447293447
51079,-22.1486387049
51081,28.7157287157
51083,-2.83391127586
51650,39.2340450789
51085,-33.8710544712
51660,16.5332597295
51087,12.3236870869
51089,-10.6126386879
51091,-22.3684210526
51670,12.0415518338
51093,-13.5394079976
51095,-9.30378423584
51097,4.21081227927
51099,-13.6569829167
51101,-19.5186522262
51103,-5.98663179308
51105,-28.8146837682
51678,25.6003256003
51107,8.32893089499
51109,-7.9419525066
51111,-3.51597358558
51680,-4.03751437756
51113,-13.5347432024
51683,11.4355591788
51685,20.2343177935
51690,28.3410852713
51115,-28.2374768089
51117,-4.61723768737
51119,-19.4407008086
51121,5.0001248159
51125,9.25603383926
51127,-29.2771816157
51700,28.9004079912
51710,43.3683657983
51131,16.689697528
51133,-9.91432068543
51720,-0.0672494956288
51135,-1.24421296296
51137,-8.96048164991
51139,-17.5749318801
51141,-31.2066905615
51730,79.3839942697
51143,-24.2660474374
51735,-49.8925039415
51740,39.6083004038
51145,-40.8446771379
51147,9.99460916442
51149,-10.2128195441
51153,16.0279654282
51155,-19.8917089679
51750,9.5736724009
51157,-2.8162511542
51159,-12.7762803235
51760,59.578203572
51161,-21.3544251037
51770,23.6560206308
51163,-13.7414426034
51165,-36.4964612254
51167,-12.8698878191
51775,-15.7035586027
51169,-43.8433797012
51171,-26.9228736058
51173,-29.6781685468
51780,None
51175,-2.01446855871
51177,-6.93927897284
51179,-6.38003531318
51790,2.19286173043
51800,13.3321552094
51181,22.4527861972
51183,23.9346724235
51185,-33.3690539977
51810,-0.719865062951
51187,-11.8543713782
51191,-33.198011599
51820,-10.4231166151
51193,10.3423336548
51830,29.5614428978
51840,5.43380366256
51195,-28.1760011503
51197,-33.295436089
51199,-18.2894462172
