fips,data
1001,24.1403632516
1003,5.63845832932
1005,38.3263881068
1007,29.1556228701
1009,3.28408611228
1011,64.4060830251
1013,33.2659507265
1015,23.5547836156
1017,55.8968645551
1019,46.9298979421
1021,4.04506834134
1023,46.4692482916
1025,30.1093608909
1027,13.7430167598
1029,18.0327868852
1031,21.3037119577
1033,65.8304285925
1035,29.7973568282
1037,23.2299313284
1039,21.4360460436
1041,32.2912205567
1043,11.8883052253
1045,9.78928543659
1047,42.8863346105
1049,16.850127011
1051,18.0100673335
1053,18.6315983079
1055,39.1472546907
1057,-37.9871731623
1059,40.5324813632
1061,28.371005456
1063,72.0093161126
1065,42.846781505
1067,43.3136505731
1069,12.0605148393
1071,53.1518309239
1073,20.4082717963
1075,31.8190351042
1077,54.2329956585
1079,57.8081556997
1081,18.5069215557
1083,42.3172476097
1085,59.1165006496
1087,80.3381194998
1089,37.2238089148
1091,35.0311740463
1093,23.7752721617
1095,25.5438668165
1097,25.3105161468
1099,26.3504766388
1101,30.7834891828
1103,29.3614595211
1105,48.2096354167
1107,30.9848088004
1109,34.0574255296
1111,40.6387342514
1113,57.4478030539
1117,-11.6250227977
1115,-0.928661882651
1119,60.7737291948
1121,7.39580823898
1123,24.0477283157
1125,9.6564380125
1127,27.6751041033
1129,46.9803274178
1131,47.9584775087
1133,-4.65942106962
