fips,data
1001,-46.3987869598
1003,-56.3619137849
1005,3.15826208341
1007,-47.1562275018
1009,-74.9652294854
1011,52.8990963855
1013,-7.53620124723
1015,-32.2501037367
1017,-5.2079740636
1019,-55.7584561112
1021,-60.794044665
1023,-4.61073318216
1025,-8.22949869603
1027,-46.1025174401
1029,-68.8931603396
1031,-49.7218110357
1033,-20.6475629816
1035,1.65856448384
1037,-16.3740458015
1039,-58.7486121089
1041,-35.7467481586
1043,-70.3268626472
1045,-42.5247363271
1047,39.8277511962
1049,-55.5451845566
1051,-49.135115176
1053,-25.7038440715
1055,-38.9359215892
1057,-53.830517088
1059,-40.9387222947
1061,-63.6347422864
1063,69.8028169014
1065,25.5306808955
1067,-29.2159338767
1069,-40.5961044264
1071,-42.5299837126
1073,6.0329819372
1075,-53.6533858933
1077,-31.299763879
1079,-27.289679409
1081,-20.1829211386
1083,-44.0325703223
1085,53.1920565107
1087,74.3446414803
1089,-18.8810914394
1091,7.22420238199
1093,-62.3472291981
1095,-60.8344214388
1097,-9.29036642039
1099,-7.7616142656
1101,24.4071506749
1103,-44.9559696908
1105,50.4115903852
1107,-6.98402756029
1109,-13.7733961995
1111,-40.2446126966
1113,11.8329960592
1117,-56.1664498781
1115,-66.6915480018
1119,54.7309833024
1121,-16.1111278694
1123,-32.4712797221
1125,-17.6101599054
1127,-53.5096426546
1129,-31.8759299531
1131,48.7093325187
1133,-73.202750573
