fips,X
19001,-9.851758766273129
19003,-9.136131183152568
19005,5.49142389969596
19007,2.229870043916016
19009,4.960995560082113
19011,5.16214056338098
19013,4.662650255807186
19015,-14.83033251440092
19017,27.98165864665036
19019,-0.1878056448860974
19021,-16.0236465029644
19023,-1.480282009440771
19025,-11.12167710928321
19027,-6.275655823661969
19029,0.01235199537360643
19031,2.543672536292448
19033,-12.60285407934295
19035,-13.00889053227623
19037,-4.613767441330983
19039,-5.206624758347001
19041,-20.40812863638289
19043,1.6242473478523
19045,36.35823770640683
19047,-5.748631263634035
19049,-19.1168748166095
19051,5.722128096124353
19053,0.8999521315193668
19055,-11.06111311184332
19057,23.15004309925401
19059,-3.13202848639915
19061,-1.97277389534872
19063,-21.4808802452538
19065,-2.997805767821674
19067,-1.937950683210154
19069,-7.160912127609194
19071,13.45005687105044
19073,-7.304154785986888
19075,-7.896988227052326
19077,-10.93203841746411
19079,-26.03856959598052
19081,-36.42295494147346
19083,-9.210363438304626
19085,8.612439186844988
19087,10.24419000111615
19089,-4.822481298943559
19091,-37.73375730415479
19093,-44.45178655867696
19095,5.744051169485257
19097,9.276495259524207
19099,10.03130167269531
19101,-2.056772474938079
19103,7.274384676467113
19105,12.46076545741949
19107,5.719262266406361
19109,-19.89410267923964
19111,11.83589996116453
19113,13.90702691144382
19115,-3.805029374631175
19117,-2.319066267171287
19119,-13.15191098209967
19121,-14.87150120573438
19123,37.19477602228154
19125,2.001965961832841
19127,4.054151546735355
19129,-1.48030144296326
19131,-25.84136211929999
19133,-6.550090255940422
19135,-12.14757711295914
19137,3.481025484056175
19139,1.039546440360063
19141,-13.5741981764477
19143,-20.89561168908448
19145,-0.8718914367324473
19147,-18.23947580599371
19149,-1.302552349996667
19151,-24.23112918320586
19153,-18.11765102047328
19155,5.78364134488309
19157,-0.8729126043280147
19159,-5.683075555639313
19161,-13.43371941853169
19163,11.80082260563699
19165,-0.1141949898370542
19167,-6.942301885354283
19169,-1.637025294105861
19171,-8.67436327757593
19173,1.467834031105639
19175,-5.692586552082851
19177,12.30721917477888
19179,9.057973603424486
19181,-2.97339065592022
19183,7.607726820145547
19185,0.7158414751233515
19187,-12.68186098699633
19189,-21.49666267715133
19191,4.23352446407805
19193,-8.505285200073882
19195,-9.710822645219295
19197,-23.18553976955893
