fips,data
1001,-20.3628677118
1003,-18.184599694
1005,22.1398970237
1007,4.60374876685
1009,-30.2981280333
1011,41.8417523469
1013,3.90160031742
1015,-4.16034221057
1017,19.0595297649
1019,18.6768258688
1021,-17.1288481633
1023,33.4192301498
1025,3.78057820608
1027,-7.15052608976
1029,-0.345849802372
1031,-5.43194306819
1033,15.2095188826
1035,11.8230088496
1037,9.92327365729
1039,-15.9540153833
1041,-1.6725170349
1043,-20.5730610156
1045,-16.1908304659
1047,14.3628648579
1049,-6.38173643954
1051,-22.3428427165
1053,1.51445617256
1055,1.28395061728
1057,27.7883828743
1059,12.8455284553
1061,-16.3038219642
1063,53.0358449159
1065,24.2770439129
1067,-5.21723323032
1069,-28.171051442
1071,14.5955451348
1073,-9.81776539009
1075,16.4151637836
1077,10.4573073233
1079,27.9052911331
1081,0.226323995373
1083,-8.8997106359
1085,45.0850452839
1087,67.2122204037
1089,-24.3070007492
1091,10.4759568204
1093,17.7729381687
1095,-21.8951745268
1097,0.517749186173
1099,2.53929866989
1101,1.84420352206
1103,-19.4925262341
1105,30.2455579956
1107,5.176507836
1109,-0.760690789474
1111,3.19530485817
1113,39.0625
1117,-45.7737148914
1115,-27.3098017157
1119,48.6000370851
1121,-2.95614621356
1123,-8.87539328309
1125,-0.270187601958
1127,17.2210373463
1129,22.3783077426
1131,35.2917665867
1133,-16.4430244941
