fips,data
19001,-1.8876018876
19003,6.31751227496
19005,-8.38915470494
19007,-1.37147913287
19009,-2.28585782467
19011,22.0539968237
19013,10.7732704163
19015,17.4692939825
19017,-2.35306758354
19019,18.4035476718
19021,8.88427494263
19023,-21.113243762
19025,12.5806451613
19027,27.3479427549
19029,-20.073612684
19031,3.71014492754
19033,13.5238987816
19035,11.7757009346
19037,13.4679645503
19039,7.88446526151
19041,8.75360725574
19043,6.70985654789
19045,14.1720670391
19047,16.456036569
19049,15.4145995748
19051,14.5299145299
19053,12.257773772
19055,10.7087428867
19057,22.601245277
19059,1.33287764867
19061,33.6731167934
19063,-6.49202733485
19065,11.8170266836
19067,5.35847184322
19069,-0.834845735027
19071,-10.8672936259
19073,10.1258894362
19075,-12.6924285265
19077,5.92643051771
19079,4.85462097612
19081,1.71273528913
19083,0.7498897221
19085,-1.04749605395
19087,2.18408736349
19089,5.97654068144
19091,0.0526038926881
19093,6.05778191985
19095,5.23795270877
19097,21.8338520469
19099,10.4851330203
19101,3.24815937635
19103,41.0199431802
19105,17.8150660478
19107,8.76755070203
19109,4.42353883106
19111,17.5517341883
19113,29.0211183424
19115,4.60026797678
19117,1.03492884864
19119,-35.4977508312
19121,2.53296321999
19123,1.61696766065
19125,8.71278057719
19127,10.6666666667
19129,-22.4552206204
19131,2.10999654099
19133,14.0532544379
19135,13.1779141104
19137,-26.2891809909
19139,3.25123152709
19141,-13.6948781156
19143,-9.26033779849
19145,-36.8673482267
19147,14.1486810552
19149,9.06079501169
19151,14.9429586684
19153,18.0015436226
19155,-9.95475113122
19157,11.8960425281
19159,-12.0326735784
19161,9.39141180105
19163,8.78569794654
19165,-7.3748200288
19167,-33.9207700852
19169,20.632535041
19171,14.8250460405
19173,-15.2116082225
19175,1.13832355985
19177,-24.2219215156
19179,23.4587670136
19181,15.7051282051
19183,1.30001262148
19185,-6.79611650485
19187,15.3332313498
19189,-4.65224832737
19191,6.53857464954
19193,14.047976012
19195,15.6347438753
19197,6.44425434845
