fips,data
1001,-37.2133251493
1003,-55.4735118944
1005,14.3345543346
1007,-32.7796928862
1009,-56.7298464491
1011,52.0413436693
1013,0.569638279692
1015,-25.9603283994
1017,0.71527915756
1019,-27.0711951116
1021,-44.7671395677
1023,13.6815123358
1025,-3.10463779226
1027,-28.343079922
1029,-44.6860394229
1031,-31.7981577893
1033,-8.96793284619
1035,13.52189074
1037,1.30884041332
1039,-36.5890433909
1041,-10.3705082852
1043,-45.4915944982
1045,-27.7725118483
1047,39.8551189179
1049,-33.9683186472
1051,-36.6159492316
1053,-23.0872354687
1055,-21.4086471409
1057,-24.3518047789
1059,-14.0007125045
1061,-31.9157984265
1063,68.5241314992
1065,31.0280081364
1067,-7.62520679801
1069,-17.8713610351
1071,-25.3773584906
1073,2.12667460272
1075,-31.8105616094
1077,-20.7894736842
1079,-11.0111169931
1081,-19.9412434798
1083,-39.7555546878
1085,49.1291866029
1087,71.9096619003
1089,-25.5934067983
1091,14.9057681325
1093,-32.0213012271
1095,-48.9145533198
1097,-14.3792093837
1099,-9.04971344795
1101,22.2981324278
1103,-41.9620987495
1105,47.9774011299
1107,-2.82269114826
1109,-6.51563961343
1111,-24.2721287491
1113,13.4436675812
1117,-55.1158340458
1115,-54.703755392
1119,53.4942820839
1121,-11.1763226293
1123,-18.8117541383
1125,-18.4482277421
1127,-26.144729754
1129,-16.3764233088
1131,50.3303055326
1133,-49.9556119214
