fips,party,candidatevotes
18177,DEMOCRAT,10775
18177,REPUBLICAN,16586
18177,OTHER,296
18179,DEMOCRAT,3112
18179,REPUBLICAN,9168
18179,OTHER,74
18181,DEMOCRAT,3277
18181,REPUBLICAN,6974
18181,OTHER,115
18183,DEMOCRAT,3880
18183,REPUBLICAN,9512
18183,OTHER,89
19001,DEMOCRAT,1844
19001,REPUBLICAN,2402
19001,OTHER,32
19003,DEMOCRAT,977
19003,REPUBLICAN,1317
19003,OTHER,31
19005,DEMOCRAT,3449
19005,REPUBLICAN,3530
19005,OTHER,83
19007,DEMOCRAT,3063
19007,REPUBLICAN,3340
19007,OTHER,47
19009,DEMOCRAT,1608
19009,REPUBLICAN,1958
19009,OTHER,26
19011,DEMOCRAT,6747
19011,REPUBLICAN,6658
19011,OTHER,96
19013,DEMOCRAT,35392
19013,REPUBLICAN,28046
19013,OTHER,469
19015,DEMOCRAT,7027
19015,REPUBLICAN,6870
19015,OTHER,112
19017,DEMOCRAT,6025
19017,REPUBLICAN,6665
19017,OTHER,89
19019,DEMOCRAT,5608
19019,REPUBLICAN,4797
19019,OTHER,70
19021,DEMOCRAT,3520
19021,REPUBLICAN,4887
19021,OTHER,83
19023,DEMOCRAT,3001
19023,REPUBLICAN,4417
19023,OTHER,57
19025,DEMOCRAT,2243
19025,REPUBLICAN,3255
19025,OTHER,44
19027,DEMOCRAT,4689
19027,REPUBLICAN,5762
19027,OTHER,73
19029,DEMOCRAT,2679
19029,REPUBLICAN,4796
19029,OTHER,68
19031,DEMOCRAT,4747
19031,REPUBLICAN,4869
19031,OTHER,78
19033,DEMOCRAT,13372
19033,REPUBLICAN,10960
19033,OTHER,184
19035,DEMOCRAT,2988
19035,REPUBLICAN,3758
19035,OTHER,50
19037,DEMOCRAT,3708
19037,REPUBLICAN,3040
19037,OTHER,58
19039,DEMOCRAT,2323
19039,REPUBLICAN,2200
19039,OTHER,43
19041,DEMOCRAT,3547
19041,REPUBLICAN,4898
19041,OTHER,143
19043,DEMOCRAT,4736
19043,REPUBLICAN,4312
19043,OTHER,120
19045,DEMOCRAT,13813
19045,REPUBLICAN,10666
19045,OTHER,205
19047,DEMOCRAT,3220
19047,REPUBLICAN,3955
19047,OTHER,67
19049,DEMOCRAT,10917
19049,REPUBLICAN,15183
19049,OTHER,193
19051,DEMOCRAT,1731
19051,REPUBLICAN,2148
19051,OTHER,39
19053,DEMOCRAT,1859
19053,REPUBLICAN,2088
19053,OTHER,64
19055,DEMOCRAT,4227
19055,REPUBLICAN,4908
19055,OTHER,65
19057,DEMOCRAT,12456
19057,REPUBLICAN,8221
19057,OTHER,197
19059,DEMOCRAT,4140
19059,REPUBLICAN,5337
19059,OTHER,76
19061,DEMOCRAT,26561
19061,REPUBLICAN,20100
19061,OTHER,382
19063,DEMOCRAT,2405
19063,REPUBLICAN,2697
19063,OTHER,54
19065,DEMOCRAT,5185
19065,REPUBLICAN,5128
19065,OTHER,79
19067,DEMOCRAT,4349
19067,REPUBLICAN,3745
19067,OTHER,73
19069,DEMOCRAT,2340
19069,REPUBLICAN,3128
19069,OTHER,53
19071,DEMOCRAT,1510
19071,REPUBLICAN,2362
19071,OTHER,39
19073,DEMOCRAT,2459
19073,REPUBLICAN,2618
19073,OTHER,36
19075,DEMOCRAT,2386
19075,REPUBLICAN,4429
19075,OTHER,34
19077,DEMOCRAT,2614
19077,REPUBLICAN,3325
19077,OTHER,55
19079,DEMOCRAT,3895
19079,REPUBLICAN,4367
19079,OTHER,73
19081,DEMOCRAT,2484
19081,REPUBLICAN,3368
19081,OTHER,53
19083,DEMOCRAT,4015
19083,REPUBLICAN,4875
19083,OTHER,59
19085,DEMOCRAT,2906
19085,REPUBLICAN,4680
19085,OTHER,94
19087,DEMOCRAT,4127
19087,REPUBLICAN,5220
19087,OTHER,110
19089,DEMOCRAT,2614
19089,REPUBLICAN,2028
19089,OTHER,55
19091,DEMOCRAT,2146
19091,REPUBLICAN,3162
19091,OTHER,42
19093,DEMOCRAT,1415
19093,REPUBLICAN,2342
19093,OTHER,17
19095,DEMOCRAT,3841
19095,REPUBLICAN,4544
19095,OTHER,69
19097,DEMOCRAT,5656
19097,REPUBLICAN,4242
19097,OTHER,113
19099,DEMOCRAT,10430
19099,REPUBLICAN,9462
19099,OTHER,170
19101,DEMOCRAT,4490
19101,REPUBLICAN,3648
19101,OTHER,143
19103,DEMOCRAT,41847
19103,REPUBLICAN,22715
19103,OTHER,811
19105,DEMOCRAT,5054
19105,REPUBLICAN,4834
19105,OTHER,90
19107,DEMOCRAT,2294
19107,REPUBLICAN,3119
19107,OTHER,67
19109,DEMOCRAT,4132
19109,REPUBLICAN,5042
19109,OTHER,84
19111,DEMOCRAT,10152
19111,REPUBLICAN,7472
19111,OTHER,234
19113,DEMOCRAT,60442
19113,REPUBLICAN,49442
19113,OTHER,856
19115,DEMOCRAT,2297
19115,REPUBLICAN,2572
19115,OTHER,47
19117,DEMOCRAT,1987
19117,REPUBLICAN,2543
19117,OTHER,41
19119,DEMOCRAT,1303
19119,REPUBLICAN,4751
19119,OTHER,47
19121,DEMOCRAT,3380
19121,REPUBLICAN,4538
19121,OTHER,86
19123,DEMOCRAT,3790
19123,REPUBLICAN,6858
19123,OTHER,80
19125,DEMOCRAT,6574
19125,REPUBLICAN,9990
19125,OTHER,132
19127,DEMOCRAT,9443
19127,REPUBLICAN,9557
19127,OTHER,164
19129,DEMOCRAT,2308
19129,REPUBLICAN,4556
19129,OTHER,76
19131,DEMOCRAT,2785
19131,REPUBLICAN,2646
19131,OTHER,49
19133,DEMOCRAT,2397
19133,REPUBLICAN,2575
19133,OTHER,46
19135,DEMOCRAT,1855
19135,REPUBLICAN,2067
19135,OTHER,41
19137,DEMOCRAT,1899
19137,REPUBLICAN,3601
19137,OTHER,56
19139,DEMOCRAT,9542
19139,REPUBLICAN,9020
19139,OTHER,155
19141,DEMOCRAT,2330
19141,REPUBLICAN,5328
19141,OTHER,73
19143,DEMOCRAT,934
19143,REPUBLICAN,2295
19143,OTHER,37
19145,DEMOCRAT,2211
19145,REPUBLICAN,5243
19145,OTHER,59
19147,DEMOCRAT,2482
19147,REPUBLICAN,2674
19147,OTHER,35
19149,DEMOCRAT,4278
19149,REPUBLICAN,7810
19149,OTHER,134
19151,DEMOCRAT,1822
19151,REPUBLICAN,2441
19151,OTHER,50
19153,DEMOCRAT,105218
19153,REPUBLICAN,95828
19153,OTHER,1572
19155,DEMOCRAT,16906
19155,REPUBLICAN,24558
19155,OTHER,356
19157,DEMOCRAT,5043
19157,REPUBLICAN,4965
19157,OTHER,83
19159,DEMOCRAT,1286
19159,REPUBLICAN,1466
19159,OTHER,26
19161,DEMOCRAT,2215
19161,REPUBLICAN,3128
19161,OTHER,31
19163,DEMOCRAT,42122
19163,REPUBLICAN,39958
19163,OTHER,642
19165,DEMOCRAT,2355
19165,REPUBLICAN,4256
19165,OTHER,59
19167,DEMOCRAT,2259
19167,REPUBLICAN,14229
19167,OTHER,82
19169,DEMOCRAT,23296
19169,REPUBLICAN,20819
19169,OTHER,537
19171,DEMOCRAT,4487
19171,REPUBLICAN,4456
19171,OTHER,58
19173,DEMOCRAT,1252
19173,REPUBLICAN,1908
19173,OTHER,30
19175,DEMOCRAT,2747
19175,REPUBLICAN,3165
19175,OTHER,66
19177,DEMOCRAT,1568
19177,REPUBLICAN,2211
19177,OTHER,57
19179,DEMOCRAT,9125
19179,REPUBLICAN,7403
19179,OTHER,179
19181,DEMOCRAT,10730
19181,REPUBLICAN,12160
19181,OTHER,163
19183,DEMOCRAT,4595
19183,REPUBLICAN,5977
19183,OTHER,116
19185,DEMOCRAT,1379
19185,REPUBLICAN,1733
19185,OTHER,21
19187,DEMOCRAT,9561
19187,REPUBLICAN,8959
19187,OTHER,111
19189,DEMOCRAT,2707
19189,REPUBLICAN,3175
19189,OTHER,70
19191,DEMOCRAT,5354
19191,REPUBLICAN,5324
19191,OTHER,106
19193,DEMOCRAT,21455
19193,REPUBLICAN,22451
19193,OTHER,289
19195,DEMOCRAT,2286
19195,REPUBLICAN,1795
19195,OTHER,42
19197,DEMOCRAT,2930
19197,REPUBLICAN,3631
19197,OTHER,42
20001,DEMOCRAT,1922
20001,REPUBLICAN,3867
20001,OTHER,84
20003,DEMOCRAT,1295
20003,REPUBLICAN,2500
20003,OTHER,68
20005,DEMOCRAT,3120
20005,REPUBLICAN,3880
20005,OTHER,118
20007,DEMOCRAT,588
20007,REPUBLICAN,1782
20007,OTHER,33
20009,DEMOCRAT,2874
20009,REPUBLICAN,8666
20009,OTHER,166
20011,DEMOCRAT,2216
20011,REPUBLICAN,4372
20011,OTHER,98
20013,DEMOCRAT,1268
20013,REPUBLICAN,3092
20013,OTHER,58
20015,DEMOCRAT,7495
20015,REPUBLICAN,18438
20015,OTHER,347
20017,DEMOCRAT,418
20017,REPUBLICAN,1055
20017,OTHER,28
20019,DEMOCRAT,404
20019,REPUBLICAN,1529
20019,OTHER,27
20021,DEMOCRAT,3726
20021,REPUBLICAN,6083
20021,OTHER,104
20023,DEMOCRAT,320
20023,REPUBLICAN,1353
20023,OTHER,19
20025,DEMOCRAT,257
20025,REPUBLICAN,1014
20025,OTHER,20
20027,DEMOCRAT,793
20027,REPUBLICAN,3174
20027,OTHER,43
20029,DEMOCRAT,1210
20029,REPUBLICAN,3221
20029,OTHER,72
20031,DEMOCRAT,1093
20031,REPUBLICAN,3259
20031,OTHER,56
20033,DEMOCRAT,200
20033,REPUBLICAN,770
20033,OTHER,11
20035,DEMOCRAT,4818
20035,REPUBLICAN,9407
20035,OTHER,222
20037,DEMOCRAT,7617
20037,REPUBLICAN,8626
20037,OTHER,284
20039,DEMOCRAT,355
20039,REPUBLICAN,1355
20039,OTHER,30
20041,DEMOCRAT,2364
20041,REPUBLICAN,6295
20041,OTHER,132
20043,DEMOCRAT,1065
20043,REPUBLICAN,2491
20043,OTHER,47
20045,DEMOCRAT,28634
20045,REPUBLICAN,20544
20045,OTHER,933
20047,DEMOCRAT,386
20047,REPUBLICAN,1084
20047,OTHER,26
20049,DEMOCRAT,369
20049,REPUBLICAN,1119
20049,OTHER,27
20051,DEMOCRAT,4033
20051,REPUBLICAN,7891
20051,OTHER,263
20053,DEMOCRAT,801
20053,REPUBLICAN,2259
20053,OTHER,42
20055,DEMOCRAT,2351
20055,REPUBLICAN,7479
20055,OTHER,103
20057,DEMOCRAT,2286
20057,REPUBLICAN,6632
20057,OTHER,98
20059,DEMOCRAT,3921
20059,REPUBLICAN,7391
20059,OTHER,164
20061,DEMOCRAT,2531
20061,REPUBLICAN,4703
20061,OTHER,94
20063,DEMOCRAT,247
20063,REPUBLICAN,1196
20063,OTHER,24
20065,DEMOCRAT,334
20065,REPUBLICAN,1082
20065,OTHER,24
20067,DEMOCRAT,561
20067,REPUBLICAN,2169
20067,OTHER,28
20069,DEMOCRAT,408
20069,REPUBLICAN,1816
20069,OTHER,21
20071,DEMOCRAT,138
20071,REPUBLICAN,584
20071,OTHER,13
20073,DEMOCRAT,911
20073,REPUBLICAN,2282
20073,OTHER,51
20075,DEMOCRAT,229
20075,REPUBLICAN,888
20075,OTHER,13
20077,DEMOCRAT,727
20077,REPUBLICAN,2154
20077,OTHER,49
20079,DEMOCRAT,5331
20079,REPUBLICAN,9534
20079,OTHER,245
20081,DEMOCRAT,227
20081,REPUBLICAN,1356
20081,OTHER,16
20083,DEMOCRAT,223
20083,REPUBLICAN,953
20083,OTHER,7
20085,DEMOCRAT,2064
20085,REPUBLICAN,3730
20085,OTHER,94
20087,DEMOCRAT,3253
20087,REPUBLICAN,5408
20087,OTHER,132
20089,DEMOCRAT,385
20089,REPUBLICAN,1495
20089,OTHER,35
20091,DEMOCRAT,97866
20091,REPUBLICAN,158103
20091,OTHER,2718
20093,DEMOCRAT,272
20093,REPUBLICAN,1177
20093,OTHER,6
20095,DEMOCRAT,904
20095,REPUBLICAN,2801
20095,OTHER,59
20097,DEMOCRAT,256
20097,REPUBLICAN,1275
20097,OTHER,34
20099,DEMOCRAT,3615
20099,REPUBLICAN,5400
20099,OTHER,124
20101,DEMOCRAT,181
20101,REPUBLICAN,823
20101,OTHER,10
20103,DEMOCRAT,11039
20103,REPUBLICAN,15949
20103,OTHER,343
20105,DEMOCRAT,391
20105,REPUBLICAN,1368
20105,OTHER,41
20107,DEMOCRAT,1631
20107,REPUBLICAN,3048
20107,OTHER,62
20109,DEMOCRAT,248
20109,REPUBLICAN,1255
20109,OTHER,20
20111,DEMOCRAT,5234
20111,REPUBLICAN,7951
20111,OTHER,255
20113,DEMOCRAT,3589
20113,REPUBLICAN,9595
20113,OTHER,183
20115,DEMOCRAT,1536
20115,REPUBLICAN,4516
20115,OTHER,107
20117,DEMOCRAT,1789
20117,REPUBLICAN,3261
20117,OTHER,58
20119,DEMOCRAT,356
20119,REPUBLICAN,1748
20119,OTHER,17
20121,DEMOCRAT,4838
20121,REPUBLICAN,9013
20121,OTHER,165
20123,DEMOCRAT,693
20123,REPUBLICAN,2609
20123,OTHER,47
20125,DEMOCRAT,4338
20125,REPUBLICAN,9598
20125,OTHER,180
20127,DEMOCRAT,931
20127,REPUBLICAN,1961
20127,OTHER,44
20129,DEMOCRAT,276
20129,REPUBLICAN,1287
20129,OTHER,13
20131,DEMOCRAT,1355
20131,REPUBLICAN,4027
20131,OTHER,81
20133,DEMOCRAT,2424
20133,REPUBLICAN,4705
20133,OTHER,102
20135,DEMOCRAT,382
20135,REPUBLICAN,1407
20135,OTHER,29
20137,DEMOCRAT,473
20137,REPUBLICAN,2092
20137,OTHER,34
20139,DEMOCRAT,2537
20139,REPUBLICAN,4800
20139,OTHER,126
20141,DEMOCRAT,454
20141,REPUBLICAN,1587
20141,OTHER,34
20143,DEMOCRAT,595
20143,REPUBLICAN,2333
20143,OTHER,43
20145,DEMOCRAT,773
20145,REPUBLICAN,2172
20145,OTHER,43
20147,DEMOCRAT,557
20147,REPUBLICAN,2256
20147,OTHER,34
20149,DEMOCRAT,2176
20149,REPUBLICAN,6326
20149,OTHER,321
20151,DEMOCRAT,1200
20151,REPUBLICAN,3121
20151,OTHER,63
20153,DEMOCRAT,289
20153,REPUBLICAN,1414
20153,OTHER,17
20155,DEMOCRAT,9114
20155,REPUBLICAN,17748
20155,OTHER,462
20157,DEMOCRAT,607
20157,REPUBLICAN,2238
20157,OTHER,44
20159,DEMOCRAT,1130
20159,REPUBLICAN,3182
20159,OTHER,64
20161,DEMOCRAT,7908
20161,REPUBLICAN,12672
20161,OTHER,331
20163,DEMOCRAT,534
20163,REPUBLICAN,2121
20163,OTHER,55
20165,DEMOCRAT,517
20165,REPUBLICAN,1226
20165,OTHER,46
20167,DEMOCRAT,810
20167,REPUBLICAN,2671
20167,OTHER,44
20169,DEMOCRAT,7524
20169,REPUBLICAN,15111
20169,OTHER,406
20171,DEMOCRAT,347
20171,REPUBLICAN,1924
20171,OTHER,28
20173,DEMOCRAT,64839
20173,REPUBLICAN,110381
20173,OTHER,2459
20175,DEMOCRAT,1122
20175,REPUBLICAN,4272
20175,OTHER,45
20177,DEMOCRAT,36264
20177,REPUBLICAN,44188
20177,OTHER,1125
20179,DEMOCRAT,239
20179,REPUBLICAN,1144
20179,OTHER,23
20181,DEMOCRAT,632
20181,REPUBLICAN,2088
20181,OTHER,42
20183,DEMOCRAT,540
20183,REPUBLICAN,1803
20183,OTHER,27
20185,DEMOCRAT,506
20185,REPUBLICAN,1649
20185,OTHER,31
20187,DEMOCRAT,165
20187,REPUBLICAN,796
20187,OTHER,5
20189,DEMOCRAT,310
20189,REPUBLICAN,1936
20189,OTHER,19
20191,DEMOCRAT,3217
20191,REPUBLICAN,7092
20191,OTHER,179
20193,DEMOCRAT,816
20193,REPUBLICAN,3007
20193,OTHER,47
20195,DEMOCRAT,434
20195,REPUBLICAN,1225
20195,OTHER,27
20197,DEMOCRAT,1001
20197,REPUBLICAN,2531
20197,OTHER,72
20199,DEMOCRAT,112
20199,REPUBLICAN,742
20199,OTHER,22
20201,DEMOCRAT,643
20201,REPUBLICAN,2498
20201,OTHER,49
20203,DEMOCRAT,183
20203,REPUBLICAN,869
20203,OTHER,10
20205,DEMOCRAT,1060
20205,REPUBLICAN,3263
20205,OTHER,75
20207,DEMOCRAT,530
20207,REPUBLICAN,1204
20207,OTHER,29
20209,DEMOCRAT,34923
20209,REPUBLICAN,17919
20209,OTHER,559
21001,DEMOCRAT,1764
21001,REPUBLICAN,5628
21001,OTHER,55
21003,DEMOCRAT,1923
21003,REPUBLICAN,5202
21003,OTHER,38
21005,DEMOCRAT,3141
21005,REPUBLICAN,6363
21005,OTHER,87
21007,DEMOCRAT,1759
21007,REPUBLICAN,2389
21007,OTHER,29
21009,DEMOCRAT,5216
21009,REPUBLICAN,10822
21009,OTHER,102
21011,DEMOCRAT,2608
21011,REPUBLICAN,2269
21011,OTHER,42
21013,DEMOCRAT,4210
21013,REPUBLICAN,6722
21013,OTHER,70
21015,DEMOCRAT,12391
21015,REPUBLICAN,32329
21015,OTHER,362
21017,DEMOCRAT,3198
21017,REPUBLICAN,4953
21017,OTHER,66
21019,DEMOCRAT,10132
21019,REPUBLICAN,11501
21019,OTHER,144
21021,DEMOCRAT,4646
21021,REPUBLICAN,7764
21021,OTHER,80
21023,DEMOCRAT,1213
21023,REPUBLICAN,2363
21023,OTHER,34
21025,DEMOCRAT,3327
21025,REPUBLICAN,2542
21025,OTHER,75
21027,DEMOCRAT,2884
21027,REPUBLICAN,5580
21027,OTHER,56
21029,DEMOCRAT,9043
21029,REPUBLICAN,19433
21029,OTHER,151
21031,DEMOCRAT,1436
21031,REPUBLICAN,4109
21031,OTHER,33
21033,DEMOCRAT,2245
21033,REPUBLICAN,4066
21033,OTHER,38
21035,DEMOCRAT,5728
21035,REPUBLICAN,9293
21035,OTHER,124
21037,DEMOCRAT,14253
21037,REPUBLICAN,25540
21037,OTHER,382
21039,DEMOCRAT,1102
21039,REPUBLICAN,1734
21039,OTHER,9
21041,DEMOCRAT,1688
21041,REPUBLICAN,2175
21041,OTHER,34
21043,DEMOCRAT,5577
21043,REPUBLICAN,5422
21043,OTHER,118
21045,DEMOCRAT,1174
21045,REPUBLICAN,5109
21045,OTHER,38
21047,DEMOCRAT,6970
21047,REPUBLICAN,13935
21047,OTHER,110
21049,DEMOCRAT,5661
21049,REPUBLICAN,9540
21049,OTHER,116
21051,DEMOCRAT,1901
21051,REPUBLICAN,5726
21051,OTHER,60
21053,DEMOCRAT,952
21053,REPUBLICAN,3369
21053,OTHER,31
21055,DEMOCRAT,1438
21055,REPUBLICAN,2726
21055,OTHER,26
21057,DEMOCRAT,848
21057,REPUBLICAN,2356
21057,OTHER,35
21059,DEMOCRAT,15788
21059,REPUBLICAN,25372
21059,OTHER,323
21061,DEMOCRAT,1856
21061,REPUBLICAN,3595
21061,OTHER,30
21063,DEMOCRAT,2064
21063,REPUBLICAN,871
21063,OTHER,22
21065,DEMOCRAT,1907
21065,REPUBLICAN,3633
21065,OTHER,35
21067,DEMOCRAT,57994
21067,REPUBLICAN,66406
21067,OTHER,1176
21069,DEMOCRAT,2406
21069,REPUBLICAN,3749
21069,OTHER,48
21071,DEMOCRAT,11132
21071,REPUBLICAN,6612
21071,OTHER,141
21073,DEMOCRAT,11620
21073,REPUBLICAN,12281
21073,OTHER,232
21075,DEMOCRAT,1340
21075,REPUBLICAN,1527
21075,OTHER,23
21077,DEMOCRAT,1188
21077,REPUBLICAN,1869
21077,OTHER,16
21079,DEMOCRAT,1841
21079,REPUBLICAN,4784
21079,OTHER,33
21081,DEMOCRAT,2818
21081,REPUBLICAN,5951
21081,OTHER,55
21083,DEMOCRAT,6206
21083,REPUBLICAN,9903
21083,OTHER,120
21085,DEMOCRAT,2905
21085,REPUBLICAN,7170
21085,OTHER,68
21087,DEMOCRAT,1312
21087,REPUBLICAN,3866
21087,OTHER,28
21089,DEMOCRAT,7630
21089,REPUBLICAN,8696
21089,OTHER,109
21091,DEMOCRAT,1709
21091,REPUBLICAN,2286
21091,OTHER,34
21093,DEMOCRAT,11507
21093,REPUBLICAN,24627
21093,OTHER,307
21095,DEMOCRAT,4332
21095,REPUBLICAN,6659
21095,OTHER,79
21097,DEMOCRAT,2807
21097,REPUBLICAN,4855
21097,OTHER,69
21099,DEMOCRAT,2470
21099,REPUBLICAN,4269
21099,OTHER,45
21101,DEMOCRAT,8101
21101,REPUBLICAN,10467
21101,OTHER,133
21103,DEMOCRAT,2366
21103,REPUBLICAN,4094
21103,OTHER,39
21105,DEMOCRAT,926
21105,REPUBLICAN,1395
21105,OTHER,21
21107,DEMOCRAT,6420
21107,REPUBLICAN,12314
21107,OTHER,109
21109,DEMOCRAT,769
21109,REPUBLICAN,4369
21109,OTHER,40
21111,DEMOCRAT,170158
21111,REPUBLICAN,164566
21111,OTHER,2626
21113,DEMOCRAT,5476
21113,REPUBLICAN,12972
21113,OTHER,132
21115,DEMOCRAT,3288
21115,REPUBLICAN,5940
21115,OTHER,76
21117,DEMOCRAT,22834
21117,REPUBLICAN,43664
21117,OTHER,625
21119,DEMOCRAT,4685
21119,REPUBLICAN,2648
21119,OTHER,61
21121,DEMOCRAT,3822
21121,REPUBLICAN,8108
21121,OTHER,98
21123,DEMOCRAT,1823
21123,REPUBLICAN,4111
21123,OTHER,34
21125,DEMOCRAT,5297
21125,REPUBLICAN,16819
21125,OTHER,148
21127,DEMOCRAT,2705
21127,REPUBLICAN,3755
21127,OTHER,53
21129,DEMOCRAT,878
21129,REPUBLICAN,2018
21129,OTHER,24
21131,DEMOCRAT,1266
21131,REPUBLICAN,3661
21131,OTHER,37
21133,DEMOCRAT,4192
21133,REPUBLICAN,4801
21133,OTHER,72
21135,DEMOCRAT,1667
21135,REPUBLICAN,3778
21135,OTHER,39
21137,DEMOCRAT,2796
21137,REPUBLICAN,5996
21137,OTHER,71
21139,DEMOCRAT,2007
21139,REPUBLICAN,2675
21139,OTHER,24
21141,DEMOCRAT,3768
21141,REPUBLICAN,6815
21141,OTHER,61
21143,DEMOCRAT,1769
21143,REPUBLICAN,2132
21143,OTHER,24
21145,DEMOCRAT,11361
21145,REPUBLICAN,18218
21145,OTHER,218
21147,DEMOCRAT,1530
21147,REPUBLICAN,4121
21147,OTHER,42
21149,DEMOCRAT,1823
21149,REPUBLICAN,2584
21149,OTHER,28
21151,DEMOCRAT,11525
21151,REPUBLICAN,18922
21151,OTHER,260
21153,DEMOCRAT,2843
21153,REPUBLICAN,2836
21153,OTHER,39
21155,DEMOCRAT,3399
21155,REPUBLICAN,3905
21155,OTHER,50
21157,DEMOCRAT,6383
21157,REPUBLICAN,9049
21157,OTHER,89
21159,DEMOCRAT,1504
21159,REPUBLICAN,2996
21159,OTHER,39
21161,DEMOCRAT,2644
21161,REPUBLICAN,4381
21161,OTHER,54
21163,DEMOCRAT,3724
21163,REPUBLICAN,7152
21163,OTHER,75
21165,DEMOCRAT,1284
21165,REPUBLICAN,1215
21165,OTHER,29
21167,DEMOCRAT,3224
21167,REPUBLICAN,6745
21167,OTHER,59
21169,DEMOCRAT,1472
21169,REPUBLICAN,2645
21169,OTHER,40
21171,DEMOCRAT,1158
21171,REPUBLICAN,4657
21171,OTHER,28
21173,DEMOCRAT,4506
21173,REPUBLICAN,5647
21173,OTHER,77
21175,DEMOCRAT,2532
21175,REPUBLICAN,2682
21175,OTHER,58
21177,DEMOCRAT,6636
21177,REPUBLICAN,6749
21177,OTHER,94
21179,DEMOCRAT,6524
21179,REPUBLICAN,10161
21179,OTHER,159
21181,DEMOCRAT,1332
21181,REPUBLICAN,1700
21181,OTHER,27
21183,DEMOCRAT,3627
21183,REPUBLICAN,6311
21183,OTHER,90
21185,DEMOCRAT,8080
21185,REPUBLICAN,18801
21185,OTHER,251
21187,DEMOCRAT,1615
21187,REPUBLICAN,3084
21187,OTHER,42
21189,DEMOCRAT,430
21189,REPUBLICAN,1558
21189,OTHER,11
21191,DEMOCRAT,1940
21191,REPUBLICAN,4045
21191,OTHER,40
21193,DEMOCRAT,5400
21193,REPUBLICAN,6187
21193,OTHER,68
21195,DEMOCRAT,14002
21195,REPUBLICAN,12611
21195,OTHER,157
21197,DEMOCRAT,2249
21197,REPUBLICAN,2687
21197,OTHER,24
21199,DEMOCRAT,5829
21199,REPUBLICAN,19535
21199,OTHER,152
21201,DEMOCRAT,413
21201,REPUBLICAN,670
21201,OTHER,7
21203,DEMOCRAT,1320
21203,REPUBLICAN,4804
21203,OTHER,42
21205,DEMOCRAT,4556
21205,REPUBLICAN,4063
21205,OTHER,87
21207,DEMOCRAT,1772
21207,REPUBLICAN,6009
21207,OTHER,40
21209,DEMOCRAT,6325
21209,REPUBLICAN,10600
21209,OTHER,125
21211,DEMOCRAT,5277
21211,REPUBLICAN,10909
21211,OTHER,127
21213,DEMOCRAT,2730
21213,REPUBLICAN,4273
21213,OTHER,40
21215,DEMOCRAT,1970
21215,REPUBLICAN,4816
21215,OTHER,36
21217,DEMOCRAT,2979
21217,REPUBLICAN,7247
21217,OTHER,69
21219,DEMOCRAT,1491
21219,REPUBLICAN,3242
21219,OTHER,21
21221,DEMOCRAT,2046
21221,REPUBLICAN,4023
21221,OTHER,42
21223,DEMOCRAT,1428
21223,REPUBLICAN,2332
21223,OTHER,30
21225,DEMOCRAT,2398
21225,REPUBLICAN,3534
21225,OTHER,45
21227,DEMOCRAT,14326
21227,REPUBLICAN,25100
21227,OTHER,285
21229,DEMOCRAT,1724
21229,REPUBLICAN,3479
21229,OTHER,33
21231,DEMOCRAT,2616
21231,REPUBLICAN,5027
21231,OTHER,42
21233,DEMOCRAT,2304
21233,REPUBLICAN,3207
21233,OTHER,36
21235,DEMOCRAT,3985
21235,REPUBLICAN,9559
21235,OTHER,85
21237,DEMOCRAT,1744
21237,REPUBLICAN,1385
21237,OTHER,26
21239,DEMOCRAT,4480
21239,REPUBLICAN,6937
21239,OTHER,85
22001,DEMOCRAT,8937
22001,REPUBLICAN,16083
22001,OTHER,210
22003,DEMOCRAT,3791
22003,REPUBLICAN,5140
22003,OTHER,193
22005,DEMOCRAT,13955
22005,REPUBLICAN,24661
22005,OTHER,484
22007,DEMOCRAT,5585
22007,REPUBLICAN,4966
22007,OTHER,184
22009,DEMOCRAT,6976
22009,REPUBLICAN,8302
22009,OTHER,247
22011,DEMOCRAT,3666
22011,REPUBLICAN,9470
22011,OTHER,145
22013,DEMOCRAT,3399
22013,REPUBLICAN,3612
22013,OTHER,146
22015,DEMOCRAT,12317
22015,REPUBLICAN,30040
22015,OTHER,348
22017,DEMOCRAT,51739
22017,REPUBLICAN,54292
22017,OTHER,564
22019,DEMOCRAT,32864
22019,REPUBLICAN,46075
22019,OTHER,759
22021,DEMOCRAT,1384
22021,REPUBLICAN,3308
22021,OTHER,60
22023,DEMOCRAT,1367
22023,REPUBLICAN,3190
22023,OTHER,83
22025,DEMOCRAT,1673
22025,REPUBLICAN,3219
22025,OTHER,62
22027,DEMOCRAT,2854
22027,REPUBLICAN,3704
22027,OTHER,72
22029,DEMOCRAT,3446
22029,REPUBLICAN,5427
22029,OTHER,107
22031,DEMOCRAT,5026
22031,REPUBLICAN,6211
22031,OTHER,99
22033,DEMOCRAT,82298
22033,REPUBLICAN,99943
22033,OTHER,1401
22035,DEMOCRAT,1980
22035,REPUBLICAN,1357
22035,OTHER,58
22037,DEMOCRAT,4091
22037,REPUBLICAN,5021
22037,OTHER,89
22039,DEMOCRAT,5757
22039,REPUBLICAN,7949
22039,OTHER,273
22041,DEMOCRAT,2828
22041,REPUBLICAN,6141
22041,OTHER,134
22043,DEMOCRAT,1977
22043,REPUBLICAN,5911
22043,OTHER,103
22045,DEMOCRAT,12426
22045,REPUBLICAN,19420
22045,OTHER,427
22047,DEMOCRAT,8259
