fips,candidate,party,candidatevotes,mode
51143,JOHN MCCAIN,REPUBLICAN,18730,TOTAL
51143,OTHER,OTHER,288,TOTAL
51145,BARACK OBAMA,DEMOCRAT,4237,TOTAL
51145,JOHN MCCAIN,REPUBLICAN,10088,TOTAL
51145,OTHER,OTHER,131,TOTAL
51147,BARACK OBAMA,DEMOCRAT,5101,TOTAL
51147,JOHN MCCAIN,REPUBLICAN,4174,TOTAL
51147,OTHER,OTHER,113,TOTAL
51149,BARACK OBAMA,DEMOCRAT,7130,TOTAL
51149,JOHN MCCAIN,REPUBLICAN,8752,TOTAL
51149,OTHER,OTHER,124,TOTAL
51153,BARACK OBAMA,DEMOCRAT,93435,TOTAL
51153,JOHN MCCAIN,REPUBLICAN,67621,TOTAL
51153,OTHER,OTHER,1390,TOTAL
51155,BARACK OBAMA,DEMOCRAT,5918,TOTAL
51155,JOHN MCCAIN,REPUBLICAN,8857,TOTAL
51155,OTHER,OTHER,275,TOTAL
51157,BARACK OBAMA,DEMOCRAT,2105,TOTAL
51157,JOHN MCCAIN,REPUBLICAN,2227,TOTAL
51157,OTHER,OTHER,73,TOTAL
51159,BARACK OBAMA,DEMOCRAT,1618,TOTAL
51159,JOHN MCCAIN,REPUBLICAN,2092,TOTAL
51159,OTHER,OTHER,35,TOTAL
51161,BARACK OBAMA,DEMOCRAT,19812,TOTAL
51161,JOHN MCCAIN,REPUBLICAN,30571,TOTAL
51161,OTHER,OTHER,592,TOTAL
51163,BARACK OBAMA,DEMOCRAT,4347,TOTAL
51163,JOHN MCCAIN,REPUBLICAN,5732,TOTAL
51163,OTHER,OTHER,116,TOTAL
51165,BARACK OBAMA,DEMOCRAT,10453,TOTAL
51165,JOHN MCCAIN,REPUBLICAN,22468,TOTAL
51165,OTHER,OTHER,413,TOTAL
51167,BARACK OBAMA,DEMOCRAT,4932,TOTAL
51167,JOHN MCCAIN,REPUBLICAN,6389,TOTAL
51167,OTHER,OTHER,173,TOTAL
51169,BARACK OBAMA,DEMOCRAT,2725,TOTAL
51169,JOHN MCCAIN,REPUBLICAN,6980,TOTAL
51169,OTHER,OTHER,170,TOTAL
51171,BARACK OBAMA,DEMOCRAT,6912,TOTAL
51171,JOHN MCCAIN,REPUBLICAN,12005,TOTAL
51171,OTHER,OTHER,306,TOTAL
51173,BARACK OBAMA,DEMOCRAT,4239,TOTAL
51173,JOHN MCCAIN,REPUBLICAN,7817,TOTAL
51173,OTHER,OTHER,246,TOTAL
51175,BARACK OBAMA,DEMOCRAT,4402,TOTAL
51175,JOHN MCCAIN,REPUBLICAN,4583,TOTAL
51175,OTHER,OTHER,82,TOTAL
51177,BARACK OBAMA,DEMOCRAT,24897,TOTAL
51177,JOHN MCCAIN,REPUBLICAN,28610,TOTAL
51177,OTHER,OTHER,562,TOTAL
51179,BARACK OBAMA,DEMOCRAT,25716,TOTAL
51179,JOHN MCCAIN,REPUBLICAN,29221,TOTAL
51179,OTHER,OTHER,518,TOTAL
51181,BARACK OBAMA,DEMOCRAT,2626,TOTAL
51181,JOHN MCCAIN,REPUBLICAN,1663,TOTAL
51181,OTHER,OTHER,36,TOTAL
51183,BARACK OBAMA,DEMOCRAT,3301,TOTAL
51183,JOHN MCCAIN,REPUBLICAN,2026,TOTAL
51183,OTHER,OTHER,36,TOTAL
51185,BARACK OBAMA,DEMOCRAT,5596,TOTAL
51185,JOHN MCCAIN,REPUBLICAN,11201,TOTAL
51185,OTHER,OTHER,264,TOTAL
51187,BARACK OBAMA,DEMOCRAT,6997,TOTAL
51187,JOHN MCCAIN,REPUBLICAN,8879,TOTAL
51187,OTHER,OTHER,250,TOTAL
51191,BARACK OBAMA,DEMOCRAT,8063,TOTAL
51191,JOHN MCCAIN,REPUBLICAN,16077,TOTAL
51191,OTHER,OTHER,360,TOTAL
51193,BARACK OBAMA,DEMOCRAT,4577,TOTAL
51193,JOHN MCCAIN,REPUBLICAN,3719,TOTAL
51193,OTHER,OTHER,81,TOTAL
51195,BARACK OBAMA,DEMOCRAT,4995,TOTAL
51195,JOHN MCCAIN,REPUBLICAN,8914,TOTAL
51195,OTHER,OTHER,229,TOTAL
51197,BARACK OBAMA,DEMOCRAT,4107,TOTAL
51197,JOHN MCCAIN,REPUBLICAN,8207,TOTAL
51197,OTHER,OTHER,177,TOTAL
51199,BARACK OBAMA,DEMOCRAT,13700,TOTAL
51199,JOHN MCCAIN,REPUBLICAN,19833,TOTAL
51199,OTHER,OTHER,364,TOTAL
51510,BARACK OBAMA,DEMOCRAT,50473,TOTAL
51510,JOHN MCCAIN,REPUBLICAN,19181,TOTAL
51510,OTHER,OTHER,710,TOTAL
51515,BARACK OBAMA,DEMOCRAT,1208,TOTAL
51515,JOHN MCCAIN,REPUBLICAN,1497,TOTAL
51515,OTHER,OTHER,29,TOTAL
51520,BARACK OBAMA,DEMOCRAT,2665,TOTAL
51520,JOHN MCCAIN,REPUBLICAN,4579,TOTAL
51520,OTHER,OTHER,115,TOTAL
51530,BARACK OBAMA,DEMOCRAT,1108,TOTAL
51530,JOHN MCCAIN,REPUBLICAN,1282,TOTAL
51530,OTHER,OTHER,33,TOTAL
51540,BARACK OBAMA,DEMOCRAT,15705,TOTAL
51540,JOHN MCCAIN,REPUBLICAN,4078,TOTAL
51540,OTHER,OTHER,261,TOTAL
51550,BARACK OBAMA,DEMOCRAT,53994,TOTAL
51550,JOHN MCCAIN,REPUBLICAN,52625,TOTAL
51550,OTHER,OTHER,902,TOTAL
51570,BARACK OBAMA,DEMOCRAT,2562,TOTAL
51570,JOHN MCCAIN,REPUBLICAN,6161,TOTAL
51570,OTHER,OTHER,126,TOTAL
51580,BARACK OBAMA,DEMOCRAT,1304,TOTAL
51580,JOHN MCCAIN,REPUBLICAN,1020,TOTAL
51580,OTHER,OTHER,30,TOTAL
51590,BARACK OBAMA,DEMOCRAT,12352,TOTAL
51590,JOHN MCCAIN,REPUBLICAN,8361,TOTAL
51590,OTHER,OTHER,177,TOTAL
51595,BARACK OBAMA,DEMOCRAT,1702,TOTAL
51595,JOHN MCCAIN,REPUBLICAN,897,TOTAL
51595,OTHER,OTHER,18,TOTAL
51600,BARACK OBAMA,DEMOCRAT,6575,TOTAL
51600,JOHN MCCAIN,REPUBLICAN,4691,TOTAL
51600,OTHER,OTHER,132,TOTAL
51610,BARACK OBAMA,DEMOCRAT,4695,TOTAL
51610,JOHN MCCAIN,REPUBLICAN,1970,TOTAL
51610,OTHER,OTHER,85,TOTAL
51620,BARACK OBAMA,DEMOCRAT,2819,TOTAL
51620,JOHN MCCAIN,REPUBLICAN,1576,TOTAL
51620,OTHER,OTHER,32,TOTAL
51630,BARACK OBAMA,DEMOCRAT,6155,TOTAL
51630,JOHN MCCAIN,REPUBLICAN,3413,TOTAL
51630,OTHER,OTHER,109,TOTAL
51640,BARACK OBAMA,DEMOCRAT,1052,TOTAL
51640,JOHN MCCAIN,REPUBLICAN,1317,TOTAL
51640,OTHER,OTHER,33,TOTAL
51650,BARACK OBAMA,DEMOCRAT,46917,TOTAL
51650,JOHN MCCAIN,REPUBLICAN,20476,TOTAL
51650,OTHER,OTHER,550,TOTAL
51660,BARACK OBAMA,DEMOCRAT,8444,TOTAL
51660,JOHN MCCAIN,REPUBLICAN,6048,TOTAL
51660,OTHER,OTHER,183,TOTAL
51670,BARACK OBAMA,DEMOCRAT,5285,TOTAL
51670,JOHN MCCAIN,REPUBLICAN,4149,TOTAL
51670,OTHER,OTHER,90,TOTAL
51678,BARACK OBAMA,DEMOCRAT,1543,TOTAL
51678,JOHN MCCAIN,REPUBLICAN,914,TOTAL
51678,OTHER,OTHER,22,TOTAL
51680,BARACK OBAMA,DEMOCRAT,16269,TOTAL
51680,JOHN MCCAIN,REPUBLICAN,17638,TOTAL
51680,OTHER,OTHER,434,TOTAL
51683,BARACK OBAMA,DEMOCRAT,7518,TOTAL
51683,JOHN MCCAIN,REPUBLICAN,5975,TOTAL
51683,OTHER,OTHER,134,TOTAL
51685,BARACK OBAMA,DEMOCRAT,2463,TOTAL
51685,JOHN MCCAIN,REPUBLICAN,1634,TOTAL
51685,OTHER,OTHER,43,TOTAL
51690,BARACK OBAMA,DEMOCRAT,4139,TOTAL
51690,JOHN MCCAIN,REPUBLICAN,2311,TOTAL
51690,OTHER,OTHER,70,TOTAL
51700,BARACK OBAMA,DEMOCRAT,51972,TOTAL
51700,JOHN MCCAIN,REPUBLICAN,28667,TOTAL
51700,OTHER,OTHER,656,TOTAL
51710,BARACK OBAMA,DEMOCRAT,62819,TOTAL
51710,JOHN MCCAIN,REPUBLICAN,24814,TOTAL
51710,OTHER,OTHER,813,TOTAL
51720,BARACK OBAMA,DEMOCRAT,743,TOTAL
51720,JOHN MCCAIN,REPUBLICAN,744,TOTAL
51720,OTHER,OTHER,25,TOTAL
51730,BARACK OBAMA,DEMOCRAT,13774,TOTAL
51730,JOHN MCCAIN,REPUBLICAN,1583,TOTAL
51730,OTHER,OTHER,183,TOTAL
51735,BARACK OBAMA,DEMOCRAT,1748,TOTAL
51735,JOHN MCCAIN,REPUBLICAN,5229,TOTAL
51735,OTHER,OTHER,88,TOTAL
51740,BARACK OBAMA,DEMOCRAT,32327,TOTAL
51740,JOHN MCCAIN,REPUBLICAN,13984,TOTAL
51740,OTHER,OTHER,354,TOTAL
51750,BARACK OBAMA,DEMOCRAT,2930,TOTAL
51750,JOHN MCCAIN,REPUBLICAN,2418,TOTAL
51750,OTHER,OTHER,81,TOTAL
51760,BARACK OBAMA,DEMOCRAT,73623,TOTAL
51760,JOHN MCCAIN,REPUBLICAN,18649,TOTAL
51760,OTHER,OTHER,813,TOTAL
51770,BARACK OBAMA,DEMOCRAT,24934,TOTAL
51770,JOHN MCCAIN,REPUBLICAN,15394,TOTAL
51770,OTHER,OTHER,444,TOTAL
51775,BARACK OBAMA,DEMOCRAT,5164,TOTAL
51775,JOHN MCCAIN,REPUBLICAN,7088,TOTAL
51775,OTHER,OTHER,154,TOTAL
51790,BARACK OBAMA,DEMOCRAT,5569,TOTAL
51790,JOHN MCCAIN,REPUBLICAN,5330,TOTAL
51790,OTHER,OTHER,116,TOTAL
51800,BARACK OBAMA,DEMOCRAT,22446,TOTAL
51800,JOHN MCCAIN,REPUBLICAN,17165,TOTAL
51800,OTHER,OTHER,297,TOTAL
51810,BARACK OBAMA,DEMOCRAT,98885,TOTAL
51810,JOHN MCCAIN,REPUBLICAN,100319,TOTAL
51810,OTHER,OTHER,2045,TOTAL
51820,BARACK OBAMA,DEMOCRAT,3906,TOTAL
51820,JOHN MCCAIN,REPUBLICAN,4815,TOTAL
51820,OTHER,OTHER,139,TOTAL
51830,BARACK OBAMA,DEMOCRAT,4328,TOTAL
51830,JOHN MCCAIN,REPUBLICAN,2353,TOTAL
51830,OTHER,OTHER,106,TOTAL
51840,BARACK OBAMA,DEMOCRAT,5268,TOTAL
51840,JOHN MCCAIN,REPUBLICAN,4725,TOTAL
51840,OTHER,OTHER,133,TOTAL
53001,BARACK OBAMA,DEMOCRAT,1552,TOTAL
53001,JOHN MCCAIN,REPUBLICAN,3222,TOTAL
53001,OTHER,OTHER,84,TOTAL
53003,BARACK OBAMA,DEMOCRAT,4139,TOTAL
53003,JOHN MCCAIN,REPUBLICAN,5451,TOTAL
53003,OTHER,OTHER,190,TOTAL
53005,BARACK OBAMA,DEMOCRAT,26288,TOTAL
53005,JOHN MCCAIN,REPUBLICAN,45345,TOTAL
53005,OTHER,OTHER,1278,TOTAL
53007,BARACK OBAMA,DEMOCRAT,13781,TOTAL
53007,JOHN MCCAIN,REPUBLICAN,17605,TOTAL
53007,OTHER,OTHER,572,TOTAL
53009,BARACK OBAMA,DEMOCRAT,19470,TOTAL
53009,JOHN MCCAIN,REPUBLICAN,18199,TOTAL
53009,OTHER,OTHER,850,TOTAL
53011,BARACK OBAMA,DEMOCRAT,95356,TOTAL
53011,JOHN MCCAIN,REPUBLICAN,84212,TOTAL
53011,OTHER,OTHER,3196,TOTAL
53013,BARACK OBAMA,DEMOCRAT,686,TOTAL
53013,JOHN MCCAIN,REPUBLICAN,1499,TOTAL
53013,OTHER,OTHER,43,TOTAL
53015,BARACK OBAMA,DEMOCRAT,24597,TOTAL
53015,JOHN MCCAIN,REPUBLICAN,19554,TOTAL
53015,OTHER,OTHER,1078,TOTAL
53017,BARACK OBAMA,DEMOCRAT,5848,TOTAL
53017,JOHN MCCAIN,REPUBLICAN,9098,TOTAL
53017,OTHER,OTHER,263,TOTAL
53019,BARACK OBAMA,DEMOCRAT,1467,TOTAL
53019,JOHN MCCAIN,REPUBLICAN,1916,TOTAL
53019,OTHER,OTHER,118,TOTAL
53021,BARACK OBAMA,DEMOCRAT,7361,TOTAL
53021,JOHN MCCAIN,REPUBLICAN,12037,TOTAL
53021,OTHER,OTHER,298,TOTAL
53023,BARACK OBAMA,DEMOCRAT,385,TOTAL
53023,JOHN MCCAIN,REPUBLICAN,968,TOTAL
53023,OTHER,OTHER,20,TOTAL
53025,BARACK OBAMA,DEMOCRAT,9601,TOTAL
53025,JOHN MCCAIN,REPUBLICAN,17153,TOTAL
53025,OTHER,OTHER,684,TOTAL
53027,BARACK OBAMA,DEMOCRAT,16354,TOTAL
53027,JOHN MCCAIN,REPUBLICAN,12104,TOTAL
53027,OTHER,OTHER,726,TOTAL
53029,BARACK OBAMA,DEMOCRAT,22058,TOTAL
53029,JOHN MCCAIN,REPUBLICAN,19426,TOTAL
53029,OTHER,OTHER,675,TOTAL
53031,BARACK OBAMA,DEMOCRAT,13252,TOTAL
53031,JOHN MCCAIN,REPUBLICAN,6330,TOTAL
53031,OTHER,OTHER,409,TOTAL
53033,BARACK OBAMA,DEMOCRAT,648230,TOTAL
53033,JOHN MCCAIN,REPUBLICAN,259716,TOTAL
53033,OTHER,OTHER,14086,TOTAL
53035,BARACK OBAMA,DEMOCRAT,68624,TOTAL
53035,JOHN MCCAIN,REPUBLICAN,53297,TOTAL
53035,OTHER,OTHER,2416,TOTAL
53037,BARACK OBAMA,DEMOCRAT,8030,TOTAL
53037,JOHN MCCAIN,REPUBLICAN,9471,TOTAL
53037,OTHER,OTHER,367,TOTAL
53039,BARACK OBAMA,DEMOCRAT,4965,TOTAL
53039,JOHN MCCAIN,REPUBLICAN,4944,TOTAL
53039,OTHER,OTHER,255,TOTAL
53041,BARACK OBAMA,DEMOCRAT,13624,TOTAL
53041,JOHN MCCAIN,REPUBLICAN,20278,TOTAL
53041,OTHER,OTHER,803,TOTAL
53043,BARACK OBAMA,DEMOCRAT,2032,TOTAL
53043,JOHN MCCAIN,REPUBLICAN,3803,TOTAL
53043,OTHER,OTHER,142,TOTAL
53045,BARACK OBAMA,DEMOCRAT,15050,TOTAL
53045,JOHN MCCAIN,REPUBLICAN,12600,TOTAL
53045,OTHER,OTHER,656,TOTAL
53047,BARACK OBAMA,DEMOCRAT,7613,TOTAL
53047,JOHN MCCAIN,REPUBLICAN,8798,TOTAL
53047,OTHER,OTHER,459,TOTAL
53049,BARACK OBAMA,DEMOCRAT,6094,TOTAL
53049,JOHN MCCAIN,REPUBLICAN,4555,TOTAL
53049,OTHER,OTHER,288,TOTAL
53051,BARACK OBAMA,DEMOCRAT,2562,TOTAL
53051,JOHN MCCAIN,REPUBLICAN,3717,TOTAL
53051,OTHER,OTHER,273,TOTAL
53053,BARACK OBAMA,DEMOCRAT,181824,TOTAL
53053,JOHN MCCAIN,REPUBLICAN,141673,TOTAL
53053,OTHER,OTHER,6023,TOTAL
53055,BARACK OBAMA,DEMOCRAT,7374,TOTAL
53055,JOHN MCCAIN,REPUBLICAN,2958,TOTAL
53055,OTHER,OTHER,199,TOTAL
53057,BARACK OBAMA,DEMOCRAT,30053,TOTAL
53057,JOHN MCCAIN,REPUBLICAN,24687,TOTAL
53057,OTHER,OTHER,1146,TOTAL
53059,BARACK OBAMA,DEMOCRAT,2817,TOTAL
53059,JOHN MCCAIN,REPUBLICAN,2524,TOTAL
53059,OTHER,OTHER,149,TOTAL
53061,BARACK OBAMA,DEMOCRAT,187294,TOTAL
53061,JOHN MCCAIN,REPUBLICAN,126722,TOTAL
53061,OTHER,OTHER,6317,TOTAL
53063,BARACK OBAMA,DEMOCRAT,105786,TOTAL
53063,JOHN MCCAIN,REPUBLICAN,108314,TOTAL
53063,OTHER,OTHER,5411,TOTAL
53065,BARACK OBAMA,DEMOCRAT,8499,TOTAL
53065,JOHN MCCAIN,REPUBLICAN,13132,TOTAL
53065,OTHER,OTHER,710,TOTAL
53067,BARACK OBAMA,DEMOCRAT,75882,TOTAL
53067,JOHN MCCAIN,REPUBLICAN,48366,TOTAL
53067,OTHER,OTHER,2461,TOTAL
53069,BARACK OBAMA,DEMOCRAT,1121,TOTAL
53069,JOHN MCCAIN,REPUBLICAN,1105,TOTAL
53069,OTHER,OTHER,68,TOTAL
53071,BARACK OBAMA,DEMOCRAT,10081,TOTAL
53071,JOHN MCCAIN,REPUBLICAN,14182,TOTAL
53071,OTHER,OTHER,464,TOTAL
53073,BARACK OBAMA,DEMOCRAT,58236,TOTAL
53073,JOHN MCCAIN,REPUBLICAN,40205,TOTAL
53073,OTHER,OTHER,1898,TOTAL
53075,BARACK OBAMA,DEMOCRAT,9070,TOTAL
53075,JOHN MCCAIN,REPUBLICAN,8104,TOTAL
53075,OTHER,OTHER,415,TOTAL
53077,BARACK OBAMA,DEMOCRAT,33792,TOTAL
53077,JOHN MCCAIN,REPUBLICAN,41946,TOTAL
53077,OTHER,OTHER,1324,TOTAL
54001,BARACK OBAMA,DEMOCRAT,2419,TOTAL
54001,JOHN MCCAIN,REPUBLICAN,3685,TOTAL
54001,OTHER,OTHER,128,TOTAL
54003,BARACK OBAMA,DEMOCRAT,15994,TOTAL
54003,JOHN MCCAIN,REPUBLICAN,20841,TOTAL
54003,OTHER,OTHER,457,TOTAL
54005,BARACK OBAMA,DEMOCRAT,4529,TOTAL
54005,JOHN MCCAIN,REPUBLICAN,3632,TOTAL
54005,OTHER,OTHER,209,TOTAL
54007,BARACK OBAMA,DEMOCRAT,2704,TOTAL
54007,JOHN MCCAIN,REPUBLICAN,2629,TOTAL
54007,OTHER,OTHER,76,TOTAL
54009,BARACK OBAMA,DEMOCRAT,4717,TOTAL
54009,JOHN MCCAIN,REPUBLICAN,4961,TOTAL
54009,OTHER,OTHER,179,TOTAL
54011,BARACK OBAMA,DEMOCRAT,15292,TOTAL
54011,JOHN MCCAIN,REPUBLICAN,18793,TOTAL
54011,OTHER,OTHER,507,TOTAL
54013,BARACK OBAMA,DEMOCRAT,993,TOTAL
54013,JOHN MCCAIN,REPUBLICAN,1366,TOTAL
54013,OTHER,OTHER,70,TOTAL
54015,BARACK OBAMA,DEMOCRAT,1421,TOTAL
54015,JOHN MCCAIN,REPUBLICAN,1755,TOTAL
54015,OTHER,OTHER,89,TOTAL
54017,BARACK OBAMA,DEMOCRAT,735,TOTAL
54017,JOHN MCCAIN,REPUBLICAN,2218,TOTAL
54017,OTHER,OTHER,65,TOTAL
54019,BARACK OBAMA,DEMOCRAT,7242,TOTAL
54019,JOHN MCCAIN,REPUBLICAN,7658,TOTAL
54019,OTHER,OTHER,294,TOTAL
54021,BARACK OBAMA,DEMOCRAT,1004,TOTAL
54021,JOHN MCCAIN,REPUBLICAN,1445,TOTAL
54021,OTHER,OTHER,72,TOTAL
54023,BARACK OBAMA,DEMOCRAT,997,TOTAL
54023,JOHN MCCAIN,REPUBLICAN,3166,TOTAL
54023,OTHER,OTHER,55,TOTAL
54025,BARACK OBAMA,DEMOCRAT,5881,TOTAL
54025,JOHN MCCAIN,REPUBLICAN,7567,TOTAL
54025,OTHER,OTHER,284,TOTAL
54027,BARACK OBAMA,DEMOCRAT,2983,TOTAL
54027,JOHN MCCAIN,REPUBLICAN,5222,TOTAL
54027,OTHER,OTHER,142,TOTAL
54029,BARACK OBAMA,DEMOCRAT,5504,TOTAL
54029,JOHN MCCAIN,REPUBLICAN,7518,TOTAL
54029,OTHER,OTHER,198,TOTAL
54031,BARACK OBAMA,DEMOCRAT,1901,TOTAL
54031,JOHN MCCAIN,REPUBLICAN,3376,TOTAL
54031,OTHER,OTHER,130,TOTAL
54033,BARACK OBAMA,DEMOCRAT,13582,TOTAL
54033,JOHN MCCAIN,REPUBLICAN,17824,TOTAL
54033,OTHER,OTHER,466,TOTAL
54035,BARACK OBAMA,DEMOCRAT,4861,TOTAL
54035,JOHN MCCAIN,REPUBLICAN,7148,TOTAL
54035,OTHER,OTHER,227,TOTAL
54037,BARACK OBAMA,DEMOCRAT,11687,TOTAL
54037,JOHN MCCAIN,REPUBLICAN,10600,TOTAL
54037,OTHER,OTHER,258,TOTAL
54039,BARACK OBAMA,DEMOCRAT,40594,TOTAL
54039,JOHN MCCAIN,REPUBLICAN,40952,TOTAL
54039,OTHER,OTHER,938,TOTAL
54041,BARACK OBAMA,DEMOCRAT,2109,TOTAL
54041,JOHN MCCAIN,REPUBLICAN,4335,TOTAL
54041,OTHER,OTHER,162,TOTAL
54043,BARACK OBAMA,DEMOCRAT,3029,TOTAL
54043,JOHN MCCAIN,REPUBLICAN,3637,TOTAL
54043,OTHER,OTHER,169,TOTAL
54045,BARACK OBAMA,DEMOCRAT,5873,TOTAL
54045,JOHN MCCAIN,REPUBLICAN,7326,TOTAL
54045,OTHER,OTHER,266,TOTAL
54047,BARACK OBAMA,DEMOCRAT,3430,TOTAL
54047,JOHN MCCAIN,REPUBLICAN,2882,TOTAL
54047,OTHER,OTHER,118,TOTAL
54049,BARACK OBAMA,DEMOCRAT,11618,TOTAL
54049,JOHN MCCAIN,REPUBLICAN,11501,TOTAL
54049,OTHER,OTHER,488,TOTAL
54051,BARACK OBAMA,DEMOCRAT,5996,TOTAL
54051,JOHN MCCAIN,REPUBLICAN,7759,TOTAL
54051,OTHER,OTHER,246,TOTAL
54053,BARACK OBAMA,DEMOCRAT,4484,TOTAL
54053,JOHN MCCAIN,REPUBLICAN,5853,TOTAL
54053,OTHER,OTHER,266,TOTAL
54055,BARACK OBAMA,DEMOCRAT,7450,TOTAL
54055,JOHN MCCAIN,REPUBLICAN,13246,TOTAL
54055,OTHER,OTHER,326,TOTAL
54057,BARACK OBAMA,DEMOCRAT,3750,TOTAL
54057,JOHN MCCAIN,REPUBLICAN,7616,TOTAL
54057,OTHER,OTHER,181,TOTAL
54059,BARACK OBAMA,DEMOCRAT,3582,TOTAL
54059,JOHN MCCAIN,REPUBLICAN,4587,TOTAL
54059,OTHER,OTHER,169,TOTAL
54061,BARACK OBAMA,DEMOCRAT,17060,TOTAL
54061,JOHN MCCAIN,REPUBLICAN,15775,TOTAL
54061,OTHER,OTHER,544,TOTAL
54063,BARACK OBAMA,DEMOCRAT,2014,TOTAL
54063,JOHN MCCAIN,REPUBLICAN,3397,TOTAL
54063,OTHER,OTHER,164,TOTAL
54065,BARACK OBAMA,DEMOCRAT,2721,TOTAL
54065,JOHN MCCAIN,REPUBLICAN,4428,TOTAL
54065,OTHER,OTHER,127,TOTAL
54067,BARACK OBAMA,DEMOCRAT,4357,TOTAL
54067,JOHN MCCAIN,REPUBLICAN,4804,TOTAL
54067,OTHER,OTHER,200,TOTAL
54069,BARACK OBAMA,DEMOCRAT,8593,TOTAL
54069,JOHN MCCAIN,REPUBLICAN,10694,TOTAL
54069,OTHER,OTHER,253,TOTAL
54071,BARACK OBAMA,DEMOCRAT,1310,TOTAL
54071,JOHN MCCAIN,REPUBLICAN,2035,TOTAL
54071,OTHER,OTHER,50,TOTAL
54073,BARACK OBAMA,DEMOCRAT,1142,TOTAL
54073,JOHN MCCAIN,REPUBLICAN,1772,TOTAL
54073,OTHER,OTHER,61,TOTAL
54075,BARACK OBAMA,DEMOCRAT,1548,TOTAL
54075,JOHN MCCAIN,REPUBLICAN,2011,TOTAL
54075,OTHER,OTHER,83,TOTAL
54077,BARACK OBAMA,DEMOCRAT,4205,TOTAL
54077,JOHN MCCAIN,REPUBLICAN,7325,TOTAL
54077,OTHER,OTHER,266,TOTAL
54079,BARACK OBAMA,DEMOCRAT,9334,TOTAL
54079,JOHN MCCAIN,REPUBLICAN,15162,TOTAL
54079,OTHER,OTHER,284,TOTAL
54081,BARACK OBAMA,DEMOCRAT,10237,TOTAL
54081,JOHN MCCAIN,REPUBLICAN,17548,TOTAL
54081,OTHER,OTHER,474,TOTAL
54083,BARACK OBAMA,DEMOCRAT,4539,TOTAL
54083,JOHN MCCAIN,REPUBLICAN,6060,TOTAL
54083,OTHER,OTHER,234,TOTAL
54085,BARACK OBAMA,DEMOCRAT,998,TOTAL
54085,JOHN MCCAIN,REPUBLICAN,2781,TOTAL
54085,OTHER,OTHER,67,TOTAL
54087,BARACK OBAMA,DEMOCRAT,2511,TOTAL
54087,JOHN MCCAIN,REPUBLICAN,2943,TOTAL
54087,OTHER,OTHER,109,TOTAL
54089,BARACK OBAMA,DEMOCRAT,2290,TOTAL
54089,JOHN MCCAIN,REPUBLICAN,2891,TOTAL
54089,OTHER,OTHER,135,TOTAL
54091,BARACK OBAMA,DEMOCRAT,2462,TOTAL
54091,JOHN MCCAIN,REPUBLICAN,3605,TOTAL
54091,OTHER,OTHER,136,TOTAL
54093,BARACK OBAMA,DEMOCRAT,1288,TOTAL
54093,JOHN MCCAIN,REPUBLICAN,2123,TOTAL
54093,OTHER,OTHER,96,TOTAL
54095,BARACK OBAMA,DEMOCRAT,1241,TOTAL
54095,JOHN MCCAIN,REPUBLICAN,2415,TOTAL
54095,OTHER,OTHER,85,TOTAL
54097,BARACK OBAMA,DEMOCRAT,2925,TOTAL
54097,JOHN MCCAIN,REPUBLICAN,5911,TOTAL
54097,OTHER,OTHER,135,TOTAL
54099,BARACK OBAMA,DEMOCRAT,6137,TOTAL
54099,JOHN MCCAIN,REPUBLICAN,8947,TOTAL
54099,OTHER,OTHER,346,TOTAL
54101,BARACK OBAMA,DEMOCRAT,1552,TOTAL
54101,JOHN MCCAIN,REPUBLICAN,1386,TOTAL
54101,OTHER,OTHER,119,TOTAL
54103,BARACK OBAMA,DEMOCRAT,2942,TOTAL
54103,JOHN MCCAIN,REPUBLICAN,3342,TOTAL
54103,OTHER,OTHER,170,TOTAL
54105,BARACK OBAMA,DEMOCRAT,782,TOTAL
54105,JOHN MCCAIN,REPUBLICAN,1496,TOTAL
54105,OTHER,OTHER,48,TOTAL
54107,BARACK OBAMA,DEMOCRAT,12573,TOTAL
54107,JOHN MCCAIN,REPUBLICAN,22896,TOTAL
54107,OTHER,OTHER,533,TOTAL
54109,BARACK OBAMA,DEMOCRAT,2735,TOTAL
54109,JOHN MCCAIN,REPUBLICAN,4621,TOTAL
54109,OTHER,OTHER,174,TOTAL
55001,BARACK OBAMA,DEMOCRAT,5806,TOTAL
55001,JOHN MCCAIN,REPUBLICAN,3974,TOTAL
55001,OTHER,OTHER,206,TOTAL
55003,BARACK OBAMA,DEMOCRAT,5818,TOTAL
55003,JOHN MCCAIN,REPUBLICAN,2634,TOTAL
55003,OTHER,OTHER,122,TOTAL
55005,BARACK OBAMA,DEMOCRAT,12078,TOTAL
55005,JOHN MCCAIN,REPUBLICAN,10457,TOTAL
55005,OTHER,OTHER,351,TOTAL
55007,BARACK OBAMA,DEMOCRAT,5972,TOTAL
55007,JOHN MCCAIN,REPUBLICAN,3365,TOTAL
55007,OTHER,OTHER,131,TOTAL
55009,BARACK OBAMA,DEMOCRAT,67269,TOTAL
55009,JOHN MCCAIN,REPUBLICAN,55854,TOTAL
55009,OTHER,OTHER,1631,TOTAL
55011,BARACK OBAMA,DEMOCRAT,3949,TOTAL
55011,JOHN MCCAIN,REPUBLICAN,2923,TOTAL
55011,OTHER,OTHER,128,TOTAL
55013,BARACK OBAMA,DEMOCRAT,4337,TOTAL
55013,JOHN MCCAIN,REPUBLICAN,4200,TOTAL
