fips,party,candidatevotes
29225,OTHER,726
29227,DEMOCRAT,195
29227,REPUBLICAN,808
29227,OTHER,43
29229,DEMOCRAT,1170
29229,REPUBLICAN,6707
29229,OTHER,242
29510,DEMOCRAT,104235
29510,REPUBLICAN,20832
29510,OTHER,6124
30001,DEMOCRAT,1143
30001,REPUBLICAN,3353
30001,OTHER,353
30003,DEMOCRAT,2094
30003,REPUBLICAN,1853
30003,OTHER,290
30005,DEMOCRAT,1202
30005,REPUBLICAN,1268
30005,OTHER,214
30007,DEMOCRAT,573
30007,REPUBLICAN,2348
30007,OTHER,212
30009,DEMOCRAT,1828
30009,REPUBLICAN,3748
30009,OTHER,415
30011,DEMOCRAT,70
30011,REPUBLICAN,678
30011,OTHER,38
30013,DEMOCRAT,12175
30013,REPUBLICAN,19632
30013,OTHER,2764
30015,DEMOCRAT,732
30015,REPUBLICAN,1679
30015,OTHER,192
30017,DEMOCRAT,1176
30017,REPUBLICAN,3657
30017,OTHER,352
30019,DEMOCRAT,168
30019,REPUBLICAN,730
30019,OTHER,64
30021,DEMOCRAT,787
30021,REPUBLICAN,3320
30021,OTHER,267
30023,DEMOCRAT,2058
30023,REPUBLICAN,1763
30023,OTHER,385
30025,DEMOCRAT,154
30025,REPUBLICAN,1279
30025,OTHER,51
30027,DEMOCRAT,1202
30027,REPUBLICAN,4269
30027,OTHER,369
30029,DEMOCRAT,13293
30029,REPUBLICAN,30240
30029,OTHER,3038
30031,DEMOCRAT,24246
30031,REPUBLICAN,23802
30031,OTHER,5771
30033,DEMOCRAT,34
30033,REPUBLICAN,653
30033,OTHER,31
30035,DEMOCRAT,3121
30035,REPUBLICAN,1620
30035,OTHER,334
30037,DEMOCRAT,71
30037,REPUBLICAN,365
30037,OTHER,38
30039,DEMOCRAT,472
30039,REPUBLICAN,1192
30039,OTHER,113
30041,DEMOCRAT,2371
30041,REPUBLICAN,3478
30041,OTHER,596
30043,DEMOCRAT,1998
30043,REPUBLICAN,4177
30043,OTHER,539
30045,DEMOCRAT,235
30045,REPUBLICAN,872
30045,OTHER,101
30047,DEMOCRAT,4776
30047,REPUBLICAN,7530
30047,OTHER,875
30049,DEMOCRAT,14478
30049,REPUBLICAN,16895
30049,OTHER,3105
30051,DEMOCRAT,206
30051,REPUBLICAN,698
30051,OTHER,57
30053,DEMOCRAT,2041
30053,REPUBLICAN,6729
30053,OTHER,560
30055,DEMOCRAT,154
30055,REPUBLICAN,862
30055,OTHER,44
30057,DEMOCRAT,1180
30057,REPUBLICAN,3297
30057,OTHER,301
30059,DEMOCRAT,193
30059,REPUBLICAN,729
30059,OTHER,55
30061,DEMOCRAT,519
30061,REPUBLICAN,1330
30061,OTHER,163
30063,DEMOCRAT,31543
30063,REPUBLICAN,22250
30063,OTHER,5410
30065,DEMOCRAT,332
30065,REPUBLICAN,1967
30065,OTHER,142
30067,DEMOCRAT,3595
30067,REPUBLICAN,4980
30067,OTHER,784
30069,DEMOCRAT,30
30069,REPUBLICAN,278
30069,OTHER,14
30071,DEMOCRAT,318
30071,REPUBLICAN,1723
30071,OTHER,130
30073,DEMOCRAT,738
30073,REPUBLICAN,1799
30073,OTHER,186
30075,DEMOCRAT,127
30075,REPUBLICAN,884
30075,OTHER,42
30077,DEMOCRAT,551
30077,REPUBLICAN,2029
30077,OTHER,214
30079,DEMOCRAT,100
30079,REPUBLICAN,556
30079,OTHER,33
30081,DEMOCRAT,6223
30081,REPUBLICAN,14810
30081,OTHER,1523
30083,DEMOCRAT,671
30083,REPUBLICAN,3908
30083,OTHER,292
30085,DEMOCRAT,1560
30085,REPUBLICAN,1797
30085,OTHER,295
30087,DEMOCRAT,987
30087,REPUBLICAN,2253
30087,OTHER,213
30089,DEMOCRAT,1218
30089,REPUBLICAN,4286
30089,OTHER,449
30091,DEMOCRAT,477
30091,REPUBLICAN,1241
30091,OTHER,117
30093,DEMOCRAT,8619
30093,REPUBLICAN,6376
30093,OTHER,1457
30095,DEMOCRAT,908
30095,REPUBLICAN,3661
30095,OTHER,304
30097,DEMOCRAT,402
30097,REPUBLICAN,1595
30097,OTHER,110
30099,DEMOCRAT,808
30099,REPUBLICAN,2170
30099,OTHER,210
30101,DEMOCRAT,402
30101,REPUBLICAN,1497
30101,OTHER,138
30103,DEMOCRAT,59
30103,REPUBLICAN,351
30103,OTHER,33
30105,DEMOCRAT,886
30105,REPUBLICAN,2698
30105,OTHER,310
30107,DEMOCRAT,179
30107,REPUBLICAN,702
30107,OTHER,65
30109,DEMOCRAT,55
30109,REPUBLICAN,463
30109,OTHER,23
30111,DEMOCRAT,22171
30111,REPUBLICAN,40920
30111,OTHER,6017
31001,DEMOCRAT,3302
31001,REPUBLICAN,9287
31001,OTHER,924
31003,DEMOCRAT,383
31003,REPUBLICAN,2732
31003,OTHER,166
31005,DEMOCRAT,17
31005,REPUBLICAN,244
31005,OTHER,12
31007,DEMOCRAT,19
31007,REPUBLICAN,357
31007,OTHER,26
31009,DEMOCRAT,30
31009,REPUBLICAN,276
31009,OTHER,11
31011,DEMOCRAT,414
31011,REPUBLICAN,2299
31011,OTHER,192
31013,DEMOCRAT,965
31013,REPUBLICAN,3617
31013,OTHER,342
31015,DEMOCRAT,128
31015,REPUBLICAN,983
31015,OTHER,45
31017,DEMOCRAT,153
31017,REPUBLICAN,1385
31017,OTHER,59
31019,DEMOCRAT,4763
31019,REPUBLICAN,14569
31019,OTHER,1797
31021,DEMOCRAT,930
31021,REPUBLICAN,2367
31021,OTHER,261
31023,DEMOCRAT,691
31023,REPUBLICAN,3079
31023,OTHER,211
31025,DEMOCRAT,3484
31025,REPUBLICAN,8452
31025,OTHER,997
31027,DEMOCRAT,571
31027,REPUBLICAN,3532
31027,OTHER,317
31029,DEMOCRAT,171
31029,REPUBLICAN,1648
31029,OTHER,79
31031,DEMOCRAT,317
31031,REPUBLICAN,2623
31031,OTHER,178
31033,DEMOCRAT,711
31033,REPUBLICAN,3665
31033,OTHER,335
31035,DEMOCRAT,477
31035,REPUBLICAN,2422
31035,OTHER,166
31037,DEMOCRAT,859
31037,REPUBLICAN,2171
31037,OTHER,184
31039,DEMOCRAT,719
31039,REPUBLICAN,3122
31039,OTHER,233
31041,DEMOCRAT,641
31041,REPUBLICAN,4695
31041,OTHER,316
31043,DEMOCRAT,2314
31043,REPUBLICAN,3616
31043,OTHER,349
31045,DEMOCRAT,801
31045,REPUBLICAN,2632
31045,OTHER,243
31047,DEMOCRAT,2136
31047,REPUBLICAN,5984
31047,OTHER,515
31049,DEMOCRAT,120
31049,REPUBLICAN,809
31049,OTHER,55
31051,DEMOCRAT,556
31051,REPUBLICAN,2041
31051,OTHER,185
31053,DEMOCRAT,4544
31053,REPUBLICAN,9933
31053,OTHER,1052
31055,DEMOCRAT,113798
31055,REPUBLICAN,108077
31055,OTHER,18558
31057,DEMOCRAT,89
31057,REPUBLICAN,823
31057,OTHER,41
31059,DEMOCRAT,613
31059,REPUBLICAN,2130
31059,OTHER,198
31061,DEMOCRAT,250
31061,REPUBLICAN,1347
31061,OTHER,76
31063,DEMOCRAT,161
31063,REPUBLICAN,1110
31063,OTHER,57
31065,DEMOCRAT,304
31065,REPUBLICAN,1921
31065,OTHER,115
31067,DEMOCRAT,2935
31067,REPUBLICAN,6380
31067,OTHER,733
31069,DEMOCRAT,153
31069,REPUBLICAN,869
31069,OTHER,53
31071,DEMOCRAT,121
31071,REPUBLICAN,821
31071,OTHER,38
31073,DEMOCRAT,166
31073,REPUBLICAN,794
31073,OTHER,50
31075,DEMOCRAT,20
31075,REPUBLICAN,367
31075,OTHER,18
31077,DEMOCRAT,210
31077,REPUBLICAN,912
31077,OTHER,53
31079,DEMOCRAT,6282
31079,REPUBLICAN,14408
31079,OTHER,1370
31081,DEMOCRAT,878
31081,REPUBLICAN,3783
31081,OTHER,343
31083,DEMOCRAT,254
31083,REPUBLICAN,1496
31083,OTHER,82
31085,DEMOCRAT,30
31085,REPUBLICAN,472
31085,OTHER,12
31087,DEMOCRAT,161
31087,REPUBLICAN,1232
31087,OTHER,75
31089,DEMOCRAT,531
31089,REPUBLICAN,4354
31089,OTHER,233
31091,DEMOCRAT,40
31091,REPUBLICAN,355
31091,OTHER,22
31093,DEMOCRAT,544
31093,REPUBLICAN,2284
31093,OTHER,166
31095,DEMOCRAT,837
31095,REPUBLICAN,2399
31095,OTHER,258
31097,DEMOCRAT,563
31097,REPUBLICAN,1355
31097,OTHER,171
31099,DEMOCRAT,550
31099,REPUBLICAN,2531
31099,OTHER,215
31101,DEMOCRAT,571
31101,REPUBLICAN,3235
31101,OTHER,228
31103,DEMOCRAT,40
31103,REPUBLICAN,460
31103,OTHER,19
31105,DEMOCRAT,230
31105,REPUBLICAN,1330
31105,OTHER,117
31107,DEMOCRAT,720
31107,REPUBLICAN,3188
31107,OTHER,207
31109,DEMOCRAT,61898
31109,REPUBLICAN,61588
31109,OTHER,12737
31111,DEMOCRAT,2913
31111,REPUBLICAN,12164
31111,OTHER,1054
31113,DEMOCRAT,32
31113,REPUBLICAN,400
31113,OTHER,21
31115,DEMOCRAT,48
31115,REPUBLICAN,323
31115,OTHER,14
31117,DEMOCRAT,14
31117,REPUBLICAN,257
31117,OTHER,16
31119,DEMOCRAT,2711
31119,REPUBLICAN,10628
31119,OTHER,1004
31121,DEMOCRAT,602
31121,REPUBLICAN,2926
31121,OTHER,260
31123,DEMOCRAT,284
31123,REPUBLICAN,1802
31123,OTHER,123
31125,DEMOCRAT,281
31125,REPUBLICAN,1261
31125,OTHER,79
31127,DEMOCRAT,785
31127,REPUBLICAN,2116
31127,OTHER,260
31129,DEMOCRAT,353
31129,REPUBLICAN,1726
31129,OTHER,126
31131,DEMOCRAT,2025
31131,REPUBLICAN,4860
31131,OTHER,572
31133,DEMOCRAT,279
31133,REPUBLICAN,974
31133,OTHER,74
31135,DEMOCRAT,161
31135,REPUBLICAN,1217
31135,OTHER,77
31137,DEMOCRAT,572
31137,REPUBLICAN,3849
31137,OTHER,274
31139,DEMOCRAT,382
31139,REPUBLICAN,3052
31139,OTHER,196
31141,DEMOCRAT,2646
31141,REPUBLICAN,10965
31141,OTHER,822
31143,DEMOCRAT,413
31143,REPUBLICAN,2028
31143,OTHER,141
31145,DEMOCRAT,645
31145,REPUBLICAN,4258
31145,OTHER,267
31147,DEMOCRAT,818
31147,REPUBLICAN,2769
31147,OTHER,218
31149,DEMOCRAT,70
31149,REPUBLICAN,687
31149,OTHER,41
31151,DEMOCRAT,1733
31151,REPUBLICAN,3004
31151,OTHER,399
31153,DEMOCRAT,28033
31153,REPUBLICAN,45143
31153,OTHER,7404
31155,DEMOCRAT,2523
31155,REPUBLICAN,7555
31155,OTHER,782
31157,DEMOCRAT,3207
31157,REPUBLICAN,10076
31157,OTHER,1034
31159,DEMOCRAT,1875
31159,REPUBLICAN,5454
31159,OTHER,593
31161,DEMOCRAT,287
31161,REPUBLICAN,2211
31161,OTHER,110
31163,DEMOCRAT,340
31163,REPUBLICAN,1150
31163,OTHER,83
31165,DEMOCRAT,81
31165,REPUBLICAN,616
31165,OTHER,39
31167,DEMOCRAT,417
31167,REPUBLICAN,2187
31167,OTHER,197
31169,DEMOCRAT,499
31169,REPUBLICAN,2051
31169,OTHER,140
31171,DEMOCRAT,30
31171,REPUBLICAN,344
31171,OTHER,19
31173,DEMOCRAT,919
31173,REPUBLICAN,1043
31173,OTHER,126
31175,DEMOCRAT,339
31175,REPUBLICAN,1780
31175,OTHER,86
31177,DEMOCRAT,2623
31177,REPUBLICAN,7424
31177,OTHER,785
31179,DEMOCRAT,835
31179,REPUBLICAN,2693
31179,OTHER,248
31181,DEMOCRAT,306
31181,REPUBLICAN,1330
31181,OTHER,72
31183,DEMOCRAT,62
31183,REPUBLICAN,377
31183,OTHER,26
31185,DEMOCRAT,1186
31185,REPUBLICAN,4700
31185,OTHER,495
32001,DEMOCRAT,2210
32001,REPUBLICAN,7830
32001,OTHER,898
32003,DEMOCRAT,402227
32003,REPUBLICAN,320057
32003,OTHER,44872
32005,DEMOCRAT,8454
32005,REPUBLICAN,17415
32005,OTHER,2016
32007,DEMOCRAT,3401
32007,REPUBLICAN,13551
32007,OTHER,1607
32009,DEMOCRAT,65
32009,REPUBLICAN,329
32009,OTHER,29
32011,DEMOCRAT,74
32011,REPUBLICAN,723
32011,OTHER,57
32013,DEMOCRAT,1386
32013,REPUBLICAN,4521
32013,OTHER,526
32015,DEMOCRAT,403
32015,REPUBLICAN,1828
32015,OTHER,182
32017,DEMOCRAT,285
32017,REPUBLICAN,1671
32017,OTHER,176
32019,DEMOCRAT,6146
32019,REPUBLICAN,16005
32019,OTHER,1611
32021,DEMOCRAT,637
32021,REPUBLICAN,1179
32021,OTHER,181
32023,DEMOCRAT,5094
32023,REPUBLICAN,13324
32023,OTHER,1177
32027,DEMOCRAT,430
32027,REPUBLICAN,1403
32027,OTHER,149
32029,DEMOCRAT,752
32029,REPUBLICAN,1616
32029,OTHER,190
32031,DEMOCRAT,97379
32031,REPUBLICAN,94758
32031,OTHER,17772
32033,DEMOCRAT,707
32033,REPUBLICAN,2723
32033,OTHER,343
32510,DEMOCRAT,9610
32510,REPUBLICAN,13125
32510,OTHER,2281
33001,DEMOCRAT,13517
33001,REPUBLICAN,19315
33001,OTHER,2213
33003,DEMOCRAT,12987
33003,REPUBLICAN,14635
33003,OTHER,1994
33005,DEMOCRAT,22064
33005,REPUBLICAN,16876
33005,OTHER,2955
33007,DEMOCRAT,6563
33007,REPUBLICAN,7952
33007,OTHER,1112
33009,DEMOCRAT,28510
33009,REPUBLICAN,19010
33009,OTHER,3671
33011,DEMOCRAT,99589
33011,REPUBLICAN,100013
33011,OTHER,14555
33013,DEMOCRAT,40198
33013,REPUBLICAN,37674
33013,OTHER,5776
33015,DEMOCRAT,79994
33015,REPUBLICAN,90447
33015,OTHER,10993
33017,DEMOCRAT,34894
33017,REPUBLICAN,29072
33017,OTHER,5034
33019,DEMOCRAT,10210
33019,REPUBLICAN,10796
33019,OTHER,1677
34001,DEMOCRAT,60924
34001,REPUBLICAN,52690
34001,OTHER,3677
34003,DEMOCRAT,231211
34003,REPUBLICAN,175529
34003,OTHER,12556
34005,DEMOCRAT,121725
34005,REPUBLICAN,89272
34005,OTHER,7946
34007,DEMOCRAT,146717
34007,REPUBLICAN,72631
34007,OTHER,7244
34009,DEMOCRAT,18750
34009,REPUBLICAN,28446
34009,OTHER,1526
34011,DEMOCRAT,27771
34011,REPUBLICAN,24453
34011,OTHER,1780
34013,DEMOCRAT,240837
34013,REPUBLICAN,63176
34013,OTHER,6921
34015,DEMOCRAT,66870
34015,REPUBLICAN,67544
34015,OTHER,5128
34017,DEMOCRAT,163917
34017,REPUBLICAN,49043
34017,OTHER,6415
34019,DEMOCRAT,28898
34019,REPUBLICAN,38712
34019,OTHER,3226
34021,DEMOCRAT,104775
34021,REPUBLICAN,46193
34021,OTHER,5561
34023,DEMOCRAT,193044
34023,REPUBLICAN,122953
34023,OTHER,10105
34025,DEMOCRAT,137181
34025,REPUBLICAN,166723
34025,OTHER,10473
34027,DEMOCRAT,115249
34027,REPUBLICAN,126071
34027,OTHER,9096
34029,DEMOCRAT,87150
34029,REPUBLICAN,179079
34029,OTHER,8133
34031,DEMOCRAT,116759
34031,REPUBLICAN,72902
34031,OTHER,5141
34033,DEMOCRAT,11904
34033,REPUBLICAN,16381
34033,OTHER,1209
34035,DEMOCRAT,85689
34035,REPUBLICAN,65505
34035,OTHER,5898
34037,DEMOCRAT,24212
34037,REPUBLICAN,46658
34037,OTHER,3256
34039,DEMOCRAT,147414
34039,REPUBLICAN,68114
34039,OTHER,6447
34041,DEMOCRAT,17281
34041,REPUBLICAN,29858
34041,OTHER,2097
35001,DEMOCRAT,143417
35001,REPUBLICAN,94698
35001,OTHER,36547
35003,DEMOCRAT,427
35003,REPUBLICAN,1464
35003,OTHER,158
35005,DEMOCRAT,5534
35005,REPUBLICAN,12872
35005,OTHER,1865
35006,DEMOCRAT,3741
35006,REPUBLICAN,3195
35006,OTHER,1127
35007,DEMOCRAT,2129
35007,REPUBLICAN,2585
35007,OTHER,618
35009,DEMOCRAT,3121
35009,REPUBLICAN,9035
35009,OTHER,1214
35011,DEMOCRAT,193
35011,REPUBLICAN,620
35011,OTHER,97
35013,DEMOCRAT,37947
35013,REPUBLICAN,25374
35013,OTHER,7327
35015,DEMOCRAT,5033
35015,REPUBLICAN,13147
35015,OTHER,1487
35017,DEMOCRAT,6276
35017,REPUBLICAN,5288
35017,OTHER,1247
35019,DEMOCRAT,970
35019,REPUBLICAN,595
35019,OTHER,262
35021,DEMOCRAT,156
35021,REPUBLICAN,311
35021,OTHER,60
35023,DEMOCRAT,784
35023,REPUBLICAN,910
35023,OTHER,178
35025,DEMOCRAT,3930
35025,REPUBLICAN,12495
35025,OTHER,1287
35027,DEMOCRAT,2331
35027,REPUBLICAN,5896
35027,OTHER,675
35028,DEMOCRAT,5562
35028,REPUBLICAN,3359
35028,OTHER,1964
35029,DEMOCRAT,3195
35029,REPUBLICAN,3478
35029,OTHER,622
35031,DEMOCRAT,13576
35031,REPUBLICAN,5104
35031,OTHER,3023
35033,DEMOCRAT,1536
35033,REPUBLICAN,665
35033,OTHER,240
35035,DEMOCRAT,6124
35035,REPUBLICAN,11887
35035,OTHER,2049
35037,DEMOCRAT,1017
35037,REPUBLICAN,2212
35037,OTHER,343
35039,DEMOCRAT,9592
35039,REPUBLICAN,3599
35039,OTHER,1687
35041,DEMOCRAT,1454
35041,REPUBLICAN,3884
35041,OTHER,612
35043,DEMOCRAT,27707
35043,REPUBLICAN,25905
35043,OTHER,8078
35045,DEMOCRAT,12865
35045,REPUBLICAN,27946
35045,OTHER,5299
35047,DEMOCRAT,7285
35047,REPUBLICAN,2313
35047,OTHER,1153
35049,DEMOCRAT,50793
35049,REPUBLICAN,14332
35049,OTHER,6309
35051,DEMOCRAT,1612
35051,REPUBLICAN,3010
35051,OTHER,559
35053,DEMOCRAT,3313
35053,REPUBLICAN,2616
35053,OTHER,939
35055,DEMOCRAT,10668
35055,REPUBLICAN,2727
35055,OTHER,1865
35057,DEMOCRAT,1785
35057,REPUBLICAN,3714
35057,OTHER,825
35059,DEMOCRAT,320
35059,REPUBLICAN,1216
35059,OTHER,166
35061,DEMOCRAT,10841
35061,REPUBLICAN,13215
35061,OTHER,3536
36000,DEMOCRAT,97735
36000,REPUBLICAN,24654
36000,OTHER,6212
36001,DEMOCRAT,83077
36001,REPUBLICAN,47810
36001,OTHER,8943
36003,DEMOCRAT,4882
36003,REPUBLICAN,12525
36003,OTHER,1285
36005,DEMOCRAT,353646
36005,REPUBLICAN,37797
36005,OTHER,8079
36007,DEMOCRAT,39212
36007,REPUBLICAN,40943
36007,OTHER,5917
36009,DEMOCRAT,9497
36009,REPUBLICAN,19692
36009,OTHER,1972
36011,DEMOCRAT,13522
36011,REPUBLICAN,17384
36011,OTHER,2266
36013,DEMOCRAT,19091
36013,REPUBLICAN,31594
36013,OTHER,3549
36015,DEMOCRAT,13757
36015,REPUBLICAN,20097
36015,OTHER,2265
36017,DEMOCRAT,6775
36017,REPUBLICAN,11921
36017,OTHER,1464
36019,DEMOCRAT,15059
36019,REPUBLICAN,14449
36019,OTHER,2597
36021,DEMOCRAT,15284
36021,REPUBLICAN,13756
36021,OTHER,1862
36023,DEMOCRAT,8771
36023,REPUBLICAN,9900
36023,OTHER,1573
36025,DEMOCRAT,6627
36025,REPUBLICAN,11942
36025,OTHER,1223
36027,DEMOCRAT,62261
36027,REPUBLICAN,61797
36027,OTHER,6876
36029,DEMOCRAT,215456
36029,REPUBLICAN,188303
36029,OTHER,19866
36031,DEMOCRAT,7762
36031,REPUBLICAN,7958
36031,OTHER,1498
36033,DEMOCRAT,7297
36033,REPUBLICAN,8221
36033,OTHER,1434
36035,DEMOCRAT,6496
36035,REPUBLICAN,13462
36035,OTHER,1256
36037,DEMOCRAT,7650
36037,REPUBLICAN,16915
36037,OTHER,1867
36039,DEMOCRAT,7405
36039,REPUBLICAN,13073
36039,OTHER,1572
36041,DEMOCRAT,949
36041,REPUBLICAN,2064
36041,OTHER,212
36043,DEMOCRAT,8083
36043,REPUBLICAN,16699
36043,OTHER,1473
36045,DEMOCRAT,13809
36045,REPUBLICAN,21763
36045,OTHER,2664
36047,DEMOCRAT,640553
36047,REPUBLICAN,141044
36047,OTHER,24008
36049,DEMOCRAT,3146
36049,REPUBLICAN,7400
36049,OTHER,779
36051,DEMOCRAT,10697
36051,REPUBLICAN,17290
36051,OTHER,2044
36053,DEMOCRAT,11667
36053,REPUBLICAN,15936
36053,OTHER,2461
36055,DEMOCRAT,188592
36055,REPUBLICAN,136582
36055,OTHER,22616
36057,DEMOCRAT,6595
36057,REPUBLICAN,11301
36057,OTHER,1158
36059,DEMOCRAT,326088
36059,REPUBLICAN,288313
36059,OTHER,22566
36061,DEMOCRAT,579013
36061,REPUBLICAN,64929
36061,OTHER,24997
36063,DEMOCRAT,35559
36063,REPUBLICAN,51961
36063,OTHER,4882
36065,DEMOCRAT,33743
36065,REPUBLICAN,51437
36065,OTHER,5829
36067,DEMOCRAT,112337
36067,REPUBLICAN,83649
36067,OTHER,12454
36069,DEMOCRAT,22233
36069,REPUBLICAN,26029
36069,OTHER,3996
36071,DEMOCRAT,68278
36071,REPUBLICAN,76645
36071,OTHER,7098
36073,DEMOCRAT,4470
36073,REPUBLICAN,10936
36073,OTHER,974
36075,DEMOCRAT,17095
36075,REPUBLICAN,27688
36075,OTHER,3397
36077,DEMOCRAT,10451
36077,REPUBLICAN,13308
36077,OTHER,1909
36079,DEMOCRAT,19366
36079,REPUBLICAN,27024
36079,OTHER,2173
36081,DEMOCRAT,517220
36081,REPUBLICAN,149341
36081,OTHER,19832
36083,DEMOCRAT,32717
36083,REPUBLICAN,33726
36083,OTHER,5119
36085,DEMOCRAT,74143
36085,REPUBLICAN,101437
36085,OTHER,5380
36087,DEMOCRAT,69342
36087,REPUBLICAN,60911
36087,OTHER,4834
36089,DEMOCRAT,16488
36089,REPUBLICAN,19942
36089,OTHER,2728
36091,DEMOCRAT,50913
36091,REPUBLICAN,54575
36091,OTHER,8606
36093,DEMOCRAT,33747
36093,REPUBLICAN,28953
36093,OTHER,4580
36095,DEMOCRAT,4240
36095,REPUBLICAN,8831
36095,OTHER,979
36097,DEMOCRAT,3091
36097,REPUBLICAN,5050
36097,OTHER,631
36099,DEMOCRAT,5697
36099,REPUBLICAN,7236
36099,OTHER,1047
36101,DEMOCRAT,12526
36101,REPUBLICAN,26831
36101,OTHER,2645
36103,DEMOCRAT,303951
36103,REPUBLICAN,350570
36103,OTHER,26733
36105,DEMOCRAT,12568
36105,REPUBLICAN,15931
36105,OTHER,1456
36107,DEMOCRAT,7526
36107,REPUBLICAN,13260
36107,OTHER,1513
36109,DEMOCRAT,28890
36109,REPUBLICAN,10371
36109,OTHER,3417
36111,DEMOCRAT,42101
36111,REPUBLICAN,34006
36111,OTHER,5248
36113,DEMOCRAT,13091
36113,REPUBLICAN,15751
36113,OTHER,2566
36115,DEMOCRAT,9098
36115,REPUBLICAN,13610
36115,OTHER,1820
36117,DEMOCRAT,13473
36117,REPUBLICAN,23380
36117,OTHER,2834
36119,DEMOCRAT,272926
36119,REPUBLICAN,131238
36119,OTHER,16491
36121,DEMOCRAT,3904
36121,REPUBLICAN,12442
36121,OTHER,952
36123,DEMOCRAT,3659
36123,REPUBLICAN,5660
36123,OTHER,747
37001,DEMOCRAT,29833
37001,REPUBLICAN,38815
37001,OTHER,2509
37003,DEMOCRAT,3767
37003,REPUBLICAN,13893
37003,OTHER,611
37005,DEMOCRAT,1306
37005,REPUBLICAN,3814
37005,OTHER,195
37007,DEMOCRAT,5859
37007,REPUBLICAN,4506
37007,OTHER,180
37009,DEMOCRAT,3500
37009,REPUBLICAN,9412
37009,OTHER,512
37011,DEMOCRAT,1689
37011,REPUBLICAN,6298
37011,OTHER,262
37013,DEMOCRAT,8764
37013,REPUBLICAN,14543
37013,OTHER,631
37015,DEMOCRAT,5778
37015,REPUBLICAN,3456
37015,OTHER,113
37017,DEMOCRAT,7058
37017,REPUBLICAN,8550
37017,OTHER,289
37019,DEMOCRAT,23282
37019,REPUBLICAN,42720
37019,OTHER,2349
37021,DEMOCRAT,75452
37021,REPUBLICAN,55716
37021,OTHER,7779
37023,DEMOCRAT,11251
37023,REPUBLICAN,26238
37023,OTHER,1431
37025,DEMOCRAT,35521
37025,REPUBLICAN,53819
37025,OTHER,3949
37027,DEMOCRAT,8425
37027,REPUBLICAN,26621
37027,OTHER,1274
37029,DEMOCRAT,1274
37029,REPUBLICAN,3546
37029,OTHER,186
37031,DEMOCRAT,9939
37031,REPUBLICAN,26569
37031,OTHER,1273
37033,DEMOCRAT,4792
37033,REPUBLICAN,6026
37033,OTHER,252
37035,DEMOCRAT,21216
37035,REPUBLICAN,48324
37035,OTHER,2811
37037,DEMOCRAT,21065
37037,REPUBLICAN,17105
37037,OTHER,1679
37039,DEMOCRAT,2860
37039,REPUBLICAN,10844
37039,OTHER,477
37041,DEMOCRAT,2992
37041,REPUBLICAN,4014
37041,OTHER,222
37043,DEMOCRAT,1367
37043,REPUBLICAN,4437
37043,OTHER,206
37045,DEMOCRAT,14964
37045,REPUBLICAN,28479
37045,OTHER,1230
37047,DEMOCRAT,9063
37047,REPUBLICAN,14272
37047,OTHER,397
37049,DEMOCRAT,17630
37049,REPUBLICAN,27731
37049,OTHER,1640
37051,DEMOCRAT,71605
37051,REPUBLICAN,51265
37051,OTHER,4636
37053,DEMOCRAT,2913
37053,REPUBLICAN,9163
37053,OTHER,593
37055,DEMOCRAT,7222
37055,REPUBLICAN,11460
37055,OTHER,927
37057,DEMOCRAT,18109
37057,REPUBLICAN,54317
37057,OTHER,2430
37059,DEMOCRAT,5270
37059,REPUBLICAN,15602
37059,OTHER,884
37061,DEMOCRAT,8283
37061,REPUBLICAN,12217
37061,OTHER,356
37063,DEMOCRAT,121250
37063,REPUBLICAN,28350
37063,OTHER,6534
37065,DEMOCRAT,16224
37065,REPUBLICAN,8261
37065,OTHER,401
37067,DEMOCRAT,94464
37067,REPUBLICAN,75975
37067,OTHER,7873
37069,DEMOCRAT,12874
37069,REPUBLICAN,16368
37069,OTHER,1126
37071,DEMOCRAT,31177
37071,REPUBLICAN,61798
37071,OTHER,3456
37073,DEMOCRAT,2385
37073,REPUBLICAN,2874
37073,OTHER,133
37075,DEMOCRAT,768
37075,REPUBLICAN,3283
37075,OTHER,117
37077,DEMOCRAT,12909
37077,REPUBLICAN,13591
37077,OTHER,853
37079,DEMOCRAT,3605
37079,REPUBLICAN,4374
37079,OTHER,116
37081,DEMOCRAT,149248
37081,REPUBLICAN,98062
37081,OTHER,10095
37083,DEMOCRAT,15748
37083,REPUBLICAN,9031
37083,OTHER,388
37085,DEMOCRAT,16737
37085,REPUBLICAN,27614
37085,OTHER,1714
37087,DEMOCRAT,10473
37087,REPUBLICAN,18929
37087,OTHER,1325
37089,DEMOCRAT,19827
37089,REPUBLICAN,35809
37089,OTHER,2540
37091,DEMOCRAT,6910
37091,REPUBLICAN,3099
37091,OTHER,177
37093,DEMOCRAT,9726
37093,REPUBLICAN,7760
37093,OTHER,744
37095,DEMOCRAT,965
37095,REPUBLICAN,1288
37095,OTHER,51
37097,DEMOCRAT,24734
37097,REPUBLICAN,54754
37097,OTHER,3079
37099,DEMOCRAT,7713
37099,REPUBLICAN,9870
37099,OTHER,1130
37101,DEMOCRAT,28362
37101,REPUBLICAN,54372
37101,OTHER,3175
37103,DEMOCRAT,2065
37103,REPUBLICAN,2974
37103,OTHER,96
37105,DEMOCRAT,10469
37105,REPUBLICAN,13712
37105,OTHER,903
37107,DEMOCRAT,12634
37107,REPUBLICAN,13613
