fips,party,data
54083,DEMOCRAT,3362
54083,GREEN,40
54083,LIBERTARIAN,125
54083,REPUBLICAN,8673
54085,DEMOCRAT,586
54085,GREEN,10
54085,LIBERTARIAN,38
54085,REPUBLICAN,3649
54087,DEMOCRAT,1455
54087,GREEN,26
54087,LIBERTARIAN,69
54087,REPUBLICAN,4213
54089,DEMOCRAT,1448
54089,GREEN,11
54089,LIBERTARIAN,52
54089,REPUBLICAN,4074
54091,DEMOCRAT,1796
54091,GREEN,23
54091,LIBERTARIAN,87
54091,REPUBLICAN,5477
54093,DEMOCRAT,938
54093,GREEN,11
54093,LIBERTARIAN,54
54093,REPUBLICAN,2841
54095,DEMOCRAT,631
54095,GREEN,9
54095,LIBERTARIAN,56
54095,REPUBLICAN,3226
54097,DEMOCRAT,2256
54097,GREEN,27
54097,LIBERTARIAN,167
54097,REPUBLICAN,7771
54099,DEMOCRAT,4088
54099,GREEN,51
54099,LIBERTARIAN,223
54099,REPUBLICAN,12585
54101,DEMOCRAT,610
54101,GREEN,10
54101,LIBERTARIAN,23
54101,REPUBLICAN,2759
54103,DEMOCRAT,1539
54103,GREEN,32
54103,LIBERTARIAN,103
54103,REPUBLICAN,4993
54105,DEMOCRAT,466
54105,GREEN,8
54105,LIBERTARIAN,45
54105,REPUBLICAN,2134
54107,DEMOCRAT,10926
54107,GREEN,111
54107,LIBERTARIAN,523
54107,REPUBLICAN,27202
54109,DEMOCRAT,1157
54109,GREEN,16
54109,LIBERTARIAN,66
54109,REPUBLICAN,7353
25001,DEMOCRAT,91994
25001,GREEN,638
25001,LIBERTARIAN,1856
25001,OTHER,1713
25001,REPUBLICAN,55311
25003,DEMOCRAT,51705
25003,GREEN,465
25003,LIBERTARIAN,927
25003,OTHER,610
25003,REPUBLICAN,18064
25005,DEMOCRAT,153377
25005,GREEN,1427
25005,LIBERTARIAN,3667
25005,OTHER,3021
25005,REPUBLICAN,119872
25007,DEMOCRAT,9914
25007,GREEN,82
25007,LIBERTARIAN,138
25007,OTHER,108
25007,REPUBLICAN,2631
25009,DEMOCRAT,267198
25009,GREEN,1899
25009,LIBERTARIAN,5356
25009,OTHER,5309
25009,REPUBLICAN,144837
25011,DEMOCRAT,30030
25011,GREEN,380
25011,LIBERTARIAN,692
25011,OTHER,700
25011,REPUBLICAN,11201
25013,DEMOCRAT,125948
25013,GREEN,1166
25013,LIBERTARIAN,2971
25013,OTHER,3390
25013,REPUBLICAN,87318
25015,DEMOCRAT,63362
25015,GREEN,768
25015,LIBERTARIAN,1086
25015,OTHER,835
25015,REPUBLICAN,22281
25017,DEMOCRAT,617196
25017,GREEN,4484
25017,LIBERTARIAN,10649
25017,OTHER,10062
25017,REPUBLICAN,226956
25019,DEMOCRAT,5241
25019,GREEN,41
25019,LIBERTARIAN,81
25019,OTHER,61
25019,REPUBLICAN,1914
25021,DEMOCRAT,273312
25021,GREEN,1753
25021,LIBERTARIAN,5191
25021,OTHER,5492
25021,REPUBLICAN,125294
25023,DEMOCRAT,173630
25023,GREEN,1324
25023,LIBERTARIAN,4310
25023,OTHER,3379
25023,REPUBLICAN,121227
25025,DEMOCRAT,270522
25025,GREEN,1695
25025,LIBERTARIAN,2959
25025,OTHER,3451
25025,REPUBLICAN,58613
25027,DEMOCRAT,248773
25027,GREEN,2536
25027,LIBERTARIAN,7130
25027,OTHER,4799
25027,REPUBLICAN,171683
30001,DEMOCRAT,1608
30001,LIBERTARIAN,130
30001,REPUBLICAN,3923
30003,DEMOCRAT,2491
30003,LIBERTARIAN,86
30003,REPUBLICAN,2207
30005,DEMOCRAT,1589
30005,LIBERTARIAN,59
30005,REPUBLICAN,1469
30007,DEMOCRAT,835
30007,LIBERTARIAN,89
30007,REPUBLICAN,3173
30009,DEMOCRAT,2421
30009,LIBERTARIAN,163
30009,REPUBLICAN,4468
30011,DEMOCRAT,74
30011,LIBERTARIAN,15
30011,REPUBLICAN,775
30013,DEMOCRAT,15456
30013,LIBERTARIAN,1114
30013,REPUBLICAN,23315
30015,DEMOCRAT,991
30015,LIBERTARIAN,83
30015,REPUBLICAN,1891
30017,DEMOCRAT,1514
30017,LIBERTARIAN,141
30017,REPUBLICAN,4205
30019,DEMOCRAT,195
30019,LIBERTARIAN,20
30019,REPUBLICAN,799
30021,DEMOCRAT,962
30021,LIBERTARIAN,105
30021,REPUBLICAN,3758
30023,DEMOCRAT,2562
30023,LIBERTARIAN,143
30023,REPUBLICAN,2186
30025,DEMOCRAT,172
30025,LIBERTARIAN,28
30025,REPUBLICAN,1375
30027,DEMOCRAT,1496
30027,LIBERTARIAN,142
30027,REPUBLICAN,4869
30029,DEMOCRAT,20274
30029,LIBERTARIAN,1341
30029,REPUBLICAN,38321
30031,DEMOCRAT,37044
30031,LIBERTARIAN,2239
30031,REPUBLICAN,31696
30033,DEMOCRAT,41
30033,LIBERTARIAN,8
30033,REPUBLICAN,764
30035,DEMOCRAT,3610
30035,LIBERTARIAN,123
30035,REPUBLICAN,1884
30037,DEMOCRAT,78
30037,LIBERTARIAN,11
30037,REPUBLICAN,414
30039,DEMOCRAT,638
30039,LIBERTARIAN,45
30039,REPUBLICAN,1419
30041,DEMOCRAT,2981
30041,LIBERTARIAN,244
30041,REPUBLICAN,3957
30043,DEMOCRAT,2625
30043,LIBERTARIAN,181
30043,REPUBLICAN,5345
30045,DEMOCRAT,275
30045,LIBERTARIAN,29
30045,REPUBLICAN,1040
30047,DEMOCRAT,6916
30047,LIBERTARIAN,388
30047,REPUBLICAN,9322
30049,DEMOCRAT,19743
30049,LIBERTARIAN,1113
30049,REPUBLICAN,21409
30051,DEMOCRAT,249
30051,LIBERTARIAN,13
30051,REPUBLICAN,821
30053,DEMOCRAT,2835
30053,LIBERTARIAN,240
30053,REPUBLICAN,8672
30055,DEMOCRAT,155
30055,LIBERTARIAN,17
30055,REPUBLICAN,956
30057,DEMOCRAT,1771
30057,LIBERTARIAN,125
30057,REPUBLICAN,4191
30059,DEMOCRAT,258
30059,LIBERTARIAN,19
30059,REPUBLICAN,833
30061,DEMOCRAT,686
30061,LIBERTARIAN,49
30061,REPUBLICAN,1828
30063,DEMOCRAT,43357
30063,LIBERTARIAN,1791
30063,REPUBLICAN,26347
30065,DEMOCRAT,413
30065,LIBERTARIAN,45
30065,REPUBLICAN,2423
30067,DEMOCRAT,5280
30067,LIBERTARIAN,261
30067,REPUBLICAN,6025
30069,DEMOCRAT,39
30069,LIBERTARIAN,11
30069,REPUBLICAN,298
30071,DEMOCRAT,416
30071,LIBERTARIAN,30
30071,REPUBLICAN,1936
30073,DEMOCRAT,903
30073,LIBERTARIAN,61
30073,REPUBLICAN,2031
30075,DEMOCRAT,154
30075,LIBERTARIAN,12
30075,REPUBLICAN,970
30077,DEMOCRAT,752
30077,LIBERTARIAN,72
30077,REPUBLICAN,2355
30079,DEMOCRAT,126
30079,LIBERTARIAN,15
30079,REPUBLICAN,603
30081,DEMOCRAT,8763
30081,LIBERTARIAN,630
30081,REPUBLICAN,19114
30083,DEMOCRAT,875
30083,LIBERTARIAN,123
30083,REPUBLICAN,4800
30085,DEMOCRAT,1910
30085,LIBERTARIAN,111
30085,REPUBLICAN,1996
30087,DEMOCRAT,1199
30087,LIBERTARIAN,88
30087,REPUBLICAN,2486
30089,DEMOCRAT,1820
30089,LIBERTARIAN,142
30089,REPUBLICAN,5660
30091,DEMOCRAT,574
30091,LIBERTARIAN,53
30091,REPUBLICAN,1403
30093,DEMOCRAT,10392
30093,LIBERTARIAN,521
30093,REPUBLICAN,7745
30095,DEMOCRAT,1156
30095,LIBERTARIAN,106
30095,REPUBLICAN,4462
30097,DEMOCRAT,549
30097,LIBERTARIAN,57
30097,REPUBLICAN,1840
30099,DEMOCRAT,1007
30099,LIBERTARIAN,64
30099,REPUBLICAN,2608
30101,DEMOCRAT,467
30101,LIBERTARIAN,56
30101,REPUBLICAN,1596
30103,DEMOCRAT,78
30103,LIBERTARIAN,9
30103,REPUBLICAN,373
30105,DEMOCRAT,1030
30105,LIBERTARIAN,96
30105,REPUBLICAN,3135
30107,DEMOCRAT,225
30107,LIBERTARIAN,20
30107,REPUBLICAN,823
30109,DEMOCRAT,77
30109,LIBERTARIAN,5
30109,REPUBLICAN,516
30111,DEMOCRAT,30679
30111,LIBERTARIAN,2370
30111,REPUBLICAN,50772
31001,DEMOCRAT,4213
31001,LIBERTARIAN,304
31001,REPUBLICAN,10085
31003,DEMOCRAT,452
31003,LIBERTARIAN,38
31003,REPUBLICAN,3093
31005,DEMOCRAT,21
31005,LIBERTARIAN,3
31005,REPUBLICAN,260
31007,DEMOCRAT,43
31007,LIBERTARIAN,5
31007,REPUBLICAN,362
31009,DEMOCRAT,35
31009,LIBERTARIAN,2
31009,REPUBLICAN,280
31011,DEMOCRAT,499
31011,LIBERTARIAN,65
31011,REPUBLICAN,2653
31013,DEMOCRAT,1051
31013,LIBERTARIAN,128
31013,REPUBLICAN,4002
31015,DEMOCRAT,135
31015,LIBERTARIAN,8
31015,REPUBLICAN,1010
31017,DEMOCRAT,191
31017,LIBERTARIAN,18
31017,REPUBLICAN,1470
31019,DEMOCRAT,6350
31019,LIBERTARIAN,599
31019,REPUBLICAN,16640
31021,DEMOCRAT,1063
31021,LIBERTARIAN,88
31021,REPUBLICAN,2580
31023,DEMOCRAT,873
31023,LIBERTARIAN,83
31023,REPUBLICAN,3542
31025,DEMOCRAT,4737
31025,LIBERTARIAN,426
31025,REPUBLICAN,10121
31027,DEMOCRAT,725
31027,LIBERTARIAN,97
31027,REPUBLICAN,4174
31029,DEMOCRAT,226
31029,LIBERTARIAN,27
31029,REPUBLICAN,1740
31031,DEMOCRAT,373
31031,LIBERTARIAN,48
31031,REPUBLICAN,2844
31033,DEMOCRAT,855
31033,LIBERTARIAN,97
31033,REPUBLICAN,3813
31035,DEMOCRAT,632
31035,LIBERTARIAN,78
31035,REPUBLICAN,2848
31037,DEMOCRAT,1025
31037,LIBERTARIAN,56
31037,REPUBLICAN,2636
31039,DEMOCRAT,870
31039,LIBERTARIAN,74
31039,REPUBLICAN,3507
31041,DEMOCRAT,786
31041,LIBERTARIAN,117
31041,REPUBLICAN,5090
31043,DEMOCRAT,2744
31043,LIBERTARIAN,124
31043,REPUBLICAN,3926
31045,DEMOCRAT,1082
31045,LIBERTARIAN,108
31045,REPUBLICAN,2931
31047,DEMOCRAT,2497
31047,LIBERTARIAN,157
31047,REPUBLICAN,6524
31049,DEMOCRAT,141
31049,LIBERTARIAN,20
31049,REPUBLICAN,871
31051,DEMOCRAT,651
31051,LIBERTARIAN,97
31051,REPUBLICAN,2335
31053,DEMOCRAT,5544
31053,LIBERTARIAN,348
31053,REPUBLICAN,10984
31055,DEMOCRAT,150350
31055,LIBERTARIAN,5442
31055,REPUBLICAN,119159
31057,DEMOCRAT,105
31057,LIBERTARIAN,11
31057,REPUBLICAN,883
31059,DEMOCRAT,693
31059,LIBERTARIAN,82
31059,REPUBLICAN,2359
31061,DEMOCRAT,276
31061,LIBERTARIAN,11
31061,REPUBLICAN,1437
31063,DEMOCRAT,189
31063,LIBERTARIAN,22
31063,REPUBLICAN,1229
31065,DEMOCRAT,399
31065,LIBERTARIAN,39
31065,REPUBLICAN,2163
31067,DEMOCRAT,3385
31067,LIBERTARIAN,238
31067,REPUBLICAN,7445
31069,DEMOCRAT,161
31069,LIBERTARIAN,18
31069,REPUBLICAN,1016
31071,DEMOCRAT,133
31071,LIBERTARIAN,9
31071,REPUBLICAN,933
31073,DEMOCRAT,215
31073,LIBERTARIAN,10
31073,REPUBLICAN,893
31075,DEMOCRAT,20
31075,LIBERTARIAN,7
31075,REPUBLICAN,375
31077,DEMOCRAT,229
31077,LIBERTARIAN,13
31077,REPUBLICAN,1016
31079,DEMOCRAT,7681
31079,LIBERTARIAN,504
31079,REPUBLICAN,16189
31081,DEMOCRAT,1118
31081,LIBERTARIAN,106
31081,REPUBLICAN,4309
31083,DEMOCRAT,282
31083,LIBERTARIAN,31
31083,REPUBLICAN,1615
31085,DEMOCRAT,34
31085,LIBERTARIAN,6
31085,REPUBLICAN,494
31087,DEMOCRAT,175
31087,LIBERTARIAN,30
31087,REPUBLICAN,1264
31089,DEMOCRAT,686
31089,LIBERTARIAN,82
31089,REPUBLICAN,4769
31091,DEMOCRAT,59
31091,LIBERTARIAN,7
31091,REPUBLICAN,376
31093,DEMOCRAT,648
31093,LIBERTARIAN,67
31093,REPUBLICAN,2786
31095,DEMOCRAT,1016
31095,LIBERTARIAN,84
31095,REPUBLICAN,2616
31097,DEMOCRAT,647
31097,LIBERTARIAN,64
31097,REPUBLICAN,1518
31099,DEMOCRAT,701
31099,LIBERTARIAN,81
31099,REPUBLICAN,2822
31101,DEMOCRAT,763
31101,LIBERTARIAN,57
31101,REPUBLICAN,3544
31103,DEMOCRAT,49
31103,LIBERTARIAN,4
31103,REPUBLICAN,476
31105,DEMOCRAT,268
31105,LIBERTARIAN,43
31105,REPUBLICAN,1563
31107,DEMOCRAT,905
31107,LIBERTARIAN,71
31107,REPUBLICAN,3721
31109,DEMOCRAT,82293
31109,LIBERTARIAN,3706
31109,REPUBLICAN,70092
31111,DEMOCRAT,3692
31111,LIBERTARIAN,344
31111,REPUBLICAN,13071
31113,DEMOCRAT,38
31113,LIBERTARIAN,5
31113,REPUBLICAN,407
31115,DEMOCRAT,75
31115,LIBERTARIAN,9
31115,REPUBLICAN,370
31117,DEMOCRAT,17
31117,LIBERTARIAN,10
31117,REPUBLICAN,275
31119,DEMOCRAT,3478
31119,LIBERTARIAN,347
31119,REPUBLICAN,11940
31121,DEMOCRAT,743
31121,LIBERTARIAN,95
31121,REPUBLICAN,3419
31123,DEMOCRAT,386
31123,LIBERTARIAN,58
31123,REPUBLICAN,2113
31125,DEMOCRAT,359
31125,LIBERTARIAN,32
31125,REPUBLICAN,1437
31127,DEMOCRAT,921
31127,LIBERTARIAN,74
31127,REPUBLICAN,2428
31129,DEMOCRAT,409
31129,LIBERTARIAN,37
31129,REPUBLICAN,1857
31131,DEMOCRAT,2490
31131,LIBERTARIAN,176
31131,REPUBLICAN,5649
31133,DEMOCRAT,322
31133,LIBERTARIAN,36
31133,REPUBLICAN,1071
31135,DEMOCRAT,199
31135,LIBERTARIAN,24
31135,REPUBLICAN,1321
31137,DEMOCRAT,752
31137,LIBERTARIAN,100
31137,REPUBLICAN,4157
31139,DEMOCRAT,480
31139,LIBERTARIAN,64
31139,REPUBLICAN,3462
31141,DEMOCRAT,3260
31141,LIBERTARIAN,227
31141,REPUBLICAN,12186
31143,DEMOCRAT,530
31143,LIBERTARIAN,58
31143,REPUBLICAN,2291
31145,DEMOCRAT,811
31145,LIBERTARIAN,116
31145,REPUBLICAN,4525
31147,DEMOCRAT,996
31147,LIBERTARIAN,57
31147,REPUBLICAN,3073
31149,DEMOCRAT,84
31149,LIBERTARIAN,13
31149,REPUBLICAN,744
31151,DEMOCRAT,1986
31151,LIBERTARIAN,153
31151,REPUBLICAN,3631
31153,DEMOCRAT,41206
31153,LIBERTARIAN,2488
31153,REPUBLICAN,51979
31155,DEMOCRAT,3331
31155,LIBERTARIAN,296
31155,REPUBLICAN,9108
31157,DEMOCRAT,4196
31157,LIBERTARIAN,321
31157,REPUBLICAN,10952
31159,DEMOCRAT,2438
31159,LIBERTARIAN,214
31159,REPUBLICAN,6490
31161,DEMOCRAT,340
31161,LIBERTARIAN,40
31161,REPUBLICAN,2292
31163,DEMOCRAT,343
31163,LIBERTARIAN,33
31163,REPUBLICAN,1322
31165,DEMOCRAT,72
31165,LIBERTARIAN,15
31165,REPUBLICAN,642
31167,DEMOCRAT,532
31167,LIBERTARIAN,68
31167,REPUBLICAN,2561
31169,DEMOCRAT,624
31169,LIBERTARIAN,48
31169,REPUBLICAN,2308
31171,DEMOCRAT,45
31171,LIBERTARIAN,5
31171,REPUBLICAN,377
31173,DEMOCRAT,1122
31173,LIBERTARIAN,23
31173,REPUBLICAN,1180
31175,DEMOCRAT,412
31175,LIBERTARIAN,27
31175,REPUBLICAN,1901
31177,DEMOCRAT,3554
31177,LIBERTARIAN,276
31177,REPUBLICAN,8583
31179,DEMOCRAT,1022
31179,LIBERTARIAN,123
31179,REPUBLICAN,3055
31181,DEMOCRAT,335
31181,LIBERTARIAN,30
31181,REPUBLICAN,1511
31183,DEMOCRAT,59
31183,LIBERTARIAN,5
31183,REPUBLICAN,438
31185,DEMOCRAT,1630
31185,LIBERTARIAN,176
31185,REPUBLICAN,5337
39001,DEMOCRAT,2156
39001,LIBERTARIAN,92
39001,OTHER,27
39001,REPUBLICAN,9870
39003,DEMOCRAT,14149
39003,LIBERTARIAN,590
39003,OTHER,151
39003,REPUBLICAN,33116
39005,DEMOCRAT,6541
39005,LIBERTARIAN,345
39005,OTHER,112
39005,REPUBLICAN,19407
39007,DEMOCRAT,16497
39007,LIBERTARIAN,559
39007,OTHER,201
39007,REPUBLICAN,26890
39009,DEMOCRAT,14772
39009,LIBERTARIAN,299
39009,OTHER,126
39009,REPUBLICAN,10862
39011,DEMOCRAT,4651
39011,LIBERTARIAN,260
39011,OTHER,68
39011,REPUBLICAN,20798
39013,DEMOCRAT,9138
39013,LIBERTARIAN,285
39013,OTHER,105
39013,REPUBLICAN,23560
39015,DEMOCRAT,4380
39015,LIBERTARIAN,182
39015,OTHER,54
39015,REPUBLICAN,16480
39017,DEMOCRAT,69613
39017,LIBERTARIAN,2177
39017,OTHER,555
39017,REPUBLICAN,114392
39019,DEMOCRAT,3251
39019,LIBERTARIAN,156
39019,OTHER,60
39019,REPUBLICAN,10745
39021,DEMOCRAT,5062
39021,LIBERTARIAN,260
39021,OTHER,61
39021,REPUBLICAN,14589
39023,DEMOCRAT,24076
39023,LIBERTARIAN,829
39023,OTHER,275
39023,REPUBLICAN,39032
39025,DEMOCRAT,34092
39025,LIBERTARIAN,1513
39025,OTHER,305
39025,REPUBLICAN,74570
39027,DEMOCRAT,4697
39027,LIBERTARIAN,270
39027,OTHER,72
39027,REPUBLICAN,15488
39029,DEMOCRAT,13359
39029,LIBERTARIAN,607
39029,OTHER,168
39029,REPUBLICAN,35726
39031,DEMOCRAT,4125
39031,LIBERTARIAN,227
39031,OTHER,62
39031,REPUBLICAN,12325
39033,DEMOCRAT,4916
39033,LIBERTARIAN,278
39033,OTHER,56
39033,REPUBLICAN,15436
39035,DEMOCRAT,416176
39035,LIBERTARIAN,4593
39035,OTHER,2202
39035,REPUBLICAN,202699
39037,DEMOCRAT,4731
39037,LIBERTARIAN,331
39037,OTHER,68
39037,REPUBLICAN,22004
39039,DEMOCRAT,5981
39039,LIBERTARIAN,272
39039,OTHER,90
39039,REPUBLICAN,13038
39041,DEMOCRAT,57735
39041,LIBERTARIAN,1630
39041,OTHER,349
39041,REPUBLICAN,66356
39043,DEMOCRAT,17493
39043,LIBERTARIAN,522
39043,OTHER,160
39043,REPUBLICAN,22160
39045,DEMOCRAT,31224
39045,LIBERTARIAN,1033
39045,OTHER,257
39045,REPUBLICAN,50797
39047,DEMOCRAT,2975
39047,LIBERTARIAN,132
39047,OTHER,32
39047,REPUBLICAN,9473
39049,DEMOCRAT,409144
39049,LIBERTARIAN,7718
39049,OTHER,2478
39049,REPUBLICAN,211237
39051,DEMOCRAT,6664
39051,LIBERTARIAN,299
39051,OTHER,76
39051,REPUBLICAN,15731
39053,DEMOCRAT,2990
39053,LIBERTARIAN,132
39053,OTHER,32
39053,REPUBLICAN,10645
39055,DEMOCRAT,21201
39055,LIBERTARIAN,534
39055,OTHER,143
39055,REPUBLICAN,34143
39057,DEMOCRAT,34798
39057,LIBERTARIAN,1458
39057,OTHER,315
39057,REPUBLICAN,52072
39059,DEMOCRAT,4577
39059,LIBERTARIAN,177
39059,OTHER,69
39059,REPUBLICAN,13407
39061,DEMOCRAT,246266
39061,LIBERTARIAN,5211
39061,OTHER,1566
39061,REPUBLICAN,177886
39063,DEMOCRAT,11757
39063,LIBERTARIAN,580
39063,OTHER,124
39063,REPUBLICAN,26310
39065,DEMOCRAT,3062
39065,LIBERTARIAN,192
39065,OTHER,44
39065,REPUBLICAN,9949
39067,DEMOCRAT,1768
39067,LIBERTARIAN,59
39067,OTHER,36
39067,REPUBLICAN,5792
39069,DEMOCRAT,4062
39069,LIBERTARIAN,175
39069,OTHER,48
39069,REPUBLICAN,10479
39071,DEMOCRAT,3799
39071,LIBERTARIAN,146
39071,OTHER,53
39071,REPUBLICAN,15678
39073,DEMOCRAT,3880
39073,LIBERTARIAN,162
39073,OTHER,45
39073,REPUBLICAN,9737
39075,DEMOCRAT,1994
39075,LIBERTARIAN,125
39075,OTHER,32
39075,REPUBLICAN,10796
39077,DEMOCRAT,7759
39077,LIBERTARIAN,387
39077,OTHER,88
39077,REPUBLICAN,18956
39079,DEMOCRAT,3311
39079,LIBERTARIAN,144
39079,OTHER,30
39079,REPUBLICAN,11309
39081,DEMOCRAT,10018
39081,LIBERTARIAN,357
39081,OTHER,159
39081,REPUBLICAN,22828
39083,DEMOCRAT,8589
39083,LIBERTARIAN,374
39083,OTHER,95
39083,REPUBLICAN,22340
39085,DEMOCRAT,55514
39085,LIBERTARIAN,1284
39085,OTHER,433
39085,REPUBLICAN,73278
39087,DEMOCRAT,7489
39087,LIBERTARIAN,259
39087,OTHER,73
39087,REPUBLICAN,20306
39089,DEMOCRAT,33055
39089,LIBERTARIAN,1279
39089,OTHER,362
39089,REPUBLICAN,59514
39091,DEMOCRAT,5055
39091,LIBERTARIAN,272
39091,OTHER,77
39091,REPUBLICAN,17964
39093,DEMOCRAT,75667
39093,LIBERTARIAN,1677
39093,OTHER,573
39093,REPUBLICAN,79520
39095,DEMOCRAT,115411
39095,LIBERTARIAN,2605
39095,OTHER,844
39095,REPUBLICAN,81763
39097,DEMOCRAT,5698
39097,LIBERTARIAN,269
39097,OTHER,53
39097,REPUBLICAN,13835
39099,DEMOCRAT,57641
39099,LIBERTARIAN,966
39099,OTHER,456
39099,REPUBLICAN,59903
39101,DEMOCRAT,8269
39101,LIBERTARIAN,414
39101,OTHER,112
39101,REPUBLICAN,19023
39103,DEMOCRAT,39800
39103,LIBERTARIAN,1144
39103,OTHER,283
39103,REPUBLICAN,64598
39105,DEMOCRAT,2492
39105,LIBERTARIAN,111
39105,OTHER,32
39105,REPUBLICAN,8316
39107,DEMOCRAT,4030
39107,LIBERTARIAN,204
39107,OTHER,75
39107,REPUBLICAN,19452
39109,DEMOCRAT,15663
39109,LIBERTARIAN,782
39109,OTHER,156
39109,REPUBLICAN,41371
39111,DEMOCRAT,1605
39111,LIBERTARIAN,54
39111,OTHER,26
39111,REPUBLICAN,5463
39113,DEMOCRAT,135064
39113,LIBERTARIAN,3418
39113,OTHER,989
39113,REPUBLICAN,129034
39115,DEMOCRAT,1725
39115,LIBERTARIAN,64
39115,OTHER,17
39115,REPUBLICAN,5041
39117,DEMOCRAT,4048
39117,LIBERTARIAN,257
39117,OTHER,75
39117,REPUBLICAN,14077
39119,DEMOCRAT,11971
39119,LIBERTARIAN,459
39119,OTHER,168
39119,REPUBLICAN,27867
39121,DEMOCRAT,1170
39121,LIBERTARIAN,25
39121,OTHER,13
39121,REPUBLICAN,5135
39123,DEMOCRAT,9008
39123,LIBERTARIAN,292
39123,OTHER,79
39123,REPUBLICAN,14628
39125,DEMOCRAT,2213
39125,LIBERTARIAN,124
39125,OTHER,44
39125,REPUBLICAN,7086
39127,DEMOCRAT,4098
39127,LIBERTARIAN,170
39127,OTHER,50
39127,REPUBLICAN,12357
39129,DEMOCRAT,7304
39129,LIBERTARIAN,295
39129,OTHER,79
39129,REPUBLICAN,20593
39131,DEMOCRAT,3110
39131,LIBERTARIAN,123
39131,OTHER,22
39131,REPUBLICAN,9157
39133,DEMOCRAT,35661
39133,LIBERTARIAN,906
39133,OTHER,315
39133,REPUBLICAN,45990
39135,DEMOCRAT,4493
39135,LIBERTARIAN,243
39135,OTHER,51
39135,REPUBLICAN,17022
39137,DEMOCRAT,3195
39137,LIBERTARIAN,247
39137,OTHER,67
39137,REPUBLICAN,16412
39139,DEMOCRAT,17640
39139,LIBERTARIAN,680
39139,OTHER,183
39139,REPUBLICAN,41472
39141,DEMOCRAT,10557
39141,LIBERTARIAN,345
39141,OTHER,119
39141,REPUBLICAN,22278
39143,DEMOCRAT,10596
39143,LIBERTARIAN,448
39143,OTHER,134
39143,REPUBLICAN,18896
39145,DEMOCRAT,9080
39145,LIBERTARIAN,262
39145,OTHER,96
39145,REPUBLICAN,22609
39147,DEMOCRAT,8266
39147,LIBERTARIAN,357
39147,OTHER,101
39147,REPUBLICAN,17086
39149,DEMOCRAT,4465
39149,LIBERTARIAN,290
39149,OTHER,81
39149,REPUBLICAN,20422
39151,DEMOCRAT,75904
39151,LIBERTARIAN,2163
39151,OTHER,715
39151,REPUBLICAN,111097
39153,DEMOCRAT,151668
39153,LIBERTARIAN,3003
39153,OTHER,969
39153,REPUBLICAN,124833
39155,DEMOCRAT,44519
39155,LIBERTARIAN,913
39155,OTHER,375
39155,REPUBLICAN,55194
39157,DEMOCRAT,12889
39157,LIBERTARIAN,494
39157,OTHER,174
39157,REPUBLICAN,30458
39159,DEMOCRAT,11141
39159,LIBERTARIAN,535
39159,OTHER,100
39159,REPUBLICAN,21669
39161,DEMOCRAT,3067
39161,LIBERTARIAN,201
39161,OTHER,47
39161,REPUBLICAN,11650
39163,DEMOCRAT,1331
39163,LIBERTARIAN,47
39163,OTHER,20
39163,REPUBLICAN,4632
39165,DEMOCRAT,46069
39165,LIBERTARIAN,1747
39165,OTHER,296
39165,REPUBLICAN,87988
39167,DEMOCRAT,9243
39167,LIBERTARIAN,372
39167,OTHER,109
39167,REPUBLICAN,22307
39169,DEMOCRAT,16660
39169,LIBERTARIAN,665
39169,OTHER,199
39169,REPUBLICAN,36759
39171,DEMOCRAT,4842
39171,LIBERTARIAN,285
39171,OTHER,72
39171,REPUBLICAN,13452
39173,DEMOCRAT,30617
39173,LIBERTARIAN,992
39173,OTHER,231
39173,REPUBLICAN,35757
39175,DEMOCRAT,2733
39175,LIBERTARIAN,155
39175,OTHER,40
39175,REPUBLICAN,8462
46003,DEMOCRAT,317
46003,LIBERTARIAN,36
46003,REPUBLICAN,1052
46005,DEMOCRAT,2107
46005,LIBERTARIAN,166
46005,REPUBLICAN,4808
46007,DEMOCRAT,466
46007,LIBERTARIAN,23
46007,REPUBLICAN,694
46009,DEMOCRAT,721
46009,LIBERTARIAN,45
46009,REPUBLICAN,2235
46011,DEMOCRAT,6110
46011,LIBERTARIAN,457
46011,REPUBLICAN,8000
46013,DEMOCRAT,6538
46013,LIBERTARIAN,429
46013,REPUBLICAN,10580
46015,DEMOCRAT,673
46015,LIBERTARIAN,67
46015,REPUBLICAN,1750
46017,DEMOCRAT,352
46017,LIBERTARIAN,14
46017,REPUBLICAN,183
46019,DEMOCRAT,939
46019,LIBERTARIAN,132
46019,REPUBLICAN,3731
46021,DEMOCRAT,117
46021,LIBERTARIAN,9
46021,REPUBLICAN,747
46023,DEMOCRAT,1177
46023,LIBERTARIAN,54
46023,REPUBLICAN,2552
46025,DEMOCRAT,437
46025,LIBERTARIAN,40
46025,REPUBLICAN,1373
46027,DEMOCRAT,3083
46027,LIBERTARIAN,159
46027,REPUBLICAN,2456
46029,DEMOCRAT,3837
46029,LIBERTARIAN,366
46029,REPUBLICAN,8958
46031,DEMOCRAT,622
46031,LIBERTARIAN,14
46031,REPUBLICAN,647
46033,DEMOCRAT,1522
46033,LIBERTARIAN,120
46033,REPUBLICAN,3852
46035,DEMOCRAT,2648
46035,LIBERTARIAN,193
46035,REPUBLICAN,5613
46037,DEMOCRAT,1052
46037,LIBERTARIAN,43
46037,REPUBLICAN,1869
46039,DEMOCRAT,609
46039,LIBERTARIAN,42
