fips,party,data
20029,DEMOCRAT,920
20029,LIBERTARIAN,101
20029,REPUBLICAN,3242
20031,DEMOCRAT,964
20031,LIBERTARIAN,112
20031,REPUBLICAN,3489
20033,DEMOCRAT,126
20033,LIBERTARIAN,28
20033,REPUBLICAN,762
20035,DEMOCRAT,4273
20035,LIBERTARIAN,302
20035,REPUBLICAN,9656
20037,DEMOCRAT,6179
20037,LIBERTARIAN,421
20037,REPUBLICAN,10045
20039,DEMOCRAT,218
20039,LIBERTARIAN,20
20039,REPUBLICAN,1260
20041,DEMOCRAT,2060
20041,LIBERTARIAN,163
20041,REPUBLICAN,7126
20043,DEMOCRAT,686
20043,LIBERTARIAN,47
20043,REPUBLICAN,2976
20045,DEMOCRAT,40785
20045,LIBERTARIAN,1424
20045,REPUBLICAN,17286
20047,DEMOCRAT,271
20047,LIBERTARIAN,19
20047,REPUBLICAN,1141
20049,DEMOCRAT,195
20049,LIBERTARIAN,26
20049,REPUBLICAN,1140
20051,DEMOCRAT,3737
20051,LIBERTARIAN,305
20051,REPUBLICAN,9758
20053,DEMOCRAT,648
20053,LIBERTARIAN,57
20053,REPUBLICAN,2148
20055,DEMOCRAT,4325
20055,LIBERTARIAN,239
20055,REPUBLICAN,7236
20057,DEMOCRAT,2947
20057,LIBERTARIAN,165
20057,REPUBLICAN,5803
20059,DEMOCRAT,3690
20059,LIBERTARIAN,308
20059,REPUBLICAN,8479
20061,DEMOCRAT,3983
20061,LIBERTARIAN,297
20061,REPUBLICAN,5323
20063,DEMOCRAT,166
20063,LIBERTARIAN,14
20063,REPUBLICAN,1291
20065,DEMOCRAT,228
20065,LIBERTARIAN,29
20065,REPUBLICAN,1080
20067,DEMOCRAT,518
20067,LIBERTARIAN,47
20067,REPUBLICAN,1936
20069,DEMOCRAT,341
20069,LIBERTARIAN,36
20069,REPUBLICAN,1911
20071,DEMOCRAT,78
20071,LIBERTARIAN,14
20071,REPUBLICAN,549
20073,DEMOCRAT,569
20073,LIBERTARIAN,64
20073,REPUBLICAN,2444
20075,DEMOCRAT,141
20075,LIBERTARIAN,20
20075,REPUBLICAN,698
20077,DEMOCRAT,461
20077,LIBERTARIAN,49
20077,REPUBLICAN,2168
20079,DEMOCRAT,6747
20079,LIBERTARIAN,380
20079,REPUBLICAN,10182
20081,DEMOCRAT,268
20081,LIBERTARIAN,20
20081,REPUBLICAN,1122
20083,DEMOCRAT,154
20083,LIBERTARIAN,16
20083,REPUBLICAN,875
20085,DEMOCRAT,1881
20085,LIBERTARIAN,186
20085,REPUBLICAN,4517
20087,DEMOCRAT,3194
20087,LIBERTARIAN,254
20087,REPUBLICAN,6334
20089,DEMOCRAT,212
20089,LIBERTARIAN,29
20089,REPUBLICAN,1387
20091,DEMOCRAT,184259
20091,LIBERTARIAN,7324
20091,REPUBLICAN,155631
20093,DEMOCRAT,267
20093,LIBERTARIAN,24
20093,REPUBLICAN,1164
20095,DEMOCRAT,752
20095,LIBERTARIAN,67
20095,REPUBLICAN,3130
20097,DEMOCRAT,156
20097,LIBERTARIAN,29
20097,REPUBLICAN,980
20099,DEMOCRAT,2655
20099,LIBERTARIAN,173
20099,REPUBLICAN,5735
20101,DEMOCRAT,115
20101,LIBERTARIAN,18
20101,REPUBLICAN,762
20103,DEMOCRAT,13886
20103,LIBERTARIAN,994
20103,REPUBLICAN,21610
20105,DEMOCRAT,266
20105,LIBERTARIAN,30
20105,REPUBLICAN,1283
20107,DEMOCRAT,896
20107,LIBERTARIAN,102
20107,REPUBLICAN,4048
20109,DEMOCRAT,186
20109,LIBERTARIAN,23
20109,REPUBLICAN,1249
20111,DEMOCRAT,6055
20111,LIBERTARIAN,383
20111,REPUBLICAN,7550
20113,DEMOCRAT,4134
20113,LIBERTARIAN,340
20113,REPUBLICAN,9964
20115,DEMOCRAT,1516
20115,LIBERTARIAN,130
20115,REPUBLICAN,4465
20117,DEMOCRAT,1259
20117,LIBERTARIAN,126
20117,REPUBLICAN,3729
20119,DEMOCRAT,263
20119,LIBERTARIAN,39
20119,REPUBLICAN,1523
20121,DEMOCRAT,5247
20121,LIBERTARIAN,382
20121,REPUBLICAN,12308
20123,DEMOCRAT,558
20123,LIBERTARIAN,39
20123,REPUBLICAN,2504
20125,DEMOCRAT,3228
20125,LIBERTARIAN,267
20125,REPUBLICAN,9931
20127,DEMOCRAT,729
20127,LIBERTARIAN,46
20127,REPUBLICAN,2124
20129,DEMOCRAT,150
20129,LIBERTARIAN,14
20129,REPUBLICAN,1034
20131,DEMOCRAT,927
20131,LIBERTARIAN,93
20131,REPUBLICAN,4664
20133,DEMOCRAT,1796
20133,LIBERTARIAN,111
20133,REPUBLICAN,4970
20135,DEMOCRAT,149
20135,LIBERTARIAN,25
20135,REPUBLICAN,1339
20137,DEMOCRAT,364
20137,LIBERTARIAN,44
20137,REPUBLICAN,2007
20139,DEMOCRAT,2136
20139,LIBERTARIAN,194
20139,REPUBLICAN,5705
20141,DEMOCRAT,281
20141,LIBERTARIAN,35
20141,REPUBLICAN,1629
20143,DEMOCRAT,506
20143,LIBERTARIAN,75
20143,REPUBLICAN,2610
20145,DEMOCRAT,643
20145,LIBERTARIAN,51
20145,REPUBLICAN,2045
20147,DEMOCRAT,318
20147,LIBERTARIAN,45
20147,REPUBLICAN,2418
20149,DEMOCRAT,3313
20149,LIBERTARIAN,318
20149,REPUBLICAN,9452
20151,DEMOCRAT,933
20151,LIBERTARIAN,96
20151,REPUBLICAN,3108
20153,DEMOCRAT,214
20153,LIBERTARIAN,29
20153,REPUBLICAN,1261
20155,DEMOCRAT,8886
20155,LIBERTARIAN,612
20155,REPUBLICAN,18443
20157,DEMOCRAT,424
20157,LIBERTARIAN,51
20157,REPUBLICAN,2182
20159,DEMOCRAT,965
20159,LIBERTARIAN,92
20159,REPUBLICAN,3262
20161,DEMOCRAT,12765
20161,LIBERTARIAN,796
20161,REPUBLICAN,11610
20163,DEMOCRAT,339
20163,LIBERTARIAN,35
20163,REPUBLICAN,2325
20165,DEMOCRAT,295
20165,LIBERTARIAN,32
20165,REPUBLICAN,1350
20167,DEMOCRAT,600
20167,LIBERTARIAN,77
20167,REPUBLICAN,2790
20169,DEMOCRAT,8214
20169,LIBERTARIAN,595
20169,REPUBLICAN,15722
20171,DEMOCRAT,299
20171,LIBERTARIAN,41
20171,REPUBLICAN,2014
20173,DEMOCRAT,95870
20173,LIBERTARIAN,5402
20173,REPUBLICAN,122416
20175,DEMOCRAT,1833
20175,LIBERTARIAN,89
20175,REPUBLICAN,3372
20177,DEMOCRAT,43015
20177,LIBERTARIAN,2199
20177,REPUBLICAN,40443
20179,DEMOCRAT,147
20179,LIBERTARIAN,16
20179,REPUBLICAN,1282
20181,DEMOCRAT,396
20181,LIBERTARIAN,62
20181,REPUBLICAN,2269
20183,DEMOCRAT,336
20183,LIBERTARIAN,30
20183,REPUBLICAN,1763
20185,DEMOCRAT,357
20185,LIBERTARIAN,32
20185,REPUBLICAN,1645
20187,DEMOCRAT,148
20187,LIBERTARIAN,14
20187,REPUBLICAN,614
20189,DEMOCRAT,237
20189,LIBERTARIAN,34
20189,REPUBLICAN,1760
20191,DEMOCRAT,2591
20191,LIBERTARIAN,232
20191,REPUBLICAN,8105
20193,DEMOCRAT,625
20193,LIBERTARIAN,55
20193,REPUBLICAN,3130
20195,DEMOCRAT,242
20195,LIBERTARIAN,25
20195,REPUBLICAN,1363
20197,DEMOCRAT,964
20197,LIBERTARIAN,93
20197,REPUBLICAN,2845
20199,DEMOCRAT,44
20199,LIBERTARIAN,11
20199,REPUBLICAN,770
20201,DEMOCRAT,475
20201,LIBERTARIAN,45
20201,REPUBLICAN,2363
20203,DEMOCRAT,149
20203,LIBERTARIAN,11
20203,REPUBLICAN,808
20205,DEMOCRAT,723
20205,LIBERTARIAN,78
20205,REPUBLICAN,3153
20207,DEMOCRAT,294
20207,LIBERTARIAN,24
20207,REPUBLICAN,1228
20209,DEMOCRAT,36788
20209,LIBERTARIAN,1063
20209,REPUBLICAN,18934
22001,DEMOCRAT,5443
22001,LIBERTARIAN,241
22001,OTHER,145
22001,REPUBLICAN,22596
22003,DEMOCRAT,2108
22003,LIBERTARIAN,73
22003,OTHER,55
22003,REPUBLICAN,7574
22005,DEMOCRAT,20399
22005,LIBERTARIAN,816
22005,OTHER,423
22005,REPUBLICAN,40687
22007,DEMOCRAT,3833
22007,LIBERTARIAN,68
22007,OTHER,63
22007,REPUBLICAN,7271
22009,DEMOCRAT,4979
22009,LIBERTARIAN,161
22009,OTHER,124
22009,REPUBLICAN,12028
22011,DEMOCRAT,2542
22011,LIBERTARIAN,172
22011,OTHER,68
22011,REPUBLICAN,13575
22013,DEMOCRAT,3067
22013,LIBERTARIAN,49
22013,OTHER,43
22013,REPUBLICAN,3891
22015,DEMOCRAT,15662
22015,LIBERTARIAN,632
22015,OTHER,287
22015,REPUBLICAN,38074
22017,DEMOCRAT,55110
22017,LIBERTARIAN,1021
22017,OTHER,760
22017,REPUBLICAN,48021
22019,DEMOCRAT,25982
22019,LIBERTARIAN,1083
22019,OTHER,532
22019,REPUBLICAN,55066
22021,DEMOCRAT,745
22021,LIBERTARIAN,21
22021,OTHER,20
22021,REPUBLICAN,3976
22023,DEMOCRAT,324
22023,LIBERTARIAN,23
22023,OTHER,21
22023,REPUBLICAN,3671
22025,DEMOCRAT,1269
22025,LIBERTARIAN,26
22025,OTHER,22
22025,REPUBLICAN,3541
22027,DEMOCRAT,2731
22027,LIBERTARIAN,29
22027,OTHER,50
22027,REPUBLICAN,3770
22029,DEMOCRAT,3177
22029,LIBERTARIAN,64
22029,OTHER,37
22029,REPUBLICAN,5550
22031,DEMOCRAT,5457
22031,LIBERTARIAN,79
22031,OTHER,88
22031,REPUBLICAN,9112
22033,DEMOCRAT,115577
22033,LIBERTARIAN,2440
22033,OTHER,1745
22033,REPUBLICAN,88420
22035,DEMOCRAT,1900
22035,LIBERTARIAN,20
22035,OTHER,36
22035,REPUBLICAN,1080
22037,DEMOCRAT,4280
22037,LIBERTARIAN,89
22037,OTHER,76
22037,REPUBLICAN,6064
22039,DEMOCRAT,4158
22039,LIBERTARIAN,96
22039,OTHER,105
22039,REPUBLICAN,11053
22041,DEMOCRAT,2658
22041,LIBERTARIAN,45
22041,OTHER,47
22041,REPUBLICAN,6970
22043,DEMOCRAT,1157
22043,LIBERTARIAN,79
22043,OTHER,39
22043,REPUBLICAN,8117
22045,DEMOCRAT,11027
22045,LIBERTARIAN,253
22045,OTHER,182
22045,REPUBLICAN,21251
22047,DEMOCRAT,8514
22047,LIBERTARIAN,141
22047,OTHER,171
22047,REPUBLICAN,7893
22049,DEMOCRAT,2143
22049,LIBERTARIAN,51
22049,OTHER,44
22049,REPUBLICAN,5394
22051,DEMOCRAT,84477
22051,LIBERTARIAN,1935
22051,OTHER,1372
22051,REPUBLICAN,105949
22053,DEMOCRAT,3208
22053,LIBERTARIAN,131
22053,OTHER,79
22053,REPUBLICAN,11423
22055,DEMOCRAT,39685
22055,LIBERTARIAN,1512
22055,OTHER,805
22055,REPUBLICAN,72519
22057,DEMOCRAT,8672
22057,LIBERTARIAN,424
22057,OTHER,268
22057,REPUBLICAN,36024
22059,DEMOCRAT,638
22059,LIBERTARIAN,39
22059,OTHER,22
22059,REPUBLICAN,6378
22061,DEMOCRAT,7559
22061,LIBERTARIAN,276
22061,OTHER,129
22061,REPUBLICAN,11311
22063,DEMOCRAT,9249
22063,LIBERTARIAN,817
22063,OTHER,287
22063,REPUBLICAN,54877
22065,DEMOCRAT,2654
22065,LIBERTARIAN,23
22065,OTHER,63
22065,REPUBLICAN,1930
22067,DEMOCRAT,4946
22067,LIBERTARIAN,56
22067,OTHER,62
22067,REPUBLICAN,6510
22069,DEMOCRAT,6896
22069,LIBERTARIAN,172
22069,OTHER,128
22069,REPUBLICAN,9358
22071,DEMOCRAT,147854
22071,LIBERTARIAN,1603
22071,OTHER,1698
22071,REPUBLICAN,26664
22073,DEMOCRAT,25913
22073,LIBERTARIAN,624
22073,OTHER,374
22073,REPUBLICAN,42255
22075,DEMOCRAT,3414
22075,LIBERTARIAN,103
22075,OTHER,85
22075,REPUBLICAN,7412
22077,DEMOCRAT,4683
22077,LIBERTARIAN,94
22077,OTHER,91
22077,REPUBLICAN,7503
22079,DEMOCRAT,19475
22079,LIBERTARIAN,693
22079,OTHER,350
22079,REPUBLICAN,38347
22081,DEMOCRAT,1644
22081,LIBERTARIAN,31
22081,OTHER,44
22081,REPUBLICAN,2413
22083,DEMOCRAT,3225
22083,LIBERTARIAN,53
22083,OTHER,55
22083,REPUBLICAN,6607
22085,DEMOCRAT,1731
22085,LIBERTARIAN,49
22085,OTHER,40
22085,REPUBLICAN,8776
22087,DEMOCRAT,6151
22087,LIBERTARIAN,188
22087,OTHER,132
22087,REPUBLICAN,11179
22089,DEMOCRAT,9800
22089,LIBERTARIAN,294
22089,OTHER,190
22089,REPUBLICAN,18233
22091,DEMOCRAT,3346
22091,LIBERTARIAN,43
22091,OTHER,55
22091,REPUBLICAN,2714
22093,DEMOCRAT,6510
22093,LIBERTARIAN,47
22093,OTHER,79
22093,REPUBLICAN,5954
22095,DEMOCRAT,13582
22095,LIBERTARIAN,118
22095,OTHER,194
22095,REPUBLICAN,7538
22097,DEMOCRAT,17372
22097,LIBERTARIAN,301
22097,OTHER,310
22097,REPUBLICAN,23171
22099,DEMOCRAT,8439
22099,LIBERTARIAN,205
22099,OTHER,191
22099,REPUBLICAN,18203
22101,DEMOCRAT,8055
22101,LIBERTARIAN,173
22101,OTHER,147
22101,REPUBLICAN,14811
22103,DEMOCRAT,37746
22103,LIBERTARIAN,1868
22103,OTHER,830
22103,REPUBLICAN,99666
22105,DEMOCRAT,18887
22105,LIBERTARIAN,589
22105,OTHER,379
22105,REPUBLICAN,37806
22107,DEMOCRAT,1329
22107,LIBERTARIAN,11
22107,OTHER,17
22107,REPUBLICAN,1197
22109,DEMOCRAT,11198
22109,LIBERTARIAN,434
22109,OTHER,269
22109,REPUBLICAN,34339
22111,DEMOCRAT,2654
22111,LIBERTARIAN,76
22111,OTHER,64
22111,REPUBLICAN,8407
22113,DEMOCRAT,5009
22113,LIBERTARIAN,228
22113,OTHER,157
22113,REPUBLICAN,21930
22115,DEMOCRAT,2898
22115,LIBERTARIAN,188
22115,OTHER,75
22115,REPUBLICAN,14107
22117,DEMOCRAT,5970
22117,LIBERTARIAN,120
22117,OTHER,116
22117,REPUBLICAN,13307
22119,DEMOCRAT,6172
22119,LIBERTARIAN,119
22119,OTHER,95
22119,REPUBLICAN,11830
22121,DEMOCRAT,6200
22121,LIBERTARIAN,122
22121,OTHER,91
22121,REPUBLICAN,7684
22123,DEMOCRAT,710
22123,LIBERTARIAN,12
22123,OTHER,13
22123,REPUBLICAN,4317
22125,DEMOCRAT,2298
22125,LIBERTARIAN,66
22125,OTHER,41
22125,REPUBLICAN,3863
22127,DEMOCRAT,1543
22127,LIBERTARIAN,36
22127,OTHER,27
22127,REPUBLICAN,4619
23001,DEMOCRAT,27617
23001,GREEN,603
23001,LIBERTARIAN,1105
23001,OTHER,768
23001,REPUBLICAN,29268
23003,DEMOCRAT,13956
23003,GREEN,233
23003,LIBERTARIAN,421
23003,OTHER,520
23003,REPUBLICAN,21080
23005,DEMOCRAT,128759
23005,GREEN,2154
23005,LIBERTARIAN,2957
23005,OTHER,2460
23005,REPUBLICAN,59584
23007,DEMOCRAT,8069
23007,GREEN,183
23007,LIBERTARIAN,353
23007,OTHER,240
23007,REPUBLICAN,8754
23009,DEMOCRAT,19369
23009,GREEN,380
23009,LIBERTARIAN,549
23009,OTHER,396
23009,REPUBLICAN,14982
23011,DEMOCRAT,34902
23011,GREEN,730
23011,LIBERTARIAN,1406
23011,OTHER,856
23011,REPUBLICAN,34721
23013,DEMOCRAT,15110
23013,GREEN,248
23013,LIBERTARIAN,355
23013,OTHER,337
23013,REPUBLICAN,9982
23015,DEMOCRAT,12684
23015,GREEN,199
23015,LIBERTARIAN,420
23015,OTHER,298
23015,REPUBLICAN,10256
23017,DEMOCRAT,14755
23017,GREEN,347
23017,LIBERTARIAN,650
23017,OTHER,360
23017,REPUBLICAN,17698
23019,DEMOCRAT,37713
23019,GREEN,746
23019,LIBERTARIAN,1854
23019,OTHER,995
23019,REPUBLICAN,44825
23021,DEMOCRAT,3517
23021,GREEN,60
23021,LIBERTARIAN,173
23021,OTHER,103
23021,REPUBLICAN,6143
23023,DEMOCRAT,13528
23023,GREEN,249
23023,LIBERTARIAN,473
23023,OTHER,275
23023,REPUBLICAN,9755
23025,DEMOCRAT,10199
23025,GREEN,230
23025,LIBERTARIAN,466
23025,OTHER,334
23025,REPUBLICAN,16644
23027,DEMOCRAT,12345
23027,GREEN,347
23027,LIBERTARIAN,402
23027,OTHER,276
23027,REPUBLICAN,11196
23029,DEMOCRAT,6761
23029,GREEN,143
23029,LIBERTARIAN,232
23029,OTHER,240
23029,REPUBLICAN,10194
23031,DEMOCRAT,71189
23031,GREEN,1259
23031,LIBERTARIAN,2189
23031,OTHER,1588
23031,REPUBLICAN,54817
26001,DEMOCRAT,2142
26001,GREEN,11
26001,LIBERTARIAN,50
26001,OTHER,13
26001,REPUBLICAN,4848
26003,DEMOCRAT,2053
26003,GREEN,9
26003,LIBERTARIAN,41
26003,OTHER,11
26003,REPUBLICAN,3014
26005,DEMOCRAT,24449
26005,GREEN,143
26005,LIBERTARIAN,943
26005,OTHER,167
26005,REPUBLICAN,41392
26007,DEMOCRAT,6000
26007,GREEN,28
26007,LIBERTARIAN,220
26007,OTHER,35
26007,REPUBLICAN,10686
26009,DEMOCRAT,5960
26009,GREEN,28
26009,LIBERTARIAN,189
26009,OTHER,24
26009,REPUBLICAN,9748
26011,DEMOCRAT,2774
26011,GREEN,12
26011,LIBERTARIAN,97
26011,OTHER,20
26011,REPUBLICAN,5928
26013,DEMOCRAT,1478
26013,GREEN,10
26013,LIBERTARIAN,31
26013,OTHER,7
26013,REPUBLICAN,2512
26015,DEMOCRAT,11797
26015,GREEN,83
26015,LIBERTARIAN,479
26015,OTHER,75
26015,REPUBLICAN,23471
26017,DEMOCRAT,26151
26017,GREEN,155
26017,LIBERTARIAN,688
26017,OTHER,136
26017,REPUBLICAN,33125
26019,DEMOCRAT,5480
26019,GREEN,29
26019,LIBERTARIAN,128
26019,OTHER,24
26019,REPUBLICAN,6601
26021,DEMOCRAT,37438
26021,GREEN,173
26021,LIBERTARIAN,1062
26021,OTHER,199
26021,REPUBLICAN,43519
26023,DEMOCRAT,6159
26023,GREEN,47
26023,LIBERTARIAN,216
26023,OTHER,50
26023,REPUBLICAN,14064
26025,DEMOCRAT,28877
26025,GREEN,137
26025,LIBERTARIAN,890
26025,OTHER,156
26025,REPUBLICAN,36221
26027,DEMOCRAT,9130
26027,GREEN,45
26027,LIBERTARIAN,286
26027,OTHER,56
26027,REPUBLICAN,16699
26029,DEMOCRAT,6939
26029,GREEN,43
26029,LIBERTARIAN,160
26029,OTHER,17
26029,REPUBLICAN,9841
26031,DEMOCRAT,5437
26031,GREEN,23
26031,LIBERTARIAN,196
26031,OTHER,26
26031,REPUBLICAN,10186
26033,DEMOCRAT,6648
26033,GREEN,39
26033,LIBERTARIAN,233
26033,OTHER,41
26033,REPUBLICAN,10681
26035,DEMOCRAT,5199
26035,GREEN,34
26035,LIBERTARIAN,162
26035,OTHER,25
26035,REPUBLICAN,10861
26037,DEMOCRAT,21968
26037,GREEN,94
26037,LIBERTARIAN,659
26037,OTHER,108
26037,REPUBLICAN,25098
26039,DEMOCRAT,2672
26039,GREEN,24
26039,LIBERTARIAN,69
26039,OTHER,9
26039,REPUBLICAN,5087
26041,DEMOCRAT,7606
26041,GREEN,42
26041,LIBERTARIAN,249
26041,OTHER,47
26041,REPUBLICAN,13207
26043,DEMOCRAT,4744
26043,GREEN,15
26043,LIBERTARIAN,187
26043,OTHER,26
26043,REPUBLICAN,9617
26045,DEMOCRAT,31299
26045,GREEN,166
26045,LIBERTARIAN,895
26045,OTHER,169
26045,REPUBLICAN,31798
26047,DEMOCRAT,9662
26047,GREEN,59
26047,LIBERTARIAN,284
26047,OTHER,37
26047,REPUBLICAN,12135
26049,DEMOCRAT,119390
26049,GREEN,549
26049,LIBERTARIAN,2234
26049,OTHER,473
26049,REPUBLICAN,98714
26051,DEMOCRAT,4524
26051,GREEN,25
26051,LIBERTARIAN,142
26051,OTHER,19
26051,REPUBLICAN,9893
26053,DEMOCRAT,3570
26053,GREEN,21
26053,LIBERTARIAN,67
26053,OTHER,8
26053,REPUBLICAN,4600
26055,DEMOCRAT,28683
26055,GREEN,151
26055,LIBERTARIAN,796
26055,OTHER,104
26055,REPUBLICAN,30502
26057,DEMOCRAT,6693
26057,GREEN,49
26057,LIBERTARIAN,240
26057,OTHER,43
26057,REPUBLICAN,12102
26059,DEMOCRAT,5883
26059,GREEN,56
26059,LIBERTARIAN,261
26059,OTHER,65
26059,REPUBLICAN,17037
26061,DEMOCRAT,7750
26061,GREEN,49
26061,LIBERTARIAN,285
26061,OTHER,39
26061,REPUBLICAN,10378
26063,DEMOCRAT,5490
26063,GREEN,32
26063,LIBERTARIAN,145
26063,OTHER,39
26063,REPUBLICAN,12731
26065,DEMOCRAT,94212
26065,GREEN,456
26065,LIBERTARIAN,1873
26065,OTHER,370
26065,REPUBLICAN,47639
26067,DEMOCRAT,10901
26067,GREEN,79
26067,LIBERTARIAN,490
26067,OTHER,82
26067,REPUBLICAN,20657
26069,DEMOCRAT,5373
26069,GREEN,33
26069,LIBERTARIAN,152
26069,OTHER,46
26069,REPUBLICAN,9759
26071,DEMOCRAT,2493
26071,GREEN,14
26071,LIBERTARIAN,54
26071,OTHER,12
26071,REPUBLICAN,4216
26073,DEMOCRAT,14072
26073,GREEN,102
26073,LIBERTARIAN,365
26073,OTHER,67
26073,REPUBLICAN,14815
26075,DEMOCRAT,31995
26075,GREEN,213
26075,LIBERTARIAN,1113
26075,OTHER,168
26075,REPUBLICAN,47372
26077,DEMOCRAT,83686
26077,GREEN,494
26077,LIBERTARIAN,2064
26077,OTHER,347
26077,REPUBLICAN,56823
26079,DEMOCRAT,3002
26079,GREEN,24
26079,LIBERTARIAN,142
26079,OTHER,27
26079,REPUBLICAN,7436
26081,DEMOCRAT,187915
26081,GREEN,957
26081,LIBERTARIAN,5495
26081,OTHER,940
26081,REPUBLICAN,165741
26083,DEMOCRAT,672
26083,GREEN,4
26083,LIBERTARIAN,17
26083,OTHER,2
26083,REPUBLICAN,862
26085,DEMOCRAT,2288
26085,GREEN,12
26085,LIBERTARIAN,65
26085,OTHER,12
26085,REPUBLICAN,3946
26087,DEMOCRAT,16367
26087,GREEN,113
26087,LIBERTARIAN,573
26087,OTHER,115
26087,REPUBLICAN,35482
26089,DEMOCRAT,8795
26089,GREEN,40
26089,LIBERTARIAN,134
26089,OTHER,15
26089,REPUBLICAN,7916
26091,DEMOCRAT,20918
26091,GREEN,119
26091,LIBERTARIAN,690
26091,OTHER,107
26091,REPUBLICAN,31541
26093,DEMOCRAT,48220
26093,GREEN,263
26093,LIBERTARIAN,1511
26093,OTHER,221
26093,REPUBLICAN,76982
26095,DEMOCRAT,842
26095,GREEN,8
26095,LIBERTARIAN,27
26095,OTHER,15
26095,REPUBLICAN,2109
26097,DEMOCRAT,2632
26097,GREEN,13
26097,LIBERTARIAN,56
26097,OTHER,10
26097,REPUBLICAN,4304
26099,DEMOCRAT,223952
26099,GREEN,1149
26099,LIBERTARIAN,4462
26099,OTHER,830
26099,REPUBLICAN,263863
26101,DEMOCRAT,6107
26101,GREEN,34
26101,LIBERTARIAN,154
26101,OTHER,39
26101,REPUBLICAN,8321
26103,DEMOCRAT,20465
26103,GREEN,131
26103,LIBERTARIAN,511
26103,OTHER,69
26103,REPUBLICAN,16286
26105,DEMOCRAT,6802
26105,GREEN,57
26105,LIBERTARIAN,143
26105,OTHER,45
26105,REPUBLICAN,10207
26107,DEMOCRAT,7375
26107,GREEN,51
26107,LIBERTARIAN,303
26107,OTHER,53
26107,REPUBLICAN,13267
26109,DEMOCRAT,4316
26109,GREEN,24
26109,LIBERTARIAN,125
26109,OTHER,25
26109,REPUBLICAN,8117
26111,DEMOCRAT,20493
26111,GREEN,116
26111,LIBERTARIAN,701
26111,OTHER,103
26111,REPUBLICAN,27675
26113,DEMOCRAT,1967
26113,GREEN,16
26113,LIBERTARIAN,111
26113,OTHER,13
26113,REPUBLICAN,6648
26115,DEMOCRAT,32975
26115,GREEN,193
26115,LIBERTARIAN,1086
26115,OTHER,184
26115,REPUBLICAN,52710
26117,DEMOCRAT,9703
26117,GREEN,56
26117,LIBERTARIAN,428
26117,OTHER,98
26117,REPUBLICAN,21815
26119,DEMOCRAT,1628
26119,GREEN,11
26119,LIBERTARIAN,11
26119,OTHER,38
26119,REPUBLICAN,4171
26121,DEMOCRAT,45643
26121,GREEN,269
26121,LIBERTARIAN,1219
26121,OTHER,180
26121,REPUBLICAN,45133
26123,DEMOCRAT,7873
26123,GREEN,56
26123,LIBERTARIAN,331
26123,OTHER,44
26123,REPUBLICAN,18857
26125,DEMOCRAT,434148
26125,GREEN,1746
26125,LIBERTARIAN,7282
26125,OTHER,1204
26125,REPUBLICAN,325971
26127,DEMOCRAT,4944
26127,GREEN,25
26127,LIBERTARIAN,166
26127,OTHER,35
26127,REPUBLICAN,8892
26129,DEMOCRAT,3475
26129,GREEN,26
26129,LIBERTARIAN,134
26129,OTHER,19
26129,REPUBLICAN,8253
26131,DEMOCRAT,1391
26131,GREEN,13
26131,LIBERTARIAN,30
26131,OTHER,12
26131,REPUBLICAN,2358
26133,DEMOCRAT,3214
26133,GREEN,28
26133,LIBERTARIAN,135
26133,OTHER,24
26133,REPUBLICAN,8928
26135,DEMOCRAT,1342
26135,GREEN,11
26135,LIBERTARIAN,39
26135,OTHER,16
26135,REPUBLICAN,3466
26137,DEMOCRAT,4743
26137,GREEN,26
26137,LIBERTARIAN,177
26137,OTHER,32
26137,REPUBLICAN,9779
26139,DEMOCRAT,64705
26139,GREEN,367
26139,LIBERTARIAN,2315
26139,OTHER,413
26139,REPUBLICAN,100913
26141,DEMOCRAT,2911
26141,GREEN,5
26141,LIBERTARIAN,70
26141,OTHER,16
26141,REPUBLICAN,5342
26143,DEMOCRAT,5166
26143,GREEN,25
26143,LIBERTARIAN,121
26143,OTHER,36
26143,REPUBLICAN,9670
26145,DEMOCRAT,51088
26145,GREEN,231
26145,LIBERTARIAN,1007
26145,OTHER,238
26145,REPUBLICAN,50785
26147,DEMOCRAT,31363
26147,GREEN,213
26147,LIBERTARIAN,1109
26147,OTHER,194
26147,REPUBLICAN,59185
26149,DEMOCRAT,9262
26149,GREEN,63
26149,LIBERTARIAN,416
26149,OTHER,68
26149,REPUBLICAN,18127
26151,DEMOCRAT,5966
26151,GREEN,40
26151,LIBERTARIAN,213
26151,OTHER,33
26151,REPUBLICAN,16194
26153,DEMOCRAT,1589
26153,GREEN,12
26153,LIBERTARIAN,40
26153,OTHER,14
26153,REPUBLICAN,3090
26155,DEMOCRAT,15347
26155,GREEN,98
26155,LIBERTARIAN,524
26155,OTHER,106
26155,REPUBLICAN,23149
26157,DEMOCRAT,8712
26157,GREEN,54
26157,LIBERTARIAN,327
26157,OTHER,55
26157,REPUBLICAN,20297
26159,DEMOCRAT,16803
26159,GREEN,91
26159,LIBERTARIAN,504
26159,OTHER,77
26159,REPUBLICAN,21591
26161,DEMOCRAT,157136
26161,GREEN,651
26161,LIBERTARIAN,1956
26161,OTHER,434
26161,REPUBLICAN,56241
26163,DEMOCRAT,597170
26163,GREEN,2463
26163,LIBERTARIAN,6567
26163,OTHER,1716
26163,REPUBLICAN,264553
26165,DEMOCRAT,5838
26165,GREEN,42
