fips,X
19001,1.04731971889376
19003,-0.5762815501842695
19005,5.363119934268827
19007,3.03016464958504
19009,0.717734095272945
19011,-0.9750158789601038
19013,-16.92675688775531
19015,-1.713125550464905
19017,9.990039662760488
19019,-0.6451771937000821
19021,-1.276882467043357
19023,12.45911704941686
19025,1.175491635946409
19027,22.18488294714541
19029,0.1191376932105754
19031,-0.5828842211724989
19033,-7.204393771260191
19035,-18.77695811704516
19037,3.818840069554209
19039,6.41904086829506
19041,-6.05147114265433
19043,-0.9605660835481906
19045,-0.66301347215677
19047,6.030852742014369
19049,-3.405876636709753
19051,-2.572712294871881
19053,-4.394234375354029
19055,6.320392587690925
19057,3.999851592674711
19059,-10.80227760125056
19061,-6.014113500594323
19063,-4.352978687550088
19065,3.13870706434319
19067,0.4245199427210693
19069,9.65550901250866
19071,-10.08470754313374
19073,4.457045492891819
19075,11.88603959071525
19077,6.790793265152072
19079,-7.820024197802942
19081,0.03191737658194782
19083,7.604830385456149
19085,-10.86029029190664
19087,9.872157517320638
19089,3.248863929827717
19091,-6.217901687454152
19093,-8.116798613581118
19095,10.88230683458785
19097,-4.176000346461411
19099,-1.244837642637648
19101,1.479555472663062
19103,3.507295737904619
19105,4.7716229518843
19107,9.432921089362807
19109,3.765594802193219
19111,1.462438117972241
19113,-12.48737364424366
19115,-1.03305055927148
19117,-0.5346294046172595
19119,-10.25886143613162
19121,-0.7500837781124083
19123,5.661946511179188
19125,2.386345417851903
19127,-2.607873191729713
19129,-14.8866857320211
19131,-13.83228320092534
19133,-10.88922466278283
19135,-3.303451377920626
19137,-5.070931847162058
19139,-7.13421405173343
19141,-10.68381857472677
19143,-6.98973352842734
19145,-10.44292223686866
19147,-1.140915052461663
19149,-7.094173359530263
19151,4.615163998902915
19153,0.1081313415112679
19155,-18.76331245811069
19157,-2.610495524805101
19159,-0.2912926609684412
19161,-4.0500506281548
19163,-17.80422413878285
19165,3.919106180731159
19167,-12.26882929815759
19169,1.212189783567908
19171,1.475489686231858
19173,-1.527860484586899
19175,1.086150063160453
19177,4.803618961477348
19179,-10.84376198508898
19181,1.192756410127618
19183,-2.224996275634791
19185,2.174946651878491
19187,-11.53705842198063
19189,-14.80858094182858
19191,2.13298561733839
19193,-21.40301352578785
19195,-2.393113796897605
19197,9.938090880935258
