fips,data
1001,53.587834627
1003,40.1947790007
1005,77.4653312789
1007,54.3077837195
1009,1.92441456063
1011,85.1771823682
1013,66.7638483965
1015,63.0535180657
1017,85.888170407
1019,62.8140703518
1021,33.2354511479
1023,87.714987715
1025,74.1172437436
1027,68.400621118
1029,68.7378640777
1031,65.2473834443
1033,51.6454936481
1035,70.9645343056
1037,64.609375
1039,62.4539565604
1041,68.0473372781
1043,-30.6974459725
1045,60.7684529828
1047,71.3014981273
1049,30.2154328241
1051,61.5341607962
1053,69.7699222916
1055,40.1977562274
1057,36.2643080125
1059,33.8432122371
1061,71.549743771
1063,84.6042120552
1065,68.7094041231
1067,72.027534418
1069,54.1165142032
1071,56.974681503
1073,30.5173031907
1075,66.9882839421
1077,48.6032710957
1079,47.8690840593
1081,80.3356471312
1083,53.7611298741
1085,78.7031528852
1087,87.8862287702
1089,40.7256445885
1091,79.0294289612
1093,27.2328423692
1095,26.9568690096
1097,49.679344232
1099,81.7475728155
1101,63.7337169344
1103,35.6755584472
1105,90.3288201161
1107,72.3414401526
1109,62.8277153558
1111,74.703697152
1113,83.5249645613
1117,27.4195874802
1115,31.2442565705
1119,84.0869260428
1121,59.4229401605
1123,76.0097919217
1125,40.9936055091
1127,11.4214913269
1129,76.2856381561
1131,87.9499459292
1133,-12.4184900739
