fips,X
1001,20.16205114538789
1003,24.94025494275365
1005,6.997862088800645
1007,25.63367573860155
1009,49.12422818187509
1011,34.15204060586854
1013,19.41592526764214
1015,28.3033435224575
1017,38.15475715984635
1019,15.46137555643759
1021,39.28883163000173
1023,52.40592711566973
1025,15.58937669590712
1027,41.45257393151095
1029,14.84823881393822
1031,9.377567780093017
1033,35.54554516507226
1035,14.85824910647383
1037,30.78162922502857
1039,12.41463050166878
1041,11.0178929140027
1043,45.94919463979699
1045,11.93271335613838
1047,11.17178731200487
1049,36.03855269124479
1051,7.67687428958331
1053,20.64876351281788
1055,62.47445648651563
1057,43.44391012857231
1059,51.62597512123129
1061,13.12935397859539
1063,92.20338668004982
1065,48.14426726631019
1067,11.22722053054125
1069,14.76149692406585
1071,28.14493559877401
1073,48.11411401346597
1075,17.19840260607981
1077,32.1364632866709
1079,32.79803715511642
1081,29.58987287023666
1083,27.95042988713841
1085,18.38488922991819
1087,37.51386937131473
1089,56.22567341110946
1091,53.15055926039732
1093,48.52730360639827
1095,42.47726739268609
1097,37.25221105873259
1099,10.66852582738902
1101,15.49276353758095
1103,37.40262485432159
1105,74.10057296002228
1107,29.55588863879457
1109,29.81795506735334
1111,32.76439929844992
1113,26.6306776023532
1117,40.43072781145924
1115,35.43011004718188
1119,71.94344715673077
1121,50.67128194815201
1123,28.25428023590909
1125,48.3609672544619
1127,40.73183481332225
1129,22.8487686232356
1131,31.7440865717676
1133,43.89061338677342
