fips,DEMOCRAT,REPUBLICAN
13051,60246,47204
13053,729,735
13055,2232,5452
13057,19841,76514
13059,25431,13815
13061,862,537
13063,81479,14164
13065,852,1598
13067,133124,171722
13069,5057,9248
13071,3973,9243
13073,16451,41765
13075,2042,3935
13077,15168,39653
13079,1706,3368
13081,3167,4182
13083,1411,4471
13085,1241,8847
13087,4591,5824
13089,238224,64392
13091,2442,5214
13093,2285,1985
13095,26295,11449
13097,28441,26241
13099,2765,2557
13101,173,917
13103,4947,15596
13105,3181,4859
13107,2927,5100
13109,1268,2268
13111,2028,7857
13113,19736,38075
13115,9640,22733
13117,14571,65908
13119,1499,6114
13121,255470,137124
13123,1958,8926
13125,176,1135
13127,11950,20893
13129,3440,13197
13131,3419,5924
13133,3201,5071
13135,132509,159855
13137,2301,12166
13139,12999,47481
13141,3308,769
13143,1789,8446
13145,4145,11197
13147,2870,6517
13149,948,3160
13151,43761,46774
13153,22702,34662
13155,1141,2538
13157,4238,19135
13159,1845,4136
13161,1275,3996
13163,4261,2999
13165,1488,1887
13167,1305,2440
13169,4274,7744
13171,2602,4899
13173,1114,1820
13175,7513,11950
13177,3196,10314
13179,10457,5565
13181,1586,2807
13183,1442,2306
13185,17470,21327
13187,2055,8647
13189,4044,5475
13191,2864,3409
13193,3211,1545
13195,2494,8443
13197,1412,1733
13199,4331,4856
13201,852,1905
13205,4081,4155
13207,3785,8361
13209,1135,2662
13211,2753,6186
13213,2542,8443
13215,42573,27510
13217,21851,20982
13219,4421,13098
13221,1914,4251
13223,15825,40846
13225,6148,5287
13227,1975,10547
13229,1124,5667
13231,1356,6668
13233,3615,9811
13235,1219,2444
13237,2926,6215
13239,612,510
13241,1559,5754
13243,1770,1271
13245,52560,25845
13247,22023,15716
13249,448,1286
13251,2774,3287
13253,1478,2245
13255,9898,14911
13257,2131,7221
13259,1323,745
13261,6375,5378
13263,2265,1202
13265,636,323
13267,1897,4706
13269,1572,1948
13271,1805,2480
13273,2544,1834
13275,7653,11156
13277,4660,9185
13279,2746,6524
13281,1273,4876
13283,1074,1652
13285,10547,15179
13287,1510,2028
13289,2270,1907
13291,2139,8773
13293,3959,7230
13295,5274,16247
13297,8148,29036
13299,3900,7941
13301,1529,990
13303,4714,4035
13305,2596,7557
13307,582,601
13309,772,1366
13311,1671,8651
13313,7210,19305
13315,1060,2053
13317,2087,2635
13319,2181,2246
13321,2487,5869
15001,47224,14753
15003,204349,88461
15007,18641,6121
15009,36052,11602
16001,77137,97554
16003,577,1413
16005,13214,21010
16007,302,2489
16009,1164,2596
16011,3822,13440
16013,5992,3939
16015,1053,2284
16017,6500,11367
16019,9903,32276
16021,1225,3138
16023,258,1001
16025,159,402
16027,19866,44369
16029,386,2608
16031,1098,7154
16033,66,235
16035,1032,2541
16037,530,1744
16039,2513,5227
16041,325,5195
16043,810,4907
16045,1957,5311
16047,1287,3696
16049,1708,5921
16051,1303,9895
16053,1699,4804
16055,18851,39381
16057,8306,7589
16059,960,3029
16061,396,1173
16063,469,1141
16065,832,13445
16067,1390,5442
16069,6451,9967
16071,217,1838
16073,833,2794
16075,2271,6004
16077,982,1870
16079,2277,2699
16081,1926,2458
16083,7541,19773
16085,2095,2664
16087,1104,3128
17001,9648,20416
17003,1965,1487
17005,3020,4095
17007,9883,11096
17009,787,1513
17011,8134,8164
17013,1080,1440
17015,3665,3555
17017,2053,2707
17019,40831,35312
17021,5494,8885
17023,2591,5144
17025,1584,4190
17027,5596,10524
17029,9262,11631
17031,1488537,495542
17033,2858,5585
17035,1641,3509
17037,21207,18934
17039,2601,4579
17041,2430,5334
17043,199460,195046
17045,2565,5132
17047,754,2405
17049,3861,12501
17051,2853,5951
17053,1656,4229
17055,7254,10267
17057,8328,6632
17059,1029,1492
17061,2023,3451
17063,9451,11343
17065,1269,2566
17067,3650,5271
17069,742,1535
17071,1978,1541
17073,12332,11583
17075,3413,9120
17077,13319,9864
17079,1436,3514
17081,6089,9811
17083,3667,6039
17085,5667,5534
17087,1572,3963
17089,90332,88335
17091,21595,23136
17093,22471,24047
17095,13451,9408
17097,153757,129764
17099,23073,23256
17101,2011,3857
17103,6937,8059
17105,5020,9753
17107,3978,7844
17109,5967,6147
17111,59797,71598
17113,31883,39947
17115,22780,25309
17117,9464,10946
17119,58922,60608
17121,6225,9248
17123,2455,3290
17125,2867,3265
17127,2092,4278
17129,2100,3948
17131,4507,3876
17133,6215,10888
17135,5058,6776
17137,5806,7972
17139,2144,3784
17141,9514,13422
17143,40209,36774
17145,3819,5507
17147,3090,5413
17149,2278,4860
17151,650,1512
17153,1389,1564
17155,1559,1502
17157,5759,8290
17159,2362,4756
17161,39157,24934
17163,67285,50125
17165,3701,6806
17167,42107,50225
17169,1727,2069
17171,910,1587
17173,3342,6843
17175,1095,1528
17177,10165,10512
17179,24438,35335
17181,3137,4957
17183,12878,16892
17185,1590,3478
17187,4044,3618
17189,2450,4792
17191,1514,5988
17193,2188,4731
17195,14833,10334
17197,144229,128969
17199,10647,17909
17201,61732,55138
17203,5572,12961
18001,3806,8937
18003,60036,84613
18005,10625,18083
18007,1159,2329
18009,1927,2711
18011,8328,18808
18013,3060,4332
18015,2635,4999
18017,5371,8443
18019,20807,25450
18021,3460,7096
18023,3308,6338
18025,2041,2421
18027,2437,7638
18029,6528,15394
18031,2941,7119
18033,5419,10587
18035,22654,21251
18037,6522,11654
18039,24399,42378
18041,3555,5045
18043,14812,19878
18045,2237,4664
18047,2909,7424
18049,2621,5317
18051,4928,9487
18053,9589,15151
18055,4350,8457
18057,43796,90747
18059,9319,22796
18061,6607,10640
18063,21112,44312
18065,7613,10838
18067,15135,20327
18069,4596,10862
18071,5838,10419
18073,4672,7955
18075,3063,4645
18077,5728,7096
18079,3821,6120
18081,17260,39513
18083,5228,9612
18085,6862,22558
18087,2898,6231
18089,130897,68431
18091,24107,18615
18093,5779,11622
18095,24407,26769
18097,216336,136509
18099,6137,11260
18101,1351,3262
18103,4222,8174
18105,33436,22481
18107,4271,9824
18109,7969,19591
18111,2212,3291
18113,5229,10680
18115,994,1759
18117,2939,4617
18119,2823,5062
18121,2110,4234
18123,4316,3403
18125,2125,3627
18127,37252,34406
18129,4533,7430
18131,1899,3366
18133,4507,9005
18135,3769,6218
18137,3241,7484
18139,2221,4633
18141,56460,52578
18143,3998,4539
18145,5359,10978
18147,4026,5515
18149,3809,4738
18151,4853,8547
18153,3191,4902
18155,1437,1872
18157,26711,28757
18159,2432,4773
18161,1018,2022
18163,31725,39389
18165,2979,3426
18167,19712,19369
18169,3973,8644
18171,1324,2377
18173,8793,15351
18175,3909,6533
18177,10591,14321
18179,3436,9256
18181,3637,5970
18183,4420,10258
19001,1790,2114
19003,1028,1108
19005,3553,3264
19007,2951,3161
19009,1611,1802
19011,6862,6940
19013,39821,26235
19015,7512,6556
19017,6763,6405
19019,5911,4450
19021,3700,4554
19023,3329,4106
19025,2238,2891
19027,4947,5601
19029,2858,4217
19031,4972,4529
19033,13316,10128
19035,2634,3662
19037,3554,2836
19039,2189,2124
19041,3385,4951
19043,4806,4164
19045,15141,9432
19047,3066,3595
19049,16576,20988
19051,1520,2138
19053,1791,1947
19055,4616,4636
19057,11888,8136
19059,4095,5912
19061,28768,21280
19063,2099,2507
19065,5732,4492
19067,4680,3472
19069,2266,2823
19071,1637,1972
19073,2375,2380
19075,2635,4215
19077,2569,3171
19079,3782,3991
19081,2521,3317
19083,4075,4670
19085,3136,4065
19087,4460,5035
19089,2768,1795
19091,1972,3099
19093,1321,2286
19095,4144,4569
19097,5907,4177
19099,10257,8877
19101,4798,3436
19103,50666,23698
19105,5534,4721
19107,2303,2843
19109,3850,4937
19111,10714,7785
19113,68581,47622
19115,2452,2420
19117,1987,2254
19119,1423,4978
19121,3630,4638
19123,4213,6448
19125,7507,9828
19127,10257,8472
19129,2848,4216
19131,2831,2643
19133,2101,2557
19135,1731,2026
19137,1922,3001
19139,11323,8168
19141,1969,5266
19143,912,2230
19145,2613,4348
19147,2139,2660
19149,4164,8597
19151,1523,2396
19153,128465,96096
19155,19644,21860
19157,5357,4424
19159,1186,1368
19161,2122,3094
19163,50652,38251
19165,2469,3911
19167,2700,14407
19169,26192,19668
19171,4768,4098
19173,1262,1683
19175,3043,2813
19177,1402,2064
19179,8663,6789
19181,12551,13052
19183,5115,5562
19185,1251,1583
19187,9537,8469
19189,2903,2906
19191,6256,4622
19193,22302,21841
19195,2350,1744
19197,2836,3349
20001,1869,3316
20003,944,2276
20005,2567,3917
20007,482,1772
20009,2297,7874
20011,1996,4102
20013,1076,2829
20015,7282,18157
20017,358,875
20019,280,1304
20021,2930,5456
20023,233,1159
20025,174,805
20027,834,2788
20029,974,2954
20031,898,2903
20033,143,767
20035,4319,8081
20037,6826,7708
20039,266,1218
20041,2020,5832
20043,902,2414
20045,29267,17401
20047,298,1059
20049,281,1049
20051,3057,8399
20053,702,1930
20055,2682,6219
20057,2600,5602
20059,3694,6984
20061,3332,4372
20063,176,1168
20065,256,1056
20067,456,1811
20069,324,1603
20071,113,543
20073,478,1590
20075,163,693
20077,550,1759
20079,5373,8588
20081,215,1159
20083,179,868
20085,1901,3527
20087,2977,4827
20089,229,1235
20091,110526,158401
20093,268,1097
20095,733,2397
20097,163,976
20099,3117,4742
20101,172,739
20103,11357,17059
20105,289,1165
20107,1170,3177
20109,197,1126
20111,5111,6470
20113,3449,8545
20115,1385,3889
20117,1469,3195
20119,258,1428
20121,4712,9858
20123,584,2327
20125,3501,8630
20127,718,1773
20129,189,1072
20131,1000,3930
20133,2050,4272
20135,218,1209
20137,398,1878
20139,2268,4427
20141,324,1479
20143,558,2295
20145,718,1836
20147,382,2135
20149,2335,6804
20151,980,2771
20153,190,1223
20155,8085,15718
20157,477,2134
20159,911,2676
20161,8977,11507
20163,361,2038
20165,367,1166
20167,593,2553
20169,7040,13840
20171,277,1728
20173,71977,106506
20175,1490,3617
20177,36975,37782
20179,168,1154
20181,577,1976
20183,358,1624
20185,404,1385
20187,143,605
20189,252,1749
20191,2658,6260
20193,598,2788
20195,291,1261
20197,918,2256
20199,68,719
20201,524,2316
20203,157,821
20205,818,2825
20207,380,1035
20209,34302,15496
21001,1660,5841
21003,1808,5184
21005,3315,6822
21007,1189,2647
21009,5400,10922
21011,1770,2275
21013,2224,7127
21015,15629,35922
21017,3075,4692
21019,7776,10884
21021,4471,7703
21023,1147,2029
21025,1562,3318
21027,2825,5025
21029,9971,21306
21031,1293,3716
21033,1852,3904
21035,5317,9440
21037,15080,24240
21039,750,1835
21041,1629,1999
21043,3383,5279
21045,1086,4904
21047,8252,13475
21049,5228,9931
21051,1111,6176
21053,752,3569
21055,960,2839
21057,599,2216
21059,16208,25092
21061,1374,3232
21063,1186,1126
21065,1356,3749
21067,62080,60795
21069,1911,3780
21071,4733,9784
21073,11535,11345
21075,1022,1425
21077,1238,1758
21079,1661,5310
21081,2810,5664
21083,4547,10699
21085,2744,6404
21087,1165,3634
21089,6027,8855
21091,1833,2212
21093,15214,23357
21095,1830,8652
21097,2471,4556
21099,2283,4257
21101,8091,10296
21103,2530,3940
21105,686,1431
21107,5789,13681
21109,612,4365
21111,186181,148423
21113,6001,14233
21115,1723,7095
21117,24920,41389
21119,1420,4130
21121,2484,8467
21123,1733,3911
21125,3905,18151
21127,1520,3995
21129,595,1977
21131,433,4439
21133,1702,6811
21135,1342,3326
21137,2582,6416
21139,1346,3089
21141,3469,6899
21143,1373,2412
21145,10062,19979
21147,1069,4564
21149,1432,2705
21151,11512,21128
21153,1433,3391
21155,3418,3800
21157,5022,10402
21159,574,3180
21161,2592,4197
21163,4122,6606
21165,1048,1484
21167,2966,6820
21169,1425,2676
21171,936,3762
21173,3701,6398
21175,1369,3021
21177,4771,7762
21179,7611,10673
21181,948,1583
21183,2987,6470
21185,9240,20179
21187,1501,2971
21189,283,1279
21191,1859,3556
21193,2047,8040
21195,5646,17590
21197,1620,2766
21199,4976,20714
21201,340,579
21203,1097,5028
21205,3438,4035
21207,1445,6346
21209,7532,12679
21211,6634,11790
21213,2650,4355
21215,2549,5726
21217,3285,7551
21219,1403,3247
21221,2115,4520
21223,1355,2133
21225,1942,3955
21227,16805,26384
21229,1669,3495
21231,1855,5289
21233,1765,3607
21235,2683,10232
21237,976,1542
21239,4883,7219
22001,6560,19931
22003,2617,6495
22005,16349,33856
22007,4754,6083
22009,6077,10670
22011,2828,11112
22013,3490,3641
22015,12956,34988
22017,58042,52459
22019,28359,51850
22021,1016,3640
22023,408,3260
22025,1408,2744
22027,3014,3649
22029,3833,5450
22031,5553,7353
22033,102656,92292
22035,2478,1508
22037,4648,5397
22039,5330,10181
22041,2921,6294
22043,1422,7082
22045,12132,20892
22047,9548,7271
22049,2305,5132
22051,70384,102536
22053,3484,10014
22055,31768,64992
22057,9623,28592
22059,764,5726
22061,7956,10739
22063,7451,45513
22065,3154,2000
22067,5888,6591
22069,7942,9077
22071,126722,28003
22073,26645,40948
22075,3599,6471
22077,5436,6548
22079,20045,37193
22081,2253,2483
22083,3387,5846
22085,2194,7738
22087,5059,8501
22089,8896,15937
22091,3780,2529
22093,7059,5209
22095,13179,7620
22097,19668,21475
22099,9422,15653
22101,9450,13885
22103,25728,84723
22105,17722,31590
22107,1564,1230
22109,12074,29503
22111,3075,7561
22113,5720,18910
22115,3173,12150
22117,6466,11798
22119,6802,11400
22121,5692,6922
22123,853,3628
22125,2441,3257
22127,1919,4541
23001,28989,22232
23003,17777,15196
23005,101950,57821
23007,9367,6369
23009,17569,12324
23011,35068,26519
23013,13223,8248
23015,11315,8899
23017,16330,11996
23019,38811,36547
23021,4149,4530
23023,11821,8429
23025,12216,11800
23027,11296,9058
23029,7803,7550
23031,61551,43900
24001,9805,19230
24003,126635,126832
24005,220322,154908
24009,20529,23952
24011,4970,8098
24013,27939,56761
24015,16557,24806
24017,48774,25178
24019,7257,7976
24021,55146,58798
24023,3124,9743
24025,49729,72911
24027,91393,57758
24029,4842,4870
24031,323400,123353
24033,347938,35734
24035,8556,15823
24037,19711,26797
24039,5240,5042
24041,8808,11339
24043,25042,36074
24045,19635,21764
24047,11014,15951
24510,221478,28171
25001,70822,60446
25003,48843,14252
25005,142962,93752
25007,7978,2792
25009,210302,150480
25011,27072,9344
25013,123619,73392
25015,57359,21480
25017,471804,267321
25019,3830,2187
25021,202714,148393
25023,131845,121086
25025,223896,59999
25027,198244,163390
26001,2472,3571
26003,2212,2330
26005,20806,31123
26007,6549,7298
26009,5107,7917
26011,3669,4057
26013,1574,1866
26015,11491,16655
26017,27877,24911
26019,4685,5075
26021,33465,38209
26023,6913,10035
26025,29267,28333
26027,9591,12659
26029,5939,8000
26031,5831,7286
26033,7100,8278
26035,6338,6988
26037,18191,20650
26039,2994,3744
26041,8330,9534
26043,4952,7688
26045,27913,26197
26047,7225,10253
26049,128978,71808
26051,5760,6661
26053,4058,3444
26055,20875,26534
26057,7610,8241
26059,7106,11727
26061,6801,8196
26063,6518,8806
26065,80847,45306
26067,11018,14315
26069,6242,6909
26071,2687,3224
26073,13038,10800
26075,32301,36298
26077,69051,52662
26079,3272,4901
26081,133408,155925
26083,582,774
26085,2752,2487
26087,18796,23734
26089,6576,7483
26091,21776,22351
26093,37216,60083
26095,991,1580
26097,2652,3397
26099,208016,191913
26101,6473,5737
26103,18115,13606
26105,6856,7580
26107,7515,9176
26109,5242,5564
26111,17450,23919
26113,2274,4665
26115,36310,35593
26117,11430,13621
26119,2049,2928
26121,44436,30884
26123,8728,12457
26125,349002,296514
26127,5063,6239
26129,4791,5437
26131,1586,1906
26133,3981,6141
26135,1657,2308
26137,4681,7011
26139,42737,88166
26141,3192,3794
26143,6198,6701
26145,54381,42720
26147,33983,39271
26149,10112,12978
26151,7212,10963
26153,1865,2142
26155,17197,15962
26157,11425,14240
26159,16290,16141
26161,120890,56412
26163,595846,213814
26165,6184,8450
27001,4412,4533
27003,88614,93430
27005,6829,9204
27007,11818,9637
27009,8173,10849
27011,1345,1385
27013,18164,14916
27015,5630,7938
27017,11389,6586
27019,20745,31155
27021,6858,8957
27023,3083,2967
27025,12524,16227
27027,15208,12920
27029,1753,2359
27031,1993,1221
27033,2433,3316
27035,14760,19415
27037,116255,109516
27039,4487,5522
27041,8653,11884
27043,3407,4104
27045,5713,4913
27047,9326,6969
27049,12212,12986
27051,1647,1748
27053,423982,240073
27055,5281,4951
27057,4676,6622
27059,8024,11675
27061,12852,10501
27063,2268,3044
27065,3593,4328
27067,9805,11240
27069,1241,1095
27071,3451,2841
27073,1974,1938
27075,4043,2610
27077,859,1306
27079,6753,7715
27081,1429,1595
27083,5465,6594
27085,6968,11069
27087,1276,871
27089,1998,2569
27091,4054,6657
27093,4969,6913
27095,5829,6951
27097,6153,10159
27099,11129,6938
27101,2160,2504
27103,9652,8214
27105,3793,4581
27107,1730,1384
27109,39338,36832
27111,12165,18860
27113,3024,3305
27115,6750,6845
27117,1725,2826
27119,6773,7615
27121,2981,3142
27123,184938,86800
27125,928,978
27127,3008,4570
27129,3394,4149
27131,17054,14384
27133,1946,2810
27135,2772,4409
27137,73378,39131
27139,29712,40323
27141,17597,27848
27143,2916,4693
27145,33551,43015
27147,8706,9903
27149,2742,2766
27151,2751,2248
27153,4819,6719
27155,943,861
27157,5415,6049
27159,2492,4143
27161,4370,5116
27163,70203,69137
27165,2494,2517
27167,1258,1884
27169,14980,11480
27171,25741,40466
27173,2465,2806
28001,9061,6293
28003,3511,11111
28005,3242,4414
28007,3927,5126
28009,2051,2041
28011,10582,4701
28013,2586,4412
28015,2007,3960
28017,4378,3994
28019,1428,2812
28021,4838,625
28023,3111,5049
28025,6712,4291
28027,7792,2712
28029,7749,6282
28031,3878,5405
28033,21575,43559
28035,13272,16574
28037,1726,2735
28039,1359,8376
28041,1325,4531
28043,5288,5986
28045,3917,12964
28047,23119,39470
28049,76112,29664
28051,7812,1435
28053,3903,1293
28055,479,302
28057,1706,7393
28059,17299,35747
28061,5097,4193
28063,3951,468
28065,4267,2507
28067,9211,20687
28069,3239,1789
28071,8091,11075
28073,5494,19101
28075,13814,18700
28077,2468,4192
28079,4079,4863
28081,12563,22415
28083,9119,3587
28085,5471,10839
28087,13388,13518
28089,20722,28507
28091,4393,8237
28093,9650,6473
28095,7056,9723
28097,2675,2947
28099,3089,7837
28101,3319,6394
28103,4920,1325
28105,9095,8761
28107,9079,7629
28109,4366,17549
28111,1527,4137
28113,9650,8181
28115,2804,9448
28117,2817,7075
28119,2837,1116
28121,14988,48444
28123,5031,6089
28125,1782,737
28127,4723,7424
28129,1979,6049
28131,2003,5420
28133,8199,2929
28135,3959,2499
28137,4933,7332
28139,2317,6717
28141,1643,6133
28143,3475,883
28145,2742,8498
28147,3422,4051
28149,10786,10457
28151,13981,5651
28153,4148,6111
28155,1190,3992
28157,3412,1415
28159,4607,5168
28161,3030,3276
28163,6603,4941
29001,4219,5651
29003,2649,5457
29005,756,1902
29007,3539,6186
29009,3667,9832
29011,1230,4418
29013,2557,5020
29015,2925,6069
29017,1213,4095
29019,39847,37404
29021,15594,18660
29023,4363,12248
29025,1312,2721
29027,6071,11745
29029,6458,15092
29031,9728,25370
29033,1154,3072
29035,754,1978
29037,17044,30912
29039,1537,4376
29041,1339,2402
29043,9813,27473
29045,1398,1730
29047,47310,56191
29049,3688,5931
29051,12005,24490
29053,2474,4887
29055,2951,6434
29057,939,2895
29059,2122,4992
29061,1125,2290
29063,1194,3056
29065,1585,4883
29067,1710,4649
29069,3636,6850
29071,16347,29396
29073,2099,4895
29075,937,1988
29077,46219,76900
29079,1212,3030
29081,984,2624
29083,3606,6229
29085,1733,2835
29087,551,1725
29089,1723,3017
29091,4395,11544
29093,1669,2252
29095,78283,93199
29097,12809,31349
29099,41564,53978
29101,7667,12763
29103,698,1205
29105,4093,10934
29107,5655,9803
29109,4017,11421
29111,1508,2677
29113,7734,14332
29115,2041,3344
29117,1906,4006
29119,1920,5694
29121,2309,4701
29123,1588,3227
29125,1299,3165
29127,4031,7923
29129,353,1255
29131,2651,8099
29133,1858,2997
29135,1608,4704
29137,1398,2564
29139,1740,3490
29141,2773,5733
29143,2814,4284
29145,6425,18181
29147,3172,5593
29149,1419,2886
29151,1473,5329
29153,1261,3080
29155,2671,3598
29157,2184,5669
29159,5904,10842
29161,5798,11895
29163,2582,4577
29165,19175,25618
29167,3580,9252
29169,4199,9092
29171,587,1673
29173,1736,3231
29175,3031,6667
29177,4275,5815
29179,1157,1931
29181,1396,3743
29183,71838,110784
29185,1460,3019
29186,3813,4055
29187,8829,13248
29189,297097,224742
29195,3790,5104
29197,697,1174
29199,643,1246
29201,5122,11623
29203,1302,2262
29205,966,2188
29207,3153,9496
29209,3923,11787
29211,908,1610
29213,5479,15746
29215,2871,7618
29217,2580,5758
29219,5219,9150
29221,3417,5071
29223,1813,3790
29225,4409,10708
29227,341,664
29229,1953,5830
29510,118780,22943
30001,1371,3289
30003,2882,1667
30005,1616,1178
30007,764,2152
30009,2146,3533
30011,96,678
30013,15232,18345
