fips,DEMOCRAT,REPUBLICAN
13017,2180,3331
13019,1638,3917
13021,29322,28107
13023,1281,3167
13025,1258,4333
13027,2193,2912
13029,2590,7363
13031,6840,12252
13033,4213,4232
13035,2572,5119
13037,1119,890
13039,4637,9488
13043,1096,2048
13045,10224,24837
13047,5807,16406
13049,1064,2311
13051,45630,45484
13053,773,905
13055,2809,4992
13057,14824,58238
13059,21718,15052
13061,798,509
13063,56113,23106
13065,750,1501
13067,103955,173467
13069,3979,8306
13071,3378,8296
13073,11442,35549
13075,1733,3065
13077,10647,31682
13079,1552,2830
13081,2357,3865
13083,1823,4368
13085,1407,6649
13087,3577,5348
13089,200787,73570
13091,2384,4584
13093,1973,1853
13095,19805,13711
13097,15997,25846
13099,1701,2495
13101,231,757
13103,3613,12503
13105,2984,4626
13107,2774,4666
13109,1213,2291
13111,2727,6862
13113,14887,37346
13115,10038,21400
13117,9201,47267
13119,2245,5218
13121,199436,134372
13123,2510,7414
13125,250,1016
13127,8962,18608
13129,4028,11671
13131,3092,5068
13133,2774,4069
13135,81708,160445
13137,2750,10434
13139,10514,38883
13141,2715,822
13143,2434,7703
13145,3400,8878
13147,3479,5500
13149,1148,2788
13151,21096,42759
13153,15054,29862
13155,1051,2347
13157,3468,12611
13159,1558,3157
13161,1277,3549
13163,3447,3066
13165,1494,1898
13167,1263,2279
13169,3855,6939
13171,2432,4027
13173,931,1641
13175,6281,10883
13177,2182,8201
13179,6619,6131
13181,1337,2309
13183,1033,1994
13185,12516,18981
13187,2091,6690
13189,2899,4846
13191,2523,2837
13193,2906,1851
13195,2527,7254
13197,1275,1670
13199,3709,4402
13201,736,1694
13205,3360,3885
13207,3216,6522
13209,1007,2150
13211,2304,4902
13213,2899,7745
13215,32867,30850
13217,10939,18095
13219,3789,10276
13221,1899,3688
13223,9420,30843
13225,3961,4554
13227,2444,8115
13229,1234,4680
13231,1506,5193
13233,3868,8467
13235,1294,2202
13237,2880,5188
13239,543,409
13241,1918,4650
13243,1612,1418
13245,39262,29764
13247,12136,18856
13249,464,1063
13251,2534,3360
13253,1278,1977
13255,7460,13461
13257,2714,6904
13259,1220,797
13261,5562,5688
13263,1830,1103
13265,612,335
13267,1787,4657
13269,1458,1912
13271,1590,2171
13273,1951,1859
13275,5997,9659
13277,3864,8619
13279,2567,6196
13281,1430,3823
13283,1052,1691
13285,7630,14183
13287,1135,1815
13289,2220,2112
13291,2327,6847
13293,3424,6634
13295,5986,15340
13297,5887,21594
13299,3449,7790
13301,1360,1121
13303,3733,4081
13305,2683,6819
13307,515,485
13309,847,1192
13311,2016,7403
13313,6933,19297
13315,902,1705
13317,2028,2490
13319,2235,2261
13321,2219,5105
15001,35116,22032
15003,152500,144157
15007,14916,9740
15009,28803,18187
16001,58523,94641
16003,555,1468
16005,12903,21479
16007,494,2506
16009,1148,2823
16011,3605,12734
16013,5992,4034
16015,970,2501
16017,6649,10697
16019,8356,30048
16021,1268,3012
16023,321,1077
16025,139,450
16027,13415,41599
16029,491,2753
16031,1153,6562
16033,46,302
16035,1117,2839
16037,559,1762
16039,1959,6011
16041,456,4527
16043,741,4965
16045,1628,5416
16047,1278,3973
16049,1689,6017
16051,1084,7703
16053,1344,5177
16055,17584,36173
16057,8430,8686
16059,915,3079
16061,440,1359
16063,466,1388
16065,826,10693
16067,1331,5797
16069,6476,11009
16071,304,1789
16073,685,2859
16075,1848,6256
16077,829,2105
16079,2331,2922
16081,1416,2235
16083,6458,19672
16085,1843,2863
16087,1033,3274
17001,10511,20834
17003,2016,1831
17005,3228,4068
17007,8286,11132
17009,895,1679
17011,7961,9822
17013,1367,1317
17015,3537,4534
17017,2492,3163
17019,41524,39896
17021,6112,9044
17023,2877,5082
17025,2101,4416
17027,6797,10219
17029,9566,13015
17031,1439724,597405
17033,3194,6083
17035,1862,3497
17037,19263,21095
17039,2836,4920
17041,2767,5702
17043,180097,218902
17045,3093,5258
17047,930,2412
17049,4388,11774
17051,3571,5880
17053,1912,4511
17055,8816,10388
17057,9080,7818
17059,1573,1619
17061,2457,3559
17063,8463,11198
17065,1814,2653
17067,3975,5837
17069,923,1501
17071,2269,1857
17073,11877,13212
17075,3832,9914
17077,14300,11190
17079,1781,3529
17081,6713,10160
17083,4597,5435
17085,5311,6174
17087,1813,3997
17089,75922,94359
17091,20003,24739
17093,12374,19774
17095,13403,11111
17097,134352,139081
17099,24263,26101
17101,2518,4162
17103,6416,9307
17105,5632,10316
17107,4273,9112
17109,7119,7656
17111,50330,76412
17113,29877,41276
17115,23341,28118
17117,11193,11413
17119,63399,59384
17121,7694,9413
17123,2806,3734
17125,3215,3907
17127,2805,4578
17129,2137,4408
17131,4512,4405
17133,6788,9468
17135,5979,6851
17137,5650,9392
17139,2388,4028
17141,9018,14918
17143,41121,41051
17145,4770,5589
17147,3124,5392
17149,2849,5032
17151,918,1500
17153,1372,1720
17155,1704,1623
17157,6771,8076
17159,2529,5153
17161,39880,29663
17163,62410,50203
17165,4697,7057
17167,38630,55904
17169,1594,2403
17171,927,1696
17173,3744,6753
17175,1189,1841
17177,8913,12212
17179,25814,36058
17181,3735,5333
17183,14726,18731
17185,1752,4212
17187,3938,4474
17189,2986,5072
17191,2139,6102
17193,3071,5180
17195,13723,12959
17197,115625,129098
17199,11685,18086
17201,59740,60782
17203,6005,12698
18001,3512,9734
18003,46710,82013
18005,9191,19093
18007,1135,2797
18009,1903,3447
18011,5636,17055
18013,2730,4512
18015,2689,5868
18017,4315,9480
18019,17648,24495
18021,3333,7361
18023,3335,8471
18025,1932,2609
18027,2573,7936
18029,6596,14231
18031,2621,7499
18033,4810,10468
18035,20436,27064
18037,5210,11726
18039,17966,42967
18041,3626,5761
18043,13857,19877
18045,2477,5260
18047,2925,6977
18049,2607,6027
18051,5378,9133
18053,8509,18769
18055,4606,8609
18057,26388,77887
18059,6912,20771
18061,6171,11015
18063,13548,38430
18065,7176,13137
18067,12998,23714
18069,3877,11617
18071,5092,11083
18073,3678,8056
18075,2740,5427
18077,5117,7763
18079,3538,6864
18081,13109,37765
18083,5649,9990
18085,5977,22136
18087,2523,6430
18089,114743,71903
18091,21114,20916
18093,5346,12207
18095,21882,32526
18097,162249,156072
18099,5593,12074
18101,1522,3414
18103,3886,9600
18105,26965,22834
18107,3536,10901
18109,6650,19197
18111,2032,3757
18113,4703,10859
18115,1139,1796
18117,2885,5683
18119,2536,5000
18121,2362,4550
18123,4131,4137
18125,2418,3745
18127,29388,34794
18129,4085,7833
18131,1750,3797
18133,4103,8908
18135,3812,7172
18137,3510,8224
18139,2000,5363
18141,52637,55254
18143,3822,4793
18145,4519,11397
18147,3920,5934
18149,3987,4846
18151,4345,8433
18153,3341,4999
18155,1479,2161
18157,20818,30897
18159,2203,5628
18161,1045,2266
18163,28767,41463
18165,3424,3536
18167,18426,20988
18169,3920,9607
18171,1356,2565
18173,8980,16930
18175,3879,6915
18177,10775,16586
18179,3112,9168
18181,3277,6974
18183,3880,9512
19001,1844,2402
19003,977,1317
19005,3449,3530
19007,3063,3340
19009,1608,1958
19011,6747,6658
19013,35392,28046
19015,7027,6870
19017,6025,6665
19019,5608,4797
19021,3520,4887
19023,3001,4417
19025,2243,3255
19027,4689,5762
19029,2679,4796
19031,4747,4869
19033,13372,10960
19035,2988,3758
19037,3708,3040
19039,2323,2200
19041,3547,4898
19043,4736,4312
19045,13813,10666
19047,3220,3955
19049,10917,15183
19051,1731,2148
19053,1859,2088
19055,4227,4908
19057,12456,8221
19059,4140,5337
19061,26561,20100
19063,2405,2697
19065,5185,5128
19067,4349,3745
19069,2340,3128
19071,1510,2362
19073,2459,2618
19075,2386,4429
19077,2614,3325
19079,3895,4367
19081,2484,3368
19083,4015,4875
19085,2906,4680
19087,4127,5220
19089,2614,2028
19091,2146,3162
19093,1415,2342
19095,3841,4544
19097,5656,4242
19099,10430,9462
19101,4490,3648
19103,41847,22715
19105,5054,4834
19107,2294,3119
19109,4132,5042
19111,10152,7472
19113,60442,49442
19115,2297,2572
19117,1987,2543
19119,1303,4751
19121,3380,4538
19123,3790,6858
19125,6574,9990
19127,9443,9557
19129,2308,4556
19131,2785,2646
19133,2397,2575
19135,1855,2067
19137,1899,3601
19139,9542,9020
19141,2330,5328
19143,934,2295
19145,2211,5243
19147,2482,2674
19149,4278,7810
19151,1822,2441
19153,105218,95828
19155,16906,24558
19157,5043,4965
19159,1286,1466
19161,2215,3128
19163,42122,39958
19165,2355,4256
19167,2259,14229
19169,23296,20819
19171,4487,4456
19173,1252,1908
19175,2747,3165
19177,1568,2211
19179,9125,7403
19181,10730,12160
19183,4595,5977
19185,1379,1733
19187,9561,8959
19189,2707,3175
19191,5354,5324
19193,21455,22451
19195,2286,1795
19197,2930,3631
20001,1922,3867
20003,1295,2500
20005,3120,3880
20007,588,1782
20009,2874,8666
20011,2216,4372
20013,1268,3092
20015,7495,18438
20017,418,1055
20019,404,1529
20021,3726,6083
20023,320,1353
20025,257,1014
20027,793,3174
20029,1210,3221
20031,1093,3259
20033,200,770
20035,4818,9407
20037,7617,8626
20039,355,1355
20041,2364,6295
20043,1065,2491
20045,28634,20544
20047,386,1084
20049,369,1119
20051,4033,7891
20053,801,2259
20055,2351,7479
20057,2286,6632
20059,3921,7391
20061,2531,4703
20063,247,1196
20065,334,1082
20067,561,2169
20069,408,1816
20071,138,584
20073,911,2282
20075,229,888
20077,727,2154
20079,5331,9534
20081,227,1356
20083,223,953
20085,2064,3730
20087,3253,5408
20089,385,1495
20091,97866,158103
20093,272,1177
20095,904,2801
20097,256,1275
20099,3615,5400
20101,181,823
20103,11039,15949
20105,391,1368
20107,1631,3048
20109,248,1255
20111,5234,7951
20113,3589,9595
20115,1536,4516
20117,1789,3261
20119,356,1748
20121,4838,9013
20123,693,2609
20125,4338,9598
20127,931,1961
20129,276,1287
20131,1355,4027
20133,2424,4705
20135,382,1407
20137,473,2092
20139,2537,4800
20141,454,1587
20143,595,2333
20145,773,2172
20147,557,2256
20149,2176,6326
20151,1200,3121
20153,289,1414
20155,9114,17748
20157,607,2238
20159,1130,3182
20161,7908,12672
20163,534,2121
20165,517,1226
20167,810,2671
20169,7524,15111
20171,347,1924
20173,64839,110381
20175,1122,4272
20177,36264,44188
20179,239,1144
20181,632,2088
20183,540,1803
20185,506,1649
20187,165,796
20189,310,1936
20191,3217,7092
20193,816,3007
20195,434,1225
20197,1001,2531
20199,112,742
20201,643,2498
20203,183,869
20205,1060,3263
20207,530,1204
20209,34923,17919
21001,1764,5628
21003,1923,5202
21005,3141,6363
21007,1759,2389
21009,5216,10822
21011,2608,2269
21013,4210,6722
21015,12391,32329
21017,3198,4953
21019,10132,11501
21021,4646,7764
21023,1213,2363
21025,3327,2542
21027,2884,5580
21029,9043,19433
21031,1436,4109
21033,2245,4066
21035,5728,9293
21037,14253,25540
21039,1102,1734
21041,1688,2175
21043,5577,5422
21045,1174,5109
21047,6970,13935
21049,5661,9540
21051,1901,5726
21053,952,3369
21055,1438,2726
21057,848,2356
21059,15788,25372
21061,1856,3595
21063,2064,871
21065,1907,3633
21067,57994,66406
21069,2406,3749
21071,11132,6612
21073,11620,12281
21075,1340,1527
21077,1188,1869
21079,1841,4784
21081,2818,5951
21083,6206,9903
21085,2905,7170
21087,1312,3866
21089,7630,8696
21091,1709,2286
21093,11507,24627
21095,4332,6659
21097,2807,4855
21099,2470,4269
21101,8101,10467
21103,2366,4094
21105,926,1395
21107,6420,12314
21109,769,4369
21111,170158,164566
21113,5476,12972
21115,3288,5940
21117,22834,43664
21119,4685,2648
21121,3822,8108
21123,1823,4111
21125,5297,16819
21127,2705,3755
21129,878,2018
21131,1266,3661
21133,4192,4801
21135,1667,3778
21137,2796,5996
21139,2007,2675
21141,3768,6815
21143,1769,2132
21145,11361,18218
21147,1530,4121
21149,1823,2584
21151,11525,18922
21153,2843,2836
21155,3399,3905
21157,6383,9049
21159,1504,2996
21161,2644,4381
21163,3724,7152
21165,1284,1215
21167,3224,6745
21169,1472,2645
21171,1158,4657
21173,4506,5647
21175,2532,2682
21177,6636,6749
21179,6524,10161
21181,1332,1700
21183,3627,6311
21185,8080,18801
21187,1615,3084
21189,430,1558
21191,1940,4045
21193,5400,6187
21195,14002,12611
21197,2249,2687
21199,5829,19535
21201,413,670
21203,1320,4804
21205,4556,4063
21207,1772,6009
21209,6325,10600
21211,5277,10909
21213,2730,4273
21215,1970,4816
21217,2979,7247
21219,1491,3242
21221,2046,4023
21223,1428,2332
21225,2398,3534
21227,14326,25100
21229,1724,3479
21231,2616,5027
21233,2304,3207
21235,3985,9559
21237,1744,1385
21239,4480,6937
22001,8937,16083
22003,3791,5140
22005,13955,24661
22007,5585,4966
22009,6976,8302
22011,3666,9470
22013,3399,3612
22015,12317,30040
22017,51739,54292
22019,32864,46075
22021,1384,3308
22023,1367,3190
22025,1673,3219
22027,2854,3704
22029,3446,5427
22031,5026,6211
22033,82298,99943
22035,1980,1357
22037,4091,5021
22039,5757,7949
22041,2828,6141
22043,1977,5911
22045,12426,19420
22047,8259,6333
22049,2525,5038
22051,72136,117882
22053,4745,8055
22055,31210,57732
22057,14417,22734
22059,1155,5015
22061,7242,10791
22063,9895,33976
22065,2334,2291
22067,5336,7471
22069,7398,9261
22071,152610,42847
22073,22016,41750
22075,4181,7866
22077,5712,5429
22079,18904,34492
22081,2140,2507
22083,3082,5471
22085,2743,6711
22087,9956,19597
22089,8856,14747
22091,3173,2235
22093,6407,4545
22095,10305,9039
22097,18166,18315
22099,10321,12095
22101,9547,12877
22103,24665,75139
22105,15345,26181
22107,1469,1453
22109,13684,26358
22111,3089,7457
22113,9085,15069
22115,4035,11032
22117,6554,11006
22119,6833,11070
22121,4932,5822
22123,1231,3740
22125,2214,2932
22127,2056,4366
23001,30345,24453
23003,18988,17152
23005,76911,56251
23007,9410,7315
23009,17299,13810
23011,33167,28363
23013,11430,9074
23015,10548,9676
23017,16825,14354
23019,37775,37339
23021,4378,5261
23023,10341,9064
23025,13530,12926
23027,11259,10044
23029,7998,8207
23031,53949,45708
24001,10576,18980
24003,103324,133231
24005,182474,166051
24009,15967,23017
24011,3810,7396
24013,22974,55275
24015,14680,22556
24017,29354,28442
24019,5411,7801
24021,39503,59934
24023,3291,9085
24025,39685,71565
24027,72257,59724
24029,4278,4900
24031,273936,136334
24033,260532,55532
24035,7070,14489
24037,13776,23725
24039,4034,4884
24041,7367,11288
24043,20387,36917
24045,15137,21998
24047,9648,15349
24510,175022,36230
25001,72156,58527
25003,47743,16806
25005,147854,82524
25007,7265,2602
25009,194068,135114
25011,25550,11058
25013,113710,70925
25015,51680,21315
25017,440862,237815
25019,3608,2040
25021,199392,127763
25023,125178,105603
25025,182592,54923
25027,192142,144094
26001,2871,3592
26003,2395,2318
26005,19355,34022
26007,7407,7665
26009,5072,8379
26011,4076,4071
26013,1660,1977
26015,11312,18638
26017,31049,25448
26019,4383,5284
26021,32846,41076
26023,7004,10784
26025,29891,32093
26027,9537,12964
26029,5729,8214
26031,5941,7798
26033,7203,9122
26035,6984,7088
26037,15483,21989
26039,3126,4017
26041,9381,9680
26043,5650,7734
26045,25411,29781
26047,6846,10332
26049,128334,83870
26051,6343,6770
26053,4421,3935
26055,18256,27446
26057,7377,9834
26059,7123,12804
26061,6731,8889
26063,7629,9671
26065,76877,54734
26067,10647,16621
26069,6557,7301
26071,3215,3224
26073,12334,11754
26075,31025,40029
26077,61462,57147
26079,3189,5084
26081,116909,171201
26083,630,781
26085,2675,2503
26087,18086,25556
26089,6048,7733
26091,20787,25675
26093,33991,58860
26095,1045,1749
26097,2819,3706
26099,196160,202166
26101,6272,6295
26103,17412,14690
26105,6333,8124
26107,7730,9710
26109,5326,5942
26111,18355,24369
26113,2319,5055
26115,36089,37470
26117,11471,14968
26119,2196,3300
26121,44282,35302
26123,9057,13608
26125,319387,316633
26127,5441,6677
26129,5215,5454
26131,1863,2262
26133,4467,6599
26135,1792,2570
26137,4674,7470
26139,35552,92048
26141,3432,3982
26143,6810,7364
26145,54887,47165
26147,36174,42740
26149,9648,15340
26151,7883,12632
26153,2137,2267
26155,16881,19407
26157,12631,15389
26159,16151,17634
26161,109953,61455
26163,600047,257750
26165,6034,8966
27001,4539,4768
27003,80226,91853
27005,6756,9795
27007,10592,10237
27009,8059,10043
27011,1536,1483
27013,16865,15737
27015,5158,8395
27017,11462,6642
27019,16456,28510
27021,6835,8875
27023,3424,3089
27025,12219,15705
27027,12989,14365
27029,1871,2438
27031,1733,1489
27033,2726,3557
27035,14005,19106
27037,104635,108959
27039,4117,5593
27041,8219,11793
27043,3767,4794
27045,5825,5694
27047,9733,7681
27049,12103,13134
27051,1856,1893
27053,383842,255135
27055,5276,5631
27057,4741,6444
27059,7883,11190
27061,13290,10705
27063,2652,3024
27065,3592,4527
27067,9337,11704
27069,1333,1307
27071,3662,3539
27073,2390,2093
27075,4212,2769
27077,921,1428
27079,6466,7746
27081,1558,1736
27083,5292,7203
27085,6712,11407
27087,1339,1132
27089,2308,3187
27091,4590,6311
27093,5292,6854
27095,5677,7194
27097,6794,9698
27099,12334,7591
27101,2218,2719
27103,8797,8689
27105,3898,5159
27107,1954,1794
27109,33285,37371
27111,12038,19734
27113,3117,3767
27115,7228,7033
27117,1900,3066
27119,6729,8724
27121,3301,3303
27123,171846,97096
27125,963,1164
27127,3104,4898
27129,3787,4430
27131,16425,13881
27133,2000,3111
27135,2442,5355
27137,77694,39866
27139,23958,36055
27141,15816,25182
27143,3109,4669
27145,32659,41726
27147,7994,10389
27149,2821,3030
27151,3165,2481
27153,5034,6945
27155,1026,1076
27157,5548,6120
27159,2791,4214
27161,4179,5457
27163,61395,65751
27165,2514,2970
27167,1169,2303
27169,14231,12686
27171,22618,36176
27173,2799,2878
28001,7844,6487
28003,5425,8605
28005,2973,4106
28007,3014,4882
28009,2234,1962
28011,8560,4722
28013,2211,4096
28015,1897,3652
28017,4078,4193
28019,1290,2598
28021,4338,941
28023,2377,5027
28025,4732,4333
28027,6741,3643
28029,4902,6316
28031,3135,5010
28033,13247,35437
28035,9781,15966
28037,1566,2883
28039,1715,6182
28041,1419,3827
28043,4154,5844
28045,5023,12332
28047,22555,38781
28049,51370,34269
28051,6170,1925
28053,2975,1626
28055,510,437
28057,2771,6751
28059,15046,34035
28061,4081,3808
28063,2798,627
28065,2955,2667
28067,7344,19032
28069,2454,2107
28071,6218,9004
28073,3876,16288
28075,10026,19395
28077,2355,4119
28079,3212,4926
28081,9895,19878
28083,7240,4427
28085,4372,9889
28087,7904,12642
28089,12942,24015
28091,3828,7845
28093,8472,5932
28095,6149,9223
28097,2422,2953
28099,2515,7581
28101,2274,6156
28103,4293,1698
28105,4178,5485
28107,6540,6734
28109,4392,14612
28111,1259,3729
28113,7578,8547
28115,2591,8375
28117,3306,6503
28119,2032,1360
28121,10738,41971
28123,3780,6364
28125,1553,1115
28127,3262,6810
28129,1493,5566
28131,1502,4072
28133,6057,3492
28135,3377,2725
28137,4279,6663
28139,2983,6048
28141,2775,5288
28143,1934,845
28145,2710,7422
28147,2550,3873
28149,8244,11773
28151,10562,7031
28153,3155,5333
28155,1318,3668
28157,2794,1563
28159,3960,5375
28161,2656,3278
28163,4798,5595
29001,4938,6367
29003,3069,5135
29005,1005,2137
29007,4318,6294
29009,4223,9599
29011,1373,4572
29013,3398,5004
29015,3381,5575
29017,1754,4102
29019,37643,37801
29021,17799,19812
29023,4666,11696
29025,1645,2593
29027,6559,11108
29029,6296,13122
29031,10568,23814
29033,1568,3155
29035,964,1797
29037,16681,27253
29039,1910,4238
29041,1892,2421
29043,9059,22102
29045,1794,1899
29047,44670,51193
29049,4165,5287
29051,11753,24752
29053,2400,5058
29055,3632,5686
29057,1104,2963
29059,2407,4788
29061,1402,2351
29063,1707,2941
29065,1865,4369
29067,1741,4498
29069,4901,6720
29071,18556,26429
29073,2355,4753
29075,1201,2085
29077,46657,77885
29079,1561,3172
29081,1279,2729
29083,4461,6361
29085,2043,2791
29087,811,1864
29089,1972,2915
29091,5118,11097
29093,2157,2477
29095,79029,94439
29097,13002,31846
29099,46057,46624
29101,7790,12257
29103,761,1207
29105,4213,10578
29107,6412,9656
29109,4506,11194
29111,1754,2862
29113,8368,11316
29115,2440,3422
29117,2278,4029
29119,2215,5443
29121,2856,4673
29123,1972,2905
29125,1563,2825
29127,4568,7815
29129,582,1207
29131,2959,7797
29133,2374,2903
29135,1913,4743
29137,1647,2632
29139,2147,3563
29141,3053,5657
29143,3716,4154
29145,6564,17187
29147,3830,6226
29149,1823,2769
29151,1673,4975
29153,1561,3083
29155,3381,3398
29157,2621,5583
29159,5801,11603
29161,6666,11874
29163,3670,4314
29165,18412,23302
29167,3775,8586
29169,3551,8618
29171,772,1660
29173,2031,2986
29175,3586,6551
29177,5034,5673
29179,1449,1896
29181,1907,3693
29183,66855,95826
29185,1841,3098
29186,4281,3791
29187,10748,12087
29189,295284,244969
29195,4479,5389
29197,894,1124
29199,828,1352
29201,6057,11330
29203,1618,2511
29205,1201,2280
29207,3946,9242
29209,4578,10534
29211,1178,1880
29213,5601,13578
29215,3664,7234
29217,3206,5732
29219,5461,7883
29221,4459,4641
29223,2250,3919
29225,4657,10194
29227,436,691
29229,2188,6090
29510,116133,27793
30001,1103,3067
30003,2215,2028
