fips,DEMOCRAT,REPUBLICAN
6031,18699,24072
6033,14941,13123
6035,2799,8970
6037,3028885,1145530
6039,23168,29378
6041,128288,24612
6043,4088,5950
6045,28782,13267
6047,48991,39397
6049,1150,3109
6051,4013,2513
6053,113953,46299
6055,49817,20676
6057,36359,26779
6059,814009,676498
6061,106869,122488
6063,4561,6445
6065,528340,449144
6067,440808,259405
6069,17628,10590
6071,455859,366257
6073,964650,600094
6075,378156,56417
6077,161137,121098
6079,88310,67436
6081,291496,75584
6083,129963,65736
6085,617967,214612
6087,114246,26937
6089,30000,60789
6091,730,1142
6093,9593,13290
6095,131639,69306
6097,199938,61825
6099,105841,104145
6101,17367,24375
6103,8911,19141
6105,2851,3188
6107,66105,77579
6109,11978,17689
6111,251388,162207
6113,67598,27292
6115,11230,17676
8001,134202,95657
8003,3759,3813
8005,213607,127323
8007,3738,5189
8009,317,1867
8011,732,1503
8013,159089,42501
8014,29077,16295
8015,7160,6222
8017,131,993
8019,3604,2754
8021,1959,2286
8023,1311,741
8025,437,1271
8027,1112,2474
8029,5887,13081
8031,313293,71618
8033,341,1089
8035,104653,121270
8037,18588,9892
8039,4490,14027
8041,161941,202828
8043,7369,17517
8045,15427,14717
8047,2223,1833
8049,4710,4883
8051,7132,3735
8053,255,353
8055,2076,2203
8057,175,681
8059,218396,148417
8061,98,795
8063,662,3144
8065,2303,1497
8067,20548,14233
8069,126120,91489
8071,3497,4284
8073,470,2135
8075,2218,8087
8077,31536,56894
8079,317,427
8081,1203,5670
8083,5836,9306
8085,7687,16770
8087,3876,9593
8089,3605,5756
8091,2365,1577
8093,4903,6991
8095,486,1958
8097,8989,2780
8099,1458,4008
8101,43772,42252
8103,561,3061
8105,2495,3660
8107,10582,5925
8109,1884,1413
8111,342,202
8113,3924,1136
8115,301,1121
8117,12631,5322
8119,5278,11241
8121,369,2595
8123,66060,96145
8125,785,4107
9001,297505,168445
9003,283368,159024
9005,50164,55601
9007,56848,40665
9009,242630,169893
9011,79459,57110
9013,44151,34838
9015,26706,29141
10001,44552,41009
10003,195034,88364
10005,56682,71230
12001,89704,50972
12003,2037,11911
12005,25614,66097
12007,3160,10334
12009,148549,207883
12011,618752,333409
12013,1209,5274
12015,42273,73243
12017,27092,65352
12019,38317,84480
12021,77621,128950
12023,8914,23836
12027,4259,8313
12029,1365,6759
12031,252556,233762
12033,70929,96674
12035,28161,43043
12037,2120,4675
12039,16153,7465
12041,1700,7895
12043,1385,3782
12045,1985,6113
12047,1963,3815
12049,2298,6122
12051,4929,7906
12053,37519,70412
12055,16938,34873
12057,376367,327398
12059,924,8080
12061,37844,58872
12063,6766,15488
12065,3897,4479
12067,510,3128
12069,83505,125859
12071,157695,233247
12073,103517,57453
12075,6205,16749
12077,694,2846
12079,3747,5576
12081,90166,124987
12083,74858,127826
12085,36893,61168
12086,617864,532833
12087,21881,25693
12089,15564,42566
12091,34248,79798
12093,4390,11470
12095,395014,245398
12097,97297,73480
12099,433572,334711
12101,119073,179621
12103,277450,276209
12105,145049,194586
12107,10527,25514
12109,63850,110946
12111,84137,86831
12113,27612,77385
12115,120110,148370
12117,132528,125241
12119,29341,62761
12121,4485,16410
12123,2299,7751
12125,1053,5133
12127,130575,173821
12129,5351,12874
12131,10338,32947
12133,2347,9876
15001,58731,26897
15003,238866,136250
15007,21225,11582
15009,47305,22126
16001,120539,130699
16003,591,1941
16005,14682,23331
16007,350,2914
16009,977,3878
16011,4124,15295
16013,8919,4032
16015,1204,3485
16017,8310,18369
16019,14254,37805
16021,1220,4937
16023,188,1202
16025,149,507
16027,25881,61759
16029,431,2906
16031,1464,7907
16033,41,264
16035,877,3453
16037,603,2089
16039,2601,7246
16041,657,5845
16043,998,5548
16045,1803,7951
16047,1256,4659
16049,1561,7826
16051,1661,12099
16053,1893,5734
16055,24312,62837
16057,10236,9472
16059,1032,3592
16061,349,1489
16063,414,1469
16065,2666,13559
16067,1550,6265
16069,6686,13738
16071,249,2148
16073,816,3819
16075,2161,8862
16077,865,2116
16079,1693,4216
16081,3318,2858
16083,9391,25897
16085,2976,3947
16087,1073,4154
17001,8633,24220
17003,1114,1486
17005,2288,5625
17007,10542,13883
17009,486,1931
17011,6669,10411
17013,677,2046
17015,2748,5105
17017,1615,3625
17019,57067,35285
17021,4335,11563
17023,1993,6226
17025,1129,5629
17027,4493,14304
17029,8067,14037
17031,1725973,558269
17033,2202,7043
17035,1142,4601
17037,24643,21905
17039,2191,5632
17041,2335,6227
17043,281222,193611
17045,1887,6193
17047,488,2833
17049,3716,15006
17051,1826,8055
17053,1754,5048
17055,4760,13622
17057,6503,9867
17059,622,2019
17061,1349,4770
17063,9626,16523
17065,824,3432
17067,2315,6906
17069,449,1691
17071,1187,2394
17073,9797,15300
17075,2908,10877
17077,11181,10890
17079,1007,4494
17081,4608,12476
17083,2961,8712
17085,5109,7166
17087,1281,5059
17089,130166,96775
17091,20271,28532
17093,33168,29492
17095,10703,12009
17097,204032,123594
17099,22442,30113
17101,1419,4886
17103,6407,9630
17105,4615,12208
17107,3840,9136
17109,4992,7027
17111,78154,82260
17113,43933,40502
17115,19847,28589
17117,7365,16153
17119,57836,76031
17121,4524,12678
17123,2005,4197
17125,1985,4654
17127,1725,4997
17129,2022,4764
17131,3280,5418
17133,6569,14142
17135,3905,9544
17137,5076,9950
17139,1662,4964
17141,9428,16248
17143,43578,38252
17145,2612,7313
17147,3329,6248
17149,1484,6332
17151,433,1722
17153,891,1699
17155,1338,1993
17157,3592,11076
17159,1830,6089
17161,36691,28603
17163,68325,57150
17165,2789,8103
17167,48917,53485
17169,1068,2773
17171,572,2114
17173,2504,9426
17175,815,2004
17177,9055,12521
17179,24819,42513
17181,2579,6161
17183,10323,20725
17185,1253,4237
17187,3090,4676
17189,1641,6115
17191,1187,7176
17193,1517,5791
17195,12253,14527
17197,183915,155116
17199,10206,22801
17201,64056,60861
17203,6160,14799
18001,3236,10686
18003,73189,92083
18005,12934,22410
18007,1009,3007
18009,1376,3841
18011,15244,22351
18013,3036,5777
18015,2224,7086
18017,4304,10552
18019,23093,33668
18021,2552,9499
18023,3361,9334
18025,1355,3483
18027,2169,9576
18029,5446,19528
18031,2439,9575
18033,4966,14237
18035,20474,26827
18037,6292,15033
18039,26108,46972
18041,2237,7755
18043,17511,23400
18045,1629,6154
18047,2137,9691
18049,2280,6694
18051,4023,11817
18053,8015,18543
18055,3389,11103
18057,88390,101587
18059,12895,28996
18061,5343,14565
18063,32604,53802
18065,5544,15043
18067,13303,26449
18069,4255,13147
18071,4302,14555
18073,3798,11383
18075,1926,6361
18077,4731,9663
18079,2523,9490
18081,24736,51219
18083,4067,11655
18085,8364,26499
18087,2355,8110
18089,124870,91760
18091,22427,25997
18093,4961,15601
18095,19524,31215
18097,247772,134175
18099,5712,13844
18101,1011,4029
18103,3235,10925
18105,39861,22071
18107,4213,12659
18109,7781,27512
18111,1509,4942
18113,4660,14195
18115,668,2054
18117,2224,6432
18119,2420,7286
18121,1503,5400
18123,3203,5345
18125,1415,4692
18127,39746,45008
18129,3811,9206
18131,1463,4246
18133,3946,12278
18135,2513,8312
18137,2774,11261
18139,1754,6035
18141,59896,53164
18143,2701,7331
18145,5023,14568
18147,3213,7357
18149,2650,7466
18151,4513,11327
18153,2153,6691
18155,964,3133
18157,35017,34581
18159,1834,6110
18161,736,2688
18163,34415,41844
18165,2145,5184
18167,18123,24545
18169,3494,10762
18171,974,3401
18173,11923,21326
18175,2784,9114
18177,9524,17567
18179,2928,10855
18181,3032,7957
18183,4234,12862
20001,1570,4218
20003,782,2929
20005,2359,4906
20007,291,2014
20009,2340,8608
20011,1541,5023
20013,1104,3262
20015,9181,22634
20017,345,1123
20019,212,1402
20021,2194,6766
20023,224,1183
20025,143,904
20027,894,3177
20029,920,3242
20031,964,3489
20033,126,762
20035,4273,9656
20037,6179,10045
20039,218,1260
20041,2060,7126
20043,686,2976
20045,40785,17286
20047,271,1141
20049,195,1140
20051,3737,9758
20053,648,2148
20055,4325,7236
20057,2947,5803
20059,3690,8479
20061,3983,5323
20063,166,1291
20065,228,1080
20067,518,1936
20069,341,1911
20071,78,549
20073,569,2444
20075,141,698
20077,461,2168
20079,6747,10182
20081,268,1122
20083,154,875
20085,1881,4517
20087,3194,6334
20089,212,1387
20091,184259,155631
20093,267,1164
20095,752,3130
20097,156,980
20099,2655,5735
20101,115,762
20103,13886,21610
20105,266,1283
20107,896,4048
20109,186,1249
20111,6055,7550
20113,4134,9964
20115,1516,4465
20117,1259,3729
20119,263,1523
20121,5247,12308
20123,558,2504
20125,3228,9931
20127,729,2124
20129,150,1034
20131,927,4664
20133,1796,4970
20135,149,1339
20137,364,2007
20139,2136,5705
20141,281,1629
20143,506,2610
20145,643,2045
20147,318,2418
20149,3313,9452
20151,933,3108
20153,214,1261
20155,8886,18443
20157,424,2182
20159,965,3262
20161,12765,11610
20163,339,2325
20165,295,1350
20167,600,2790
20169,8214,15722
20171,299,2014
20173,95870,122416
20175,1833,3372
20177,43015,40443
20179,147,1282
20181,396,2269
20183,336,1763
20185,357,1645
20187,148,614
20189,237,1760
20191,2591,8105
20193,625,3130
20195,242,1363
20197,964,2845
20199,44,770
20201,475,2363
20203,149,808
20205,723,3153
20207,294,1228
20209,36788,18934
22001,5443,22596
22003,2108,7574
22005,20399,40687
22007,3833,7271
22009,4979,12028
22011,2542,13575
22013,3067,3891
22015,15662,38074
22017,55110,48021
22019,25982,55066
22021,745,3976
22023,324,3671
22025,1269,3541
22027,2731,3770
22029,3177,5550
22031,5457,9112
22033,115577,88420
22035,1900,1080
22037,4280,6064
22039,4158,11053
22041,2658,6970
22043,1157,8117
22045,11027,21251
22047,8514,7893
22049,2143,5394
22051,84477,105949
22053,3208,11423
22055,39685,72519
22057,8672,36024
22059,638,6378
22061,7559,11311
22063,9249,54877
22065,2654,1930
22067,4946,6510
22069,6896,9358
22071,147854,26664
22073,25913,42255
22075,3414,7412
22077,4683,7503
22079,19475,38347
22081,1644,2413
22083,3225,6607
22085,1731,8776
22087,6151,11179
22089,9800,18233
22091,3346,2714
22093,6510,5954
22095,13582,7538
22097,17372,23171
22099,8439,18203
22101,8055,14811
22103,37746,99666
22105,18887,37806
22107,1329,1197
22109,11198,34339
22111,2654,8407
22113,5009,21930
22115,2898,14107
22117,5970,13307
22119,6172,11830
22121,6200,7684
22123,710,4317
22125,2298,3863
22127,1543,4619
23001,27617,29268
23003,13956,21080
23005,128759,59584
23007,8069,8754
23009,19369,14982
23011,34902,34721
23013,15110,9982
23015,12684,10256
23017,14755,17698
23019,37713,44825
23021,3517,6143
23023,13528,9755
23025,10199,16644
23027,12345,11196
23029,6761,10194
23031,71189,54817
26001,2142,4848
26003,2053,3014
26005,24449,41392
26007,6000,10686
26009,5960,9748
26011,2774,5928
26013,1478,2512
26015,11797,23471
26017,26151,33125
26019,5480,6601
26021,37438,43519
26023,6159,14064
26025,28877,36221
26027,9130,16699
26029,6939,9841
26031,5437,10186
26033,6648,10681
26035,5199,10861
26037,21968,25098
26039,2672,5087
26041,7606,13207
26043,4744,9617
26045,31299,31798
26047,9662,12135
26049,119390,98714
26051,4524,9893
26053,3570,4600
26055,28683,30502
26057,6693,12102
26059,5883,17037
26061,7750,10378
26063,5490,12731
26065,94212,47639
26067,10901,20657
26069,5373,9759
26071,2493,4216
26073,14072,14815
26075,31995,47372
26077,83686,56823
26079,3002,7436
26081,187915,165741
26083,672,862
26085,2288,3946
26087,16367,35482
26089,8795,7916
26091,20918,31541
26093,48220,76982
26095,842,2109
26097,2632,4304
26099,223952,263863
26101,6107,8321
26103,20465,16286
26105,6802,10207
26107,7375,13267
26109,4316,8117
26111,20493,27675
26113,1967,6648
26115,32975,52710
26117,9703,21815
26119,1628,4171
26121,45643,45133
26123,7873,18857
26125,434148,325971
26127,4944,8892
26129,3475,8253
26131,1391,2358
26133,3214,8928
26135,1342,3466
26137,4743,9779
26139,64705,100913
26141,2911,5342
26143,5166,9670
26145,51088,50785
26147,31363,59185
26149,9262,18127
26151,5966,16194
26153,1589,3090
26155,15347,23149
26157,8712,20297
26159,16803,21591
26161,157136,56241
26163,597170,264553
26165,5838,12102
27001,3607,6258
27003,100893,104902
27005,6589,12438
27007,11426,12188
27009,7280,14382
27011,1053,1863
27013,18330,16731
27015,4753,9552
27017,10098,9791
27019,30774,34009
27021,6342,11620
27023,2226,4250
27025,11806,21916
27027,16357,15043
27029,1260,3372
27031,2496,1203
27033,1834,4165
27035,13726,25676
27037,146155,109638
27039,4079,7783
27041,7868,15799
27043,2531,5191
27045,4551,7301
27047,6889,9578
27049,11806,16052
27051,1300,2269
27053,532623,205973
27055,4853,6334
27057,4462,8202
27059,7138,16491
27061,10786,15239
27063,1745,3948
27065,2774,6278
27067,8440,14437
27069,1006,1546
27071,2659,4131
27073,1446,2528
27075,3647,3393
27077,671,1704
27079,5672,10775
27081,937,2121
27083,4634,7979
27085,6413,13986
27087,1112,1142
27089,1295,3721
27091,3305,7480
27093,3867,9359
27095,4404,9952
27097,4367,14821
27099,8899,10025
27101,1449,3363
27103,9622,9018
27105,2933,5600
27107,1404,1953
27109,49491,39692
27111,11958,23800
27113,2568,4532
27115,5419,10256
27117,1306,3553
27119,5439,9865
27121,2477,4417
27123,211620,77376
27125,691,1454
27127,2355,5771
27129,2496,5467
27131,17402,17464
27133,1556,3583
27135,2188,6065
27137,67704,49017
27139,40040,45872
27141,18065,36222
27143,2417,5864
27145,31879,50959
27147,7917,12656
27149,1922,3044
27151,1784,3316
27153,3286,9753
27155,661,1172
27157,4696,8153
27159,2023,5520
27161,3496,6624
27163,89165,73764
27165,1987,3103
27167,1026,2328
27169,13333,13227
27171,28430,51973
27173,1688,3734
28001,7917,5696
28003,2782,12818
28005,2620,4503
28007,3542,5178
28009,1679,2570
28011,8904,4671
28013,1902,4625
28015,1729,3924
28017,3810,4175
28019,1185,3001
28021,3772,603
28023,2838,5417
28025,5844,4181
28027,6020,2375
28029,6470,6250
28031,3416,5854
28033,28265,46462
28035,13755,17290
28037,1480,2923
28039,1218,9713
28041,966,4794
28043,4734,6081
28045,4504,16132
28047,27728,46822
28049,73550,25141
28051,6588,1369
28053,3016,1118
28055,355,308
28057,1249,9438
28059,17375,36295
28061,4341,4302
28063,3327,531
28065,3599,2534
28067,8517,21226
28069,2887,1787
28071,10070,12949
28073,7340,20704
28075,12960,17967
28077,2260,4285
28079,3897,5228
28081,12189,24207
28083,7648,3129
28085,5040,11596
28087,13087,13800
28089,24440,31091
28091,3787,8273
28093,8057,7566
28095,5874,11177
28097,2121,2917
28099,3260,8320
28101,3075,6997
28103,4040,1240
28105,10299,9004
28107,7403,8060
28109,4148,19595
28111,1362,4500
28113,8646,8479
28115,2614,11550
28117,2153,8370
28119,2150,1026
28121,18847,50895
28123,4330,6285
28125,1465,688
28127,4037,7635
28129,1791,6458
28131,1802,5964
28133,6781,2799
28135,3105,2488
28137,4183,8707
28139,1937,8054
28141,1059,7933
28143,2580,926
28145,2160,10373
28147,2835,4220
28149,10442,10365
28151,12503,5300
28153,3624,6307
28155,1043,4291
28157,2749,1324
28159,4040,5112
28161,2785,3671
28163,5496,4832
29001,3710,6413
29003,2351,7255
29005,564,2199
29007,2704,7732
29009,2948,12425
29011,844,5168
29013,1672,6597
29015,2180,8109
29017,750,5167
29019,50064,38646
29021,13445,22450
29023,3301,14602
29025,897,3725
29027,5870,14815
29029,5652,18850
29031,10760,28907
29033,786,3706
29035,418,2451
29037,19052,37197
29039,1145,5788
29041,916,3111
29043,11131,34920
29045,678,2672
29047,59400,64605
29049,2896,7799
29051,12694,26086
29053,2249,6272
29055,2113,8725
29057,656,3414
29059,1380,6619
29061,746,3102
29063,930,3828
29065,1056,5987
29067,1016,5898
29069,2200,8135
29071,14569,38058
29073,1601,6222
29075,613,2581
29077,55068,83630
29079,799,3585
29081,597,3198
29083,2619,8027
29085,1056,3966
29087,338,1976
29089,1413,3553
29091,3218,15181
29093,945,3596
29095,92182,100142
29097,13549,37728
29099,37523,77046
29101,6974,15489
29103,340,1486
29105,2780,13762
29107,4472,12273
29109,3214,14426
29111,984,3553
29113,6607,21848
29115,1275,4363
29117,1410,5267
29119,1439,7465
29121,1662,6076
29123,1019,4584
29125,814,3892
29127,3202,9915
29129,222,1541
29131,2038,10176
29133,1178,3537
29135,1308,5744
29137,936,3477
29139,1208,4465
29141,1924,7442
29143,1748,5447
29145,5818,22120
29147,2853,6865
29149,823,3847
29151,1037,6425
29153,752,4064
29155,1560,4120
29157,1664,7657
29159,4783,13854
29161,5637,13480
29163,1717,5863
29165,27179,28917
29167,2885,11850
29169,3740,10329
29171,361,1984
29173,1205,4396
29175,2485,8018
29177,3109,8345
29179,529,2733
29181,833,4839
29183,89530,128389
29185,988,3932
29186,2713,6630
29187,7044,20511
29189,328151,199493
29195,2904,6451
29197,373,1606
29199,388,1560
29201,3753,13769
29203,706,3165
29205,592,2700
29207,1819,11484
29209,3506,14800
29211,478,1974
29213,5339,20508
29215,1716,9478
29217,1903,7155
29219,4769,13222
29221,1804,8047
29223,845,4987
29225,3573,14880
29227,215,877
29229,1168,7453
29510,110089,21474
36000,107660,26393
32001,3048,9367
32003,521777,430809
32005,11570,21623
32007,4555,16734
32009,72,395
32011,104,887
32013,1689,5877
32015,496,2198
32017,330,2067
32019,8472,20906
32021,824,1420
32023,7287,17527
32027,547,1731
32029,900,1901
32031,128052,116653
32033,856,3400
32510,12735,16113
33001,16894,20899
33003,16649,16150
33005,25522,17898
33007,7640,8617
33009,33180,19905
33011,122344,104625
33013,48533,39711
33015,100064,95858
33017,41721,30489
33019,12390,11508
34001,73808,64438
34003,285967,204417
34005,154595,103345
34007,175065,86207
34009,23941,33158
34011,32742,28952
34013,266820,75475
34015,86702,83340
34017,181452,65698
34019,39457,43153
34021,122532,51641
34023,226250,143467
34025,181291,191808
34027,153881,141134
34029,119456,217740
34031,129097,92009
34033,14479,18827
34035,111173,71996
34037,34481,51698
34039,170245,80002
34041,24901,34769
35001,193757,116135
35003,595,1698
35005,6381,15656
35006,4745,3975
35007,2611,3271
35009,4307,10444
35011,231,656
35013,47957,32802
35015,5424,17454
35017,7590,6553
35019,1234,917
35021,179,319
35023,823,1120
35025,4061,16531
35027,3194,6942
35028,7554,4278
35029,3563,4408
35031,18029,7801
35033,1745,903
35035,8485,14521
35037,1170,2634
35039,10990,5408
35041,1802,4634
35043,40588,34174
35045,18083,32874
35047,7888,3421
35049,62530,18329
35051,2265,3542
35053,3722,3255
35055,13121,3715
35057,2344,4772
35059,383,1388
35061,14263,17364
36001,99474,51081
36003,6048,14135
36005,355374,67740
36007,47010,43800
36009,11879,22155
36011,16149,19512
36013,23087,34853
36015,16636,21922
36017,8290,13482
36019,18364,16514
36021,20386,14464
36023,10369,10789
36025,9143,13387
36027,81443,66872
36029,267174,197527
36031,9947,8976
36033,9253,9668
36035,7931,15378
36037,9625,18876
36039,10346,14271
36041,1178,2225
36043,9937,18870
36045,17307,25629
36047,703310,202772
36049,3824,8894
36051,12477,18182
36053,14807,18408
36055,225746,145661
36057,7977,12745
36059,396504,326716
36061,603040,85185
36063,46029,56068
36065,41567,57180
36067,138894,90619
36069,29025,29039
36071,84684,84996
36073,5587,12126
36075,21143,32138
36077,12975,14382
36079,24953,29283
36081,569038,212665
36083,40969,36500
36085,90997,123320
36087,75802,73186
36089,19361,24608
36091,68471,61305
36093,42465,30741
36095,5345,9903
36097,3903,5621
36099,6914,8329
36101,15790,29474
36103,368000,375821
36105,15489,18665
36107,9634,14791
36109,33619,11096
36111,57970,37590
36113,17642,17699
36115,11565,15941
36117,17456,26204
36119,312371,144713
36121,5073,13898
36123,4219,6208
38001,258,981
38003,1820,3568
38005,822,1094
38007,72,541
38009,821,2575
38011,228,1395
38013,137,994
38015,14348,34744
38017,40311,42619
38019,474,1499
38021,608,1742
38023,265,904
38025,342,1951
38027,383,854
38029,237,1738
38031,373,1362
38033,137,871
38035,12880,16987
38037,207,1145
38039,308,907
38041,196,1091
38043,221,1215
38045,527,1645
38047,128,930
38049,564,2364
38051,261,1153
38053,814,4482
38055,1230,4198
38057,704,3856
38059,3872,12243
38061,1256,2824
38063,586,1141
38065,129,918
38067,786,2460
38069,497,1585
38071,1639,3577
38073,945,1418
38075,220,1065
38077,2510,5072
38079,2482,1257
38081,738,1266
38083,104,688
38085,804,258
38087,44,380
38089,2499,12110
38091,392,652
38093,2676,6994
38095,317,830
38097,1493,2522
38099,1333,3324
38101,7293,19974
38103,442,1893
38105,2169,11739
41001,2346,7352
41003,35827,14878
41005,139043,110509
41007,12916,10218
41009,13835,17150
41011,14243,21829
41013,3801,11287
41015,6058,8484
41017,65962,55646
41019,19160,43298
41021,324,834
41023,929,3545
41025,894,3475
41027,8764,3955
41029,59478,63869
41031,4393,7189
41033,18451,31751
41035,10388,25308
41037,792,3470
41039,134366,80336
41041,17385,12460
41043,26512,43486
41045,3260,8187
41047,80872,79002
41049,1371,3586
41051,367249,82995
41053,22917,23732
41055,260,921
41057,8066,8354
41059,10707,21270
41061,4254,10298
41063,1625,3404
41065,6604,7035
41067,209940,99073
41069,217,711
41071,27174,29551
42001,18207,37523
42003,429065,282324
42005,8457,27489
42007,38122,54759
42009,4367,23025
42011,92895,109736
42013,17636,45306
42015,8046,21600
42017,204712,187367
42019,37508,74359
42021,21730,48085
42023,634,1771
42025,11212,21984
42027,40055,36372
42029,182372,128565
42031,4678,14578
42033,9673,29203
42035,5502,11902
42037,10532,20098
42039,12924,28559
42041,62245,77212
42043,78983,66408
42045,206423,118532
42047,4522,12140
42049,68286,66869
42051,20444,41227
42053,728,1882
42055,22422,57245
42057,1085,6824
42059,4911,12579
42061,5445,17061
42063,12634,28089
42065,4527,17960
42067,2253,9649
42069,61991,52334
42071,115847,160209
42073,15978,29597
42075,23932,46731
42077,98288,84259
42079,64873,86929
42081,16971,41462
42083,5098,14083
42085,21067,36143
42087,4603,16670
42089,44060,38726
42091,319511,185460
42093,3771,5844
42095,85087,83854
42097,12677,28952
42099,5950,18293
42101,603790,132740
42103,13019,19213
42105,1726,7239
42107,20727,48871
42109,4910,13983
42111,8654,31466
42113,921,2619
42115,6236,15207
42117,4955,15742
42119,7475,12356
42121,7585,18569
42123,6066,14237
42125,45088,72080
42127,9191,18637
42129,72129,130218
42131,4704,9936
42133,88114,146733
44001,18050,9745
44003,49113,42001
44005,29486,15722
44007,165012,102551
44009,44549,29818
48001,3955,15110
48003,850,4943
48005,9143,25076
48007,2916,9239
48009,446,4300
48011,75,1035
48013,5876,12039
48015,2951,11447
48017,409,1434
48019,2505,10057
48021,15474,20516
48023,183,1494
48025,3288,6006
48027,57014,67893
48029,448452,308618
48031,1911,5443
48033,16,397
48035,1561,7469
48037,10747,27116
48039,62228,90433
48041,35349,47530
48043,2258,2461
48045,78,639
48047,1470,998
48049,2107,13698
48051,1788,6743
48053,5639,18767
48055,6672,8031
48057,2148,5641
48059,734,6012
48061,64063,49032
48063,1394,3626
48065,297,2779
48067,2795,11033
48069,466,1602
48071,3997,17353
48073,4210,15101
48075,310,1943
48077,614,5069
48079,177,809
48081,178,1586
48083,451,3641
48085,230945,252318
48087,155,1048
48089,2420,7472
48091,24826,62740
48093,853,5177
48095,197,1058
48097,3210,15596
48099,7565,15438
48101,113,540
48103,241,1247
48105,344,1220
48107,527,1396
48109,438,415
48111,197,1389
48113,598576,307076
48115,808,2951
48117,1264,3294
48119,403,2162
48121,188695,222480
48123,1494,6567
48125,130,853
48127,2264,1384
48129,198,1438
48131,2575,2443
48133,983,7237
48135,11367,32697
48137,168,893
48139,27565,56717
48141,178126,84331
48143,2916,13684
48145,1899,4177
48147,2655,12171
48149,2661,10171
48151,352,1448
48153,438,1584
48155,99,445
48157,195552,157718
48159,804,4161
48161,1635,6991
48163,2422,2823
48165,576,5355
48167,58842,93911
48169,231,1413
48171,3176,12514
48173,39,611
48175,877,3085
48177,1948,5627
48179,829,6840
48181,14506,44163
48183,14796,32493
48185,2833,9432
48187,28805,47553
48189,2279,7177
48191,168,995
48193,641,3616
48195,166,1849
48197,241,1330
48199,3474,23858
48201,918193,700630
48203,7908,21466
48205,195,1868
48207,353,1840
48209,59524,47680
48211,206,1486
48213,7060,28911
48215,128199,90527
48217,2860,11926
48219,1482,6536
48221,5648,26496
48223,3046,12719
48225,2314,7060
48227,2069,8054
48229,371,779
48231,8906,29163
48233,965,7681
48235,120,759
48237,331,3418
48239,1033,5231
48241,2954,12542
48243,501,784
48245,46073,47570
48247,1197,833
48249,6119,7453
48251,16464,54628
48253,999,5660
48255,1234,3968
48257,18405,37624
48259,6020,20083
48261,65,127
48263,47,411
48265,6524,20879
48267,284,1987
48269,8,151
48271,446,1144
48273,5314,5504
48275,265,1180
48277,4458,16760
48279,840,3521
48281,2144,8086
48283,1052,1335
48285,1333,8804
48287,1750,6255
48289,1072,7523
48291,5785,23302
48293,2213,6789
48295,131,1205
48297,819,4199
48299,2465,10079
48301,4,60
48303,40017,78861
48305,428,1853
48307,490,2904
48309,36688,59543
48311,53,460
48313,1088,4169
48315,1339,3470
48317,288,1857
48319,457,1991
48321,3733,9845
48323,8332,6881
48325,6773,15642
48327,197,823
48329,12329,45624
48331,2496,7984
48333,271,2217
48335,397,2170
48337,1097,8615
48339,74377,193382
48341,1062,4359
48343,1669,3872
48345,46,604
48347,9000,17378
48349,5101,13800
48351,1173,4882
48353,1162,4131
48355,60925,64617
48357,302,2812
48359,81,917
48361,6357,29186
48363,2178,10179
48365,2057,9326
48367,13017,62045
48369,488,2135
