year,state,county_name,county_fips,candidate,party,candidatevotes,totalvotes,mode
2016,MICHIGAN,GRAND TRAVERSE,26055,DONALD TRUMP,REPUBLICAN,27413,51589,TOTAL
2016,MICHIGAN,GRAND TRAVERSE,26055,OTHER,OTHER,3211,51589,TOTAL
2016,MICHIGAN,GRATIOT,26057,HILLARY CLINTON,DEMOCRAT,5666,16465,TOTAL
2016,MICHIGAN,GRATIOT,26057,DONALD TRUMP,REPUBLICAN,9880,16465,TOTAL
2016,MICHIGAN,GRATIOT,26057,OTHER,OTHER,919,16465,TOTAL
2016,MICHIGAN,HILLSDALE,26059,HILLARY CLINTON,DEMOCRAT,4799,19940,TOTAL
2016,MICHIGAN,HILLSDALE,26059,DONALD TRUMP,REPUBLICAN,14095,19940,TOTAL
2016,MICHIGAN,HILLSDALE,26059,OTHER,OTHER,1046,19940,TOTAL
2016,MICHIGAN,HOUGHTON,26061,HILLARY CLINTON,DEMOCRAT,6018,15624,TOTAL
2016,MICHIGAN,HOUGHTON,26061,DONALD TRUMP,REPUBLICAN,8475,15624,TOTAL
2016,MICHIGAN,HOUGHTON,26061,OTHER,OTHER,1131,15624,TOTAL
2016,MICHIGAN,HURON,26063,HILLARY CLINTON,DEMOCRAT,4579,15917,TOTAL
2016,MICHIGAN,HURON,26063,DONALD TRUMP,REPUBLICAN,10692,15917,TOTAL
2016,MICHIGAN,HURON,26063,OTHER,OTHER,646,15917,TOTAL
2016,MICHIGAN,INGHAM,26065,HILLARY CLINTON,DEMOCRAT,79110,131138,TOTAL
2016,MICHIGAN,INGHAM,26065,DONALD TRUMP,REPUBLICAN,43868,131138,TOTAL
2016,MICHIGAN,INGHAM,26065,OTHER,OTHER,8160,131138,TOTAL
2016,MICHIGAN,IONIA,26067,HILLARY CLINTON,DEMOCRAT,8352,26854,TOTAL
2016,MICHIGAN,IONIA,26067,DONALD TRUMP,REPUBLICAN,16635,26854,TOTAL
2016,MICHIGAN,IONIA,26067,OTHER,OTHER,1867,26854,TOTAL
2016,MICHIGAN,IOSCO,26069,HILLARY CLINTON,DEMOCRAT,4345,13361,TOTAL
2016,MICHIGAN,IOSCO,26069,DONALD TRUMP,REPUBLICAN,8345,13361,TOTAL
2016,MICHIGAN,IOSCO,26069,OTHER,OTHER,671,13361,TOTAL
2016,MICHIGAN,IRON,26071,HILLARY CLINTON,DEMOCRAT,2004,5910,TOTAL
2016,MICHIGAN,IRON,26071,DONALD TRUMP,REPUBLICAN,3675,5910,TOTAL
2016,MICHIGAN,IRON,26071,OTHER,OTHER,231,5910,TOTAL
2016,MICHIGAN,ISABELLA,26073,HILLARY CLINTON,DEMOCRAT,11404,25392,TOTAL
2016,MICHIGAN,ISABELLA,26073,DONALD TRUMP,REPUBLICAN,12338,25392,TOTAL
2016,MICHIGAN,ISABELLA,26073,OTHER,OTHER,1650,25392,TOTAL
2016,MICHIGAN,JACKSON,26075,HILLARY CLINTON,DEMOCRAT,25795,69677,TOTAL
2016,MICHIGAN,JACKSON,26075,DONALD TRUMP,REPUBLICAN,39793,69677,TOTAL
2016,MICHIGAN,JACKSON,26075,OTHER,OTHER,4089,69677,TOTAL
2016,MICHIGAN,KALAMAZOO,26077,HILLARY CLINTON,DEMOCRAT,67148,126299,TOTAL
2016,MICHIGAN,KALAMAZOO,26077,DONALD TRUMP,REPUBLICAN,51034,126299,TOTAL
2016,MICHIGAN,KALAMAZOO,26077,OTHER,OTHER,8117,126299,TOTAL
2016,MICHIGAN,KALKASKA,26079,HILLARY CLINTON,DEMOCRAT,2280,8833,TOTAL
2016,MICHIGAN,KALKASKA,26079,DONALD TRUMP,REPUBLICAN,6116,8833,TOTAL
2016,MICHIGAN,KALKASKA,26079,OTHER,OTHER,437,8833,TOTAL
2016,MICHIGAN,KENT,26081,HILLARY CLINTON,DEMOCRAT,138683,308184,TOTAL
2016,MICHIGAN,KENT,26081,DONALD TRUMP,REPUBLICAN,148180,308184,TOTAL
2016,MICHIGAN,KENT,26081,OTHER,OTHER,21321,308184,TOTAL
2016,MICHIGAN,KEWEENAW,26083,HILLARY CLINTON,DEMOCRAT,527,1434,TOTAL
2016,MICHIGAN,KEWEENAW,26083,DONALD TRUMP,REPUBLICAN,814,1434,TOTAL
2016,MICHIGAN,KEWEENAW,26083,OTHER,OTHER,93,1434,TOTAL
2016,MICHIGAN,LAKE,26085,HILLARY CLINTON,DEMOCRAT,1939,5328,TOTAL
2016,MICHIGAN,LAKE,26085,DONALD TRUMP,REPUBLICAN,3159,5328,TOTAL
2016,MICHIGAN,LAKE,26085,OTHER,OTHER,230,5328,TOTAL
2016,MICHIGAN,LAPEER,26087,HILLARY CLINTON,DEMOCRAT,12734,45183,TOTAL
2016,MICHIGAN,LAPEER,26087,DONALD TRUMP,REPUBLICAN,30037,45183,TOTAL
2016,MICHIGAN,LAPEER,26087,OTHER,OTHER,2412,45183,TOTAL
2016,MICHIGAN,LEELANAU,26089,HILLARY CLINTON,DEMOCRAT,6774,14757,TOTAL
2016,MICHIGAN,LEELANAU,26089,DONALD TRUMP,REPUBLICAN,7239,14757,TOTAL
2016,MICHIGAN,LEELANAU,26089,OTHER,OTHER,744,14757,TOTAL
2016,MICHIGAN,LENAWEE,26091,HILLARY CLINTON,DEMOCRAT,16750,45939,TOTAL
2016,MICHIGAN,LENAWEE,26091,DONALD TRUMP,REPUBLICAN,26430,45939,TOTAL
2016,MICHIGAN,LENAWEE,26091,OTHER,OTHER,2759,45939,TOTAL
2016,MICHIGAN,LIVINGSTON,26093,HILLARY CLINTON,DEMOCRAT,34384,105866,TOTAL
2016,MICHIGAN,LIVINGSTON,26093,DONALD TRUMP,REPUBLICAN,65680,105866,TOTAL
2016,MICHIGAN,LIVINGSTON,26093,OTHER,OTHER,5802,105866,TOTAL
2016,MICHIGAN,LUCE,26095,HILLARY CLINTON,DEMOCRAT,681,2579,TOTAL
2016,MICHIGAN,LUCE,26095,DONALD TRUMP,REPUBLICAN,1756,2579,TOTAL
2016,MICHIGAN,LUCE,26095,OTHER,OTHER,142,2579,TOTAL
2016,MICHIGAN,MACKINAC,26097,HILLARY CLINTON,DEMOCRAT,2085,6097,TOTAL
2016,MICHIGAN,MACKINAC,26097,DONALD TRUMP,REPUBLICAN,3744,6097,TOTAL
2016,MICHIGAN,MACKINAC,26097,OTHER,OTHER,268,6097,TOTAL
2016,MICHIGAN,MACOMB,26099,HILLARY CLINTON,DEMOCRAT,176317,419312,TOTAL
2016,MICHIGAN,MACOMB,26099,DONALD TRUMP,REPUBLICAN,224665,419312,TOTAL
2016,MICHIGAN,MACOMB,26099,OTHER,OTHER,18330,419312,TOTAL
2016,MICHIGAN,MANISTEE,26101,HILLARY CLINTON,DEMOCRAT,4979,12599,TOTAL
2016,MICHIGAN,MANISTEE,26101,DONALD TRUMP,REPUBLICAN,6915,12599,TOTAL
2016,MICHIGAN,MANISTEE,26101,OTHER,OTHER,705,12599,TOTAL
2016,MICHIGAN,MARQUETTE,26103,HILLARY CLINTON,DEMOCRAT,16042,32976,TOTAL
2016,MICHIGAN,MARQUETTE,26103,DONALD TRUMP,REPUBLICAN,14646,32976,TOTAL
2016,MICHIGAN,MARQUETTE,26103,OTHER,OTHER,2288,32976,TOTAL
2016,MICHIGAN,MASON,26105,HILLARY CLINTON,DEMOCRAT,5281,14685,TOTAL
2016,MICHIGAN,MASON,26105,DONALD TRUMP,REPUBLICAN,8505,14685,TOTAL
2016,MICHIGAN,MASON,26105,OTHER,OTHER,899,14685,TOTAL
2016,MICHIGAN,MECOSTA,26107,HILLARY CLINTON,DEMOCRAT,5827,17168,TOTAL
2016,MICHIGAN,MECOSTA,26107,DONALD TRUMP,REPUBLICAN,10305,17168,TOTAL
2016,MICHIGAN,MECOSTA,26107,OTHER,OTHER,1036,17168,TOTAL
2016,MICHIGAN,MENOMINEE,26109,HILLARY CLINTON,DEMOCRAT,3539,10768,TOTAL
2016,MICHIGAN,MENOMINEE,26109,DONALD TRUMP,REPUBLICAN,6702,10768,TOTAL
2016,MICHIGAN,MENOMINEE,26109,OTHER,OTHER,527,10768,TOTAL
2016,MICHIGAN,MIDLAND,26111,HILLARY CLINTON,DEMOCRAT,15635,42506,TOTAL
2016,MICHIGAN,MIDLAND,26111,DONALD TRUMP,REPUBLICAN,23846,42506,TOTAL
2016,MICHIGAN,MIDLAND,26111,OTHER,OTHER,3025,42506,TOTAL
2016,MICHIGAN,MISSAUKEE,26113,HILLARY CLINTON,DEMOCRAT,1565,7317,TOTAL
2016,MICHIGAN,MISSAUKEE,26113,DONALD TRUMP,REPUBLICAN,5386,7317,TOTAL
2016,MICHIGAN,MISSAUKEE,26113,OTHER,OTHER,366,7317,TOTAL
2016,MICHIGAN,MONROE,26115,HILLARY CLINTON,DEMOCRAT,26863,74218,TOTAL
2016,MICHIGAN,MONROE,26115,DONALD TRUMP,REPUBLICAN,43261,74218,TOTAL
2016,MICHIGAN,MONROE,26115,OTHER,OTHER,4094,74218,TOTAL
2016,MICHIGAN,MONTCALM,26117,HILLARY CLINTON,DEMOCRAT,7874,26609,TOTAL
2016,MICHIGAN,MONTCALM,26117,DONALD TRUMP,REPUBLICAN,16907,26609,TOTAL
2016,MICHIGAN,MONTCALM,26117,OTHER,OTHER,1828,26609,TOTAL
2016,MICHIGAN,MONTMORENCY,26119,HILLARY CLINTON,DEMOCRAT,1287,5009,TOTAL
2016,MICHIGAN,MONTMORENCY,26119,DONALD TRUMP,REPUBLICAN,3498,5009,TOTAL
2016,MICHIGAN,MONTMORENCY,26119,OTHER,OTHER,224,5009,TOTAL
2016,MICHIGAN,MUSKEGON,26121,HILLARY CLINTON,DEMOCRAT,37304,78088,TOTAL
2016,MICHIGAN,MUSKEGON,26121,DONALD TRUMP,REPUBLICAN,36127,78088,TOTAL
2016,MICHIGAN,MUSKEGON,26121,OTHER,OTHER,4657,78088,TOTAL
2016,MICHIGAN,NEWAYGO,26123,HILLARY CLINTON,DEMOCRAT,6212,22640,TOTAL
2016,MICHIGAN,NEWAYGO,26123,DONALD TRUMP,REPUBLICAN,15173,22640,TOTAL
2016,MICHIGAN,NEWAYGO,26123,OTHER,OTHER,1255,22640,TOTAL
2016,MICHIGAN,OAKLAND,26125,HILLARY CLINTON,DEMOCRAT,343070,664614,TOTAL
2016,MICHIGAN,OAKLAND,26125,DONALD TRUMP,REPUBLICAN,289203,664614,TOTAL
2016,MICHIGAN,OAKLAND,26125,OTHER,OTHER,32341,664614,TOTAL
2016,MICHIGAN,OCEANA,26127,HILLARY CLINTON,DEMOCRAT,3973,11930,TOTAL
2016,MICHIGAN,OCEANA,26127,DONALD TRUMP,REPUBLICAN,7228,11930,TOTAL
2016,MICHIGAN,OCEANA,26127,OTHER,OTHER,729,11930,TOTAL
2016,MICHIGAN,OGEMAW,26129,HILLARY CLINTON,DEMOCRAT,3030,10387,TOTAL
2016,MICHIGAN,OGEMAW,26129,DONALD TRUMP,REPUBLICAN,6827,10387,TOTAL
2016,MICHIGAN,OGEMAW,26129,OTHER,OTHER,530,10387,TOTAL
2016,MICHIGAN,ONTONAGON,26131,HILLARY CLINTON,DEMOCRAT,1176,3426,TOTAL
2016,MICHIGAN,ONTONAGON,26131,DONALD TRUMP,REPUBLICAN,2066,3426,TOTAL
2016,MICHIGAN,ONTONAGON,26131,OTHER,OTHER,184,3426,TOTAL
2016,MICHIGAN,OSCEOLA,26133,HILLARY CLINTON,DEMOCRAT,2705,10609,TOTAL
2016,MICHIGAN,OSCEOLA,26133,DONALD TRUMP,REPUBLICAN,7336,10609,TOTAL
2016,MICHIGAN,OSCEOLA,26133,OTHER,OTHER,568,10609,TOTAL
2016,MICHIGAN,OSCODA,26135,HILLARY CLINTON,DEMOCRAT,1044,4073,TOTAL
2016,MICHIGAN,OSCODA,26135,DONALD TRUMP,REPUBLICAN,2843,4073,TOTAL
2016,MICHIGAN,OSCODA,26135,OTHER,OTHER,186,4073,TOTAL
2016,MICHIGAN,OTSEGO,26137,HILLARY CLINTON,DEMOCRAT,3556,12538,TOTAL
2016,MICHIGAN,OTSEGO,26137,DONALD TRUMP,REPUBLICAN,8266,12538,TOTAL
2016,MICHIGAN,OTSEGO,26137,OTHER,OTHER,716,12538,TOTAL
2016,MICHIGAN,OTTAWA,26139,HILLARY CLINTON,DEMOCRAT,44973,142734,TOTAL
2016,MICHIGAN,OTTAWA,26139,DONALD TRUMP,REPUBLICAN,88467,142734,TOTAL
2016,MICHIGAN,OTTAWA,26139,OTHER,OTHER,9294,142734,TOTAL
2016,MICHIGAN,PRESQUE ISLE,26141,HILLARY CLINTON,DEMOCRAT,2400,7218,TOTAL
2016,MICHIGAN,PRESQUE ISLE,26141,DONALD TRUMP,REPUBLICAN,4488,7218,TOTAL
2016,MICHIGAN,PRESQUE ISLE,26141,OTHER,OTHER,330,7218,TOTAL
2016,MICHIGAN,ROSCOMMON,26143,HILLARY CLINTON,DEMOCRAT,4287,13041,TOTAL
2016,MICHIGAN,ROSCOMMON,26143,DONALD TRUMP,REPUBLICAN,8141,13041,TOTAL
2016,MICHIGAN,ROSCOMMON,26143,OTHER,OTHER,613,13041,TOTAL
2016,MICHIGAN,SAGINAW,26145,HILLARY CLINTON,DEMOCRAT,44396,94320,TOTAL
2016,MICHIGAN,SAGINAW,26145,DONALD TRUMP,REPUBLICAN,45469,94320,TOTAL
2016,MICHIGAN,SAGINAW,26145,OTHER,OTHER,4455,94320,TOTAL
2016,MICHIGAN,ST. CLAIR,26147,HILLARY CLINTON,DEMOCRAT,24553,78003,TOTAL
2016,MICHIGAN,ST. CLAIR,26147,DONALD TRUMP,REPUBLICAN,49051,78003,TOTAL
2016,MICHIGAN,ST. CLAIR,26147,OTHER,OTHER,4399,78003,TOTAL
2016,MICHIGAN,ST. JOSEPH,26149,HILLARY CLINTON,DEMOCRAT,7526,23757,TOTAL
2016,MICHIGAN,ST. JOSEPH,26149,DONALD TRUMP,REPUBLICAN,14884,23757,TOTAL
2016,MICHIGAN,ST. JOSEPH,26149,OTHER,OTHER,1347,23757,TOTAL
2016,MICHIGAN,SANILAC,26151,HILLARY CLINTON,DEMOCRAT,4873,19249,TOTAL
2016,MICHIGAN,SANILAC,26151,DONALD TRUMP,REPUBLICAN,13446,19249,TOTAL
2016,MICHIGAN,SANILAC,26151,OTHER,OTHER,930,19249,TOTAL
2016,MICHIGAN,SCHOOLCRAFT,26153,HILLARY CLINTON,DEMOCRAT,1369,4154,TOTAL
2016,MICHIGAN,SCHOOLCRAFT,26153,DONALD TRUMP,REPUBLICAN,2556,4154,TOTAL
2016,MICHIGAN,SCHOOLCRAFT,26153,OTHER,OTHER,229,4154,TOTAL
2016,MICHIGAN,SHIAWASSEE,26155,HILLARY CLINTON,DEMOCRAT,12546,34111,TOTAL
2016,MICHIGAN,SHIAWASSEE,26155,DONALD TRUMP,REPUBLICAN,19230,34111,TOTAL
2016,MICHIGAN,SHIAWASSEE,26155,OTHER,OTHER,2335,34111,TOTAL
2016,MICHIGAN,TUSCOLA,26157,HILLARY CLINTON,DEMOCRAT,7429,25796,TOTAL
2016,MICHIGAN,TUSCOLA,26157,DONALD TRUMP,REPUBLICAN,17102,25796,TOTAL
2016,MICHIGAN,TUSCOLA,26157,OTHER,OTHER,1265,25796,TOTAL
2016,MICHIGAN,VAN BUREN,26159,HILLARY CLINTON,DEMOCRAT,13258,33274,TOTAL
2016,MICHIGAN,VAN BUREN,26159,DONALD TRUMP,REPUBLICAN,17890,33274,TOTAL
2016,MICHIGAN,VAN BUREN,26159,OTHER,OTHER,2126,33274,TOTAL
2016,MICHIGAN,WASHTENAW,26161,HILLARY CLINTON,DEMOCRAT,128483,188578,TOTAL
2016,MICHIGAN,WASHTENAW,26161,DONALD TRUMP,REPUBLICAN,50631,188578,TOTAL
2016,MICHIGAN,WASHTENAW,26161,OTHER,OTHER,9464,188578,TOTAL
2016,MICHIGAN,WAYNE,26163,HILLARY CLINTON,DEMOCRAT,519444,777838,TOTAL
2016,MICHIGAN,WAYNE,26163,DONALD TRUMP,REPUBLICAN,228993,777838,TOTAL
2016,MICHIGAN,WAYNE,26163,OTHER,OTHER,29401,777838,TOTAL
2016,MICHIGAN,WEXFORD,26165,HILLARY CLINTON,DEMOCRAT,4436,15298,TOTAL
2016,MICHIGAN,WEXFORD,26165,DONALD TRUMP,REPUBLICAN,10000,15298,TOTAL
2016,MICHIGAN,WEXFORD,26165,OTHER,OTHER,862,15298,TOTAL
2016,MINNESOTA,AITKIN,27001,HILLARY CLINTON,DEMOCRAT,3134,9231,TOTAL
2016,MINNESOTA,AITKIN,27001,DONALD TRUMP,REPUBLICAN,5516,9231,TOTAL
2016,MINNESOTA,AITKIN,27001,OTHER,OTHER,581,9231,TOTAL
2016,MINNESOTA,ANOKA,27003,HILLARY CLINTON,DEMOCRAT,75500,185758,TOTAL
2016,MINNESOTA,ANOKA,27003,DONALD TRUMP,REPUBLICAN,93339,185758,TOTAL
2016,MINNESOTA,ANOKA,27003,OTHER,OTHER,16919,185758,TOTAL
2016,MINNESOTA,BECKER,27005,HILLARY CLINTON,DEMOCRAT,5208,17222,TOTAL
2016,MINNESOTA,BECKER,27005,DONALD TRUMP,REPUBLICAN,10880,17222,TOTAL
2016,MINNESOTA,BECKER,27005,OTHER,OTHER,1134,17222,TOTAL
2016,MINNESOTA,BELTRAMI,27007,HILLARY CLINTON,DEMOCRAT,8688,21564,TOTAL
2016,MINNESOTA,BELTRAMI,27007,DONALD TRUMP,REPUBLICAN,10783,21564,TOTAL
2016,MINNESOTA,BELTRAMI,27007,OTHER,OTHER,2093,21564,TOTAL
2016,MINNESOTA,BENTON,27009,HILLARY CLINTON,DEMOCRAT,5640,20058,TOTAL
2016,MINNESOTA,BENTON,27009,DONALD TRUMP,REPUBLICAN,12872,20058,TOTAL
2016,MINNESOTA,BENTON,27009,OTHER,OTHER,1546,20058,TOTAL
2016,MINNESOTA,BIG STONE,27011,HILLARY CLINTON,DEMOCRAT,921,2755,TOTAL
2016,MINNESOTA,BIG STONE,27011,DONALD TRUMP,REPUBLICAN,1608,2755,TOTAL
2016,MINNESOTA,BIG STONE,27011,OTHER,OTHER,226,2755,TOTAL
2016,MINNESOTA,BLUE EARTH,27013,HILLARY CLINTON,DEMOCRAT,14428,33593,TOTAL
2016,MINNESOTA,BLUE EARTH,27013,DONALD TRUMP,REPUBLICAN,15667,33593,TOTAL
2016,MINNESOTA,BLUE EARTH,27013,OTHER,OTHER,3498,33593,TOTAL
2016,MINNESOTA,BROWN,27015,HILLARY CLINTON,DEMOCRAT,3763,13779,TOTAL
2016,MINNESOTA,BROWN,27015,DONALD TRUMP,REPUBLICAN,8708,13779,TOTAL
2016,MINNESOTA,BROWN,27015,OTHER,OTHER,1308,13779,TOTAL
2016,MINNESOTA,CARLTON,27017,HILLARY CLINTON,DEMOCRAT,8460,18211,TOTAL
2016,MINNESOTA,CARLTON,27017,DONALD TRUMP,REPUBLICAN,8160,18211,TOTAL
2016,MINNESOTA,CARLTON,27017,OTHER,OTHER,1591,18211,TOTAL
2016,MINNESOTA,CARVER,27019,HILLARY CLINTON,DEMOCRAT,21508,55696,TOTAL
2016,MINNESOTA,CARVER,27019,DONALD TRUMP,REPUBLICAN,29056,55696,TOTAL
2016,MINNESOTA,CARVER,27019,OTHER,OTHER,5132,55696,TOTAL
2016,MINNESOTA,CASS,27021,HILLARY CLINTON,DEMOCRAT,4949,15999,TOTAL
2016,MINNESOTA,CASS,27021,DONALD TRUMP,REPUBLICAN,9982,15999,TOTAL
2016,MINNESOTA,CASS,27021,OTHER,OTHER,1068,15999,TOTAL
2016,MINNESOTA,CHIPPEWA,27023,HILLARY CLINTON,DEMOCRAT,1978,6222,TOTAL
2016,MINNESOTA,CHIPPEWA,27023,DONALD TRUMP,REPUBLICAN,3764,6222,TOTAL
2016,MINNESOTA,CHIPPEWA,27023,OTHER,OTHER,480,6222,TOTAL
2016,MINNESOTA,CHISAGO,27025,HILLARY CLINTON,DEMOCRAT,9278,30228,TOTAL
2016,MINNESOTA,CHISAGO,27025,DONALD TRUMP,REPUBLICAN,18441,30228,TOTAL
2016,MINNESOTA,CHISAGO,27025,OTHER,OTHER,2509,30228,TOTAL
2016,MINNESOTA,CLAY,27027,HILLARY CLINTON,DEMOCRAT,12971,29398,TOTAL
2016,MINNESOTA,CLAY,27027,DONALD TRUMP,REPUBLICAN,13543,29398,TOTAL
2016,MINNESOTA,CLAY,27027,OTHER,OTHER,2884,29398,TOTAL
2016,MINNESOTA,CLEARWATER,27029,HILLARY CLINTON,DEMOCRAT,1100,4245,TOTAL
2016,MINNESOTA,CLEARWATER,27029,DONALD TRUMP,REPUBLICAN,2925,4245,TOTAL
2016,MINNESOTA,CLEARWATER,27029,OTHER,OTHER,220,4245,TOTAL
2016,MINNESOTA,COOK,27031,HILLARY CLINTON,DEMOCRAT,1912,3395,TOTAL
2016,MINNESOTA,COOK,27031,DONALD TRUMP,REPUBLICAN,1156,3395,TOTAL
2016,MINNESOTA,COOK,27031,OTHER,OTHER,327,3395,TOTAL
2016,MINNESOTA,COTTONWOOD,27033,HILLARY CLINTON,DEMOCRAT,1678,5721,TOTAL
2016,MINNESOTA,COTTONWOOD,27033,DONALD TRUMP,REPUBLICAN,3679,5721,TOTAL
2016,MINNESOTA,COTTONWOOD,27033,OTHER,OTHER,364,5721,TOTAL
2016,MINNESOTA,CROW WING,27035,HILLARY CLINTON,DEMOCRAT,10982,35842,TOTAL
2016,MINNESOTA,CROW WING,27035,DONALD TRUMP,REPUBLICAN,22287,35842,TOTAL
2016,MINNESOTA,CROW WING,27035,OTHER,OTHER,2573,35842,TOTAL
2016,MINNESOTA,DAKOTA,27037,HILLARY CLINTON,DEMOCRAT,110483,231440,TOTAL
2016,MINNESOTA,DAKOTA,27037,DONALD TRUMP,REPUBLICAN,99583,231440,TOTAL
2016,MINNESOTA,DAKOTA,27037,OTHER,OTHER,21374,231440,TOTAL
2016,MINNESOTA,DODGE,27039,HILLARY CLINTON,DEMOCRAT,3102,10654,TOTAL
2016,MINNESOTA,DODGE,27039,DONALD TRUMP,REPUBLICAN,6527,10654,TOTAL
2016,MINNESOTA,DODGE,27039,OTHER,OTHER,1025,10654,TOTAL
2016,MINNESOTA,DOUGLAS,27041,HILLARY CLINTON,DEMOCRAT,6227,21785,TOTAL
2016,MINNESOTA,DOUGLAS,27041,DONALD TRUMP,REPUBLICAN,13966,21785,TOTAL
2016,MINNESOTA,DOUGLAS,27041,OTHER,OTHER,1592,21785,TOTAL
2016,MINNESOTA,FARIBAULT,27043,HILLARY CLINTON,DEMOCRAT,2153,7412,TOTAL
2016,MINNESOTA,FARIBAULT,27043,DONALD TRUMP,REPUBLICAN,4659,7412,TOTAL
2016,MINNESOTA,FARIBAULT,27043,OTHER,OTHER,600,7412,TOTAL
2016,MINNESOTA,FILLMORE,27045,HILLARY CLINTON,DEMOCRAT,3872,11055,TOTAL
2016,MINNESOTA,FILLMORE,27045,DONALD TRUMP,REPUBLICAN,6271,11055,TOTAL
2016,MINNESOTA,FILLMORE,27045,OTHER,OTHER,912,11055,TOTAL
2016,MINNESOTA,FREEBORN,27047,HILLARY CLINTON,DEMOCRAT,6041,16051,TOTAL
2016,MINNESOTA,FREEBORN,27047,DONALD TRUMP,REPUBLICAN,8808,16051,TOTAL
2016,MINNESOTA,FREEBORN,27047,OTHER,OTHER,1202,16051,TOTAL
2016,MINNESOTA,GOODHUE,27049,HILLARY CLINTON,DEMOCRAT,9446,25717,TOTAL
2016,MINNESOTA,GOODHUE,27049,DONALD TRUMP,REPUBLICAN,14041,25717,TOTAL
2016,MINNESOTA,GOODHUE,27049,OTHER,OTHER,2230,25717,TOTAL
2016,MINNESOTA,GRANT,27051,HILLARY CLINTON,DEMOCRAT,1105,3473,TOTAL
2016,MINNESOTA,GRANT,27051,DONALD TRUMP,REPUBLICAN,2063,3473,TOTAL
2016,MINNESOTA,GRANT,27051,OTHER,OTHER,305,3473,TOTAL
2016,MINNESOTA,HENNEPIN,27053,HILLARY CLINTON,DEMOCRAT,429288,679977,TOTAL
2016,MINNESOTA,HENNEPIN,27053,DONALD TRUMP,REPUBLICAN,191770,679977,TOTAL
2016,MINNESOTA,HENNEPIN,27053,OTHER,OTHER,58919,679977,TOTAL
2016,MINNESOTA,HOUSTON,27055,HILLARY CLINTON,DEMOCRAT,4145,10604,TOTAL
2016,MINNESOTA,HOUSTON,27055,DONALD TRUMP,REPUBLICAN,5616,10604,TOTAL
2016,MINNESOTA,HOUSTON,27055,OTHER,OTHER,843,10604,TOTAL
2016,MINNESOTA,HUBBARD,27057,HILLARY CLINTON,DEMOCRAT,3423,11505,TOTAL
2016,MINNESOTA,HUBBARD,27057,DONALD TRUMP,REPUBLICAN,7261,11505,TOTAL
2016,MINNESOTA,HUBBARD,27057,OTHER,OTHER,821,11505,TOTAL
2016,MINNESOTA,ISANTI,27059,HILLARY CLINTON,DEMOCRAT,5657,21016,TOTAL
2016,MINNESOTA,ISANTI,27059,DONALD TRUMP,REPUBLICAN,13635,21016,TOTAL
2016,MINNESOTA,ISANTI,27059,OTHER,OTHER,1724,21016,TOTAL
2016,MINNESOTA,ITASCA,27061,HILLARY CLINTON,DEMOCRAT,9015,23880,TOTAL
2016,MINNESOTA,ITASCA,27061,DONALD TRUMP,REPUBLICAN,12920,23880,TOTAL
2016,MINNESOTA,ITASCA,27061,OTHER,OTHER,1945,23880,TOTAL
2016,MINNESOTA,JACKSON,27063,HILLARY CLINTON,DEMOCRAT,1492,5484,TOTAL
2016,MINNESOTA,JACKSON,27063,DONALD TRUMP,REPUBLICAN,3609,5484,TOTAL
2016,MINNESOTA,JACKSON,27063,OTHER,OTHER,383,5484,TOTAL
2016,MINNESOTA,KANABEC,27065,HILLARY CLINTON,DEMOCRAT,2327,8177,TOTAL
2016,MINNESOTA,KANABEC,27065,DONALD TRUMP,REPUBLICAN,5230,8177,TOTAL
2016,MINNESOTA,KANABEC,27065,OTHER,OTHER,620,8177,TOTAL
2016,MINNESOTA,KANDIYOHI,27067,HILLARY CLINTON,DEMOCRAT,7266,21772,TOTAL
2016,MINNESOTA,KANDIYOHI,27067,DONALD TRUMP,REPUBLICAN,12785,21772,TOTAL
2016,MINNESOTA,KANDIYOHI,27067,OTHER,OTHER,1721,21772,TOTAL
2016,MINNESOTA,KITTSON,27069,HILLARY CLINTON,DEMOCRAT,823,2385,TOTAL
2016,MINNESOTA,KITTSON,27069,DONALD TRUMP,REPUBLICAN,1349,2385,TOTAL
2016,MINNESOTA,KITTSON,27069,OTHER,OTHER,213,2385,TOTAL
2016,MINNESOTA,KOOCHICHING,27071,HILLARY CLINTON,DEMOCRAT,2306,6363,TOTAL
2016,MINNESOTA,KOOCHICHING,27071,DONALD TRUMP,REPUBLICAN,3569,6363,TOTAL
2016,MINNESOTA,KOOCHICHING,27071,OTHER,OTHER,488,6363,TOTAL
2016,MINNESOTA,LAC QUI PARLE,27073,HILLARY CLINTON,DEMOCRAT,1305,3860,TOTAL
2016,MINNESOTA,LAC QUI PARLE,27073,DONALD TRUMP,REPUBLICAN,2293,3860,TOTAL
2016,MINNESOTA,LAC QUI PARLE,27073,OTHER,OTHER,262,3860,TOTAL
2016,MINNESOTA,LAKE,27075,HILLARY CLINTON,DEMOCRAT,3077,6521,TOTAL
2016,MINNESOTA,LAKE,27075,DONALD TRUMP,REPUBLICAN,2932,6521,TOTAL
2016,MINNESOTA,LAKE,27075,OTHER,OTHER,512,6521,TOTAL
2016,MINNESOTA,LAKE OF THE WOODS,27077,HILLARY CLINTON,DEMOCRAT,553,2242,TOTAL
2016,MINNESOTA,LAKE OF THE WOODS,27077,DONALD TRUMP,REPUBLICAN,1540,2242,TOTAL
