year,state,county_name,county_fips,candidate,party,candidatevotes,totalvotes,mode
2016,ILLINOIS,LIVINGSTON,17105,HILLARY CLINTON,DEMOCRAT,4023,15269,TOTAL
2016,ILLINOIS,LIVINGSTON,17105,DONALD TRUMP,REPUBLICAN,10208,15269,TOTAL
2016,ILLINOIS,LIVINGSTON,17105,OTHER,OTHER,1038,15269,TOTAL
2016,ILLINOIS,LOGAN,17107,HILLARY CLINTON,DEMOCRAT,3313,12401,TOTAL
2016,ILLINOIS,LOGAN,17107,DONALD TRUMP,REPUBLICAN,8181,12401,TOTAL
2016,ILLINOIS,LOGAN,17107,OTHER,OTHER,907,12401,TOTAL
2016,ILLINOIS,MCDONOUGH,17109,HILLARY CLINTON,DEMOCRAT,5288,13092,TOTAL
2016,ILLINOIS,MCDONOUGH,17109,DONALD TRUMP,REPUBLICAN,6795,13092,TOTAL
2016,ILLINOIS,MCDONOUGH,17109,OTHER,OTHER,1009,13092,TOTAL
2016,ILLINOIS,MCHENRY,17111,HILLARY CLINTON,DEMOCRAT,60803,141750,TOTAL
2016,ILLINOIS,MCHENRY,17111,DONALD TRUMP,REPUBLICAN,71612,141750,TOTAL
2016,ILLINOIS,MCHENRY,17111,OTHER,OTHER,9335,141750,TOTAL
2016,ILLINOIS,MCLEAN,17113,HILLARY CLINTON,DEMOCRAT,36196,79835,TOTAL
2016,ILLINOIS,MCLEAN,17113,DONALD TRUMP,REPUBLICAN,37237,79835,TOTAL
2016,ILLINOIS,MCLEAN,17113,OTHER,OTHER,6402,79835,TOTAL
2016,ILLINOIS,MACON,17115,HILLARY CLINTON,DEMOCRAT,18343,48060,TOTAL
2016,ILLINOIS,MACON,17115,DONALD TRUMP,REPUBLICAN,26866,48060,TOTAL
2016,ILLINOIS,MACON,17115,OTHER,OTHER,2851,48060,TOTAL
2016,ILLINOIS,MACOUPIN,17117,HILLARY CLINTON,DEMOCRAT,6689,22360,TOTAL
2016,ILLINOIS,MACOUPIN,17117,DONALD TRUMP,REPUBLICAN,14322,22360,TOTAL
2016,ILLINOIS,MACOUPIN,17117,OTHER,OTHER,1349,22360,TOTAL
2016,ILLINOIS,MADISON,17119,HILLARY CLINTON,DEMOCRAT,50587,130179,TOTAL
2016,ILLINOIS,MADISON,17119,DONALD TRUMP,REPUBLICAN,70490,130179,TOTAL
2016,ILLINOIS,MADISON,17119,OTHER,OTHER,9102,130179,TOTAL
2016,ILLINOIS,MARION,17121,HILLARY CLINTON,DEMOCRAT,4369,17074,TOTAL
2016,ILLINOIS,MARION,17121,DONALD TRUMP,REPUBLICAN,11859,17074,TOTAL
2016,ILLINOIS,MARION,17121,OTHER,OTHER,846,17074,TOTAL
2016,ILLINOIS,MARSHALL,17123,HILLARY CLINTON,DEMOCRAT,1789,5984,TOTAL
2016,ILLINOIS,MARSHALL,17123,DONALD TRUMP,REPUBLICAN,3785,5984,TOTAL
2016,ILLINOIS,MARSHALL,17123,OTHER,OTHER,410,5984,TOTAL
2016,ILLINOIS,MASON,17125,HILLARY CLINTON,DEMOCRAT,2014,6486,TOTAL
2016,ILLINOIS,MASON,17125,DONALD TRUMP,REPUBLICAN,4058,6486,TOTAL
2016,ILLINOIS,MASON,17125,OTHER,OTHER,414,6486,TOTAL
2016,ILLINOIS,MASSAC,17127,HILLARY CLINTON,DEMOCRAT,1558,6683,TOTAL
2016,ILLINOIS,MASSAC,17127,DONALD TRUMP,REPUBLICAN,4846,6683,TOTAL
2016,ILLINOIS,MASSAC,17127,OTHER,OTHER,279,6683,TOTAL
2016,ILLINOIS,MENARD,17129,HILLARY CLINTON,DEMOCRAT,1817,6515,TOTAL
2016,ILLINOIS,MENARD,17129,DONALD TRUMP,REPUBLICAN,4231,6515,TOTAL
2016,ILLINOIS,MENARD,17129,OTHER,OTHER,467,6515,TOTAL
2016,ILLINOIS,MERCER,17131,HILLARY CLINTON,DEMOCRAT,3071,8525,TOTAL
2016,ILLINOIS,MERCER,17131,DONALD TRUMP,REPUBLICAN,4807,8525,TOTAL
2016,ILLINOIS,MERCER,17131,OTHER,OTHER,647,8525,TOTAL
2016,ILLINOIS,MONROE,17133,HILLARY CLINTON,DEMOCRAT,5535,19354,TOTAL
2016,ILLINOIS,MONROE,17133,DONALD TRUMP,REPUBLICAN,12629,19354,TOTAL
2016,ILLINOIS,MONROE,17133,OTHER,OTHER,1190,19354,TOTAL
2016,ILLINOIS,MONTGOMERY,17135,HILLARY CLINTON,DEMOCRAT,3504,12978,TOTAL
2016,ILLINOIS,MONTGOMERY,17135,DONALD TRUMP,REPUBLICAN,8630,12978,TOTAL
2016,ILLINOIS,MONTGOMERY,17135,OTHER,OTHER,844,12978,TOTAL
2016,ILLINOIS,MORGAN,17137,HILLARY CLINTON,DEMOCRAT,4696,14800,TOTAL
2016,ILLINOIS,MORGAN,17137,DONALD TRUMP,REPUBLICAN,9076,14800,TOTAL
2016,ILLINOIS,MORGAN,17137,OTHER,OTHER,1028,14800,TOTAL
2016,ILLINOIS,MOULTRIE,17139,HILLARY CLINTON,DEMOCRAT,1481,6283,TOTAL
2016,ILLINOIS,MOULTRIE,17139,DONALD TRUMP,REPUBLICAN,4455,6283,TOTAL
2016,ILLINOIS,MOULTRIE,17139,OTHER,OTHER,347,6283,TOTAL
2016,ILLINOIS,OGLE,17141,HILLARY CLINTON,DEMOCRAT,8050,24193,TOTAL
2016,ILLINOIS,OGLE,17141,DONALD TRUMP,REPUBLICAN,14352,24193,TOTAL
2016,ILLINOIS,OGLE,17141,OTHER,OTHER,1791,24193,TOTAL
2016,ILLINOIS,PEORIA,17143,HILLARY CLINTON,DEMOCRAT,38060,78503,TOTAL
2016,ILLINOIS,PEORIA,17143,DONALD TRUMP,REPUBLICAN,35633,78503,TOTAL
2016,ILLINOIS,PEORIA,17143,OTHER,OTHER,4810,78503,TOTAL
2016,ILLINOIS,PERRY,17145,HILLARY CLINTON,DEMOCRAT,2462,9853,TOTAL
2016,ILLINOIS,PERRY,17145,DONALD TRUMP,REPUBLICAN,6855,9853,TOTAL
2016,ILLINOIS,PERRY,17145,OTHER,OTHER,536,9853,TOTAL
2016,ILLINOIS,PIATT,17147,HILLARY CLINTON,DEMOCRAT,2645,9008,TOTAL
2016,ILLINOIS,PIATT,17147,DONALD TRUMP,REPUBLICAN,5634,9008,TOTAL
2016,ILLINOIS,PIATT,17147,OTHER,OTHER,729,9008,TOTAL
2016,ILLINOIS,PIKE,17149,HILLARY CLINTON,DEMOCRAT,1413,7530,TOTAL
2016,ILLINOIS,PIKE,17149,DONALD TRUMP,REPUBLICAN,5754,7530,TOTAL
2016,ILLINOIS,PIKE,17149,OTHER,OTHER,363,7530,TOTAL
2016,ILLINOIS,POPE,17151,HILLARY CLINTON,DEMOCRAT,375,2142,TOTAL
2016,ILLINOIS,POPE,17151,DONALD TRUMP,REPUBLICAN,1678,2142,TOTAL
2016,ILLINOIS,POPE,17151,OTHER,OTHER,89,2142,TOTAL
2016,ILLINOIS,PULASKI,17153,HILLARY CLINTON,DEMOCRAT,962,2735,TOTAL
2016,ILLINOIS,PULASKI,17153,DONALD TRUMP,REPUBLICAN,1675,2735,TOTAL
2016,ILLINOIS,PULASKI,17153,OTHER,OTHER,98,2735,TOTAL
2016,ILLINOIS,PUTNAM,17155,HILLARY CLINTON,DEMOCRAT,1147,3111,TOTAL
2016,ILLINOIS,PUTNAM,17155,DONALD TRUMP,REPUBLICAN,1767,3111,TOTAL
2016,ILLINOIS,PUTNAM,17155,OTHER,OTHER,197,3111,TOTAL
2016,ILLINOIS,RANDOLPH,17157,HILLARY CLINTON,DEMOCRAT,3439,14194,TOTAL
2016,ILLINOIS,RANDOLPH,17157,DONALD TRUMP,REPUBLICAN,10023,14194,TOTAL
2016,ILLINOIS,RANDOLPH,17157,OTHER,OTHER,732,14194,TOTAL
2016,ILLINOIS,RICHLAND,17159,HILLARY CLINTON,DEMOCRAT,1584,7684,TOTAL
2016,ILLINOIS,RICHLAND,17159,DONALD TRUMP,REPUBLICAN,5739,7684,TOTAL
2016,ILLINOIS,RICHLAND,17159,OTHER,OTHER,361,7684,TOTAL
2016,ILLINOIS,ROCK ISLAND,17161,HILLARY CLINTON,DEMOCRAT,32298,63994,TOTAL
2016,ILLINOIS,ROCK ISLAND,17161,DONALD TRUMP,REPUBLICAN,26998,63994,TOTAL
2016,ILLINOIS,ROCK ISLAND,17161,OTHER,OTHER,4698,63994,TOTAL
2016,ILLINOIS,ST. CLAIR,17163,HILLARY CLINTON,DEMOCRAT,60756,120580,TOTAL
2016,ILLINOIS,ST. CLAIR,17163,DONALD TRUMP,REPUBLICAN,53857,120580,TOTAL
2016,ILLINOIS,ST. CLAIR,17163,OTHER,OTHER,5967,120580,TOTAL
2016,ILLINOIS,SALINE,17165,HILLARY CLINTON,DEMOCRAT,2572,11384,TOTAL
2016,ILLINOIS,SALINE,17165,DONALD TRUMP,REPUBLICAN,8276,11384,TOTAL
2016,ILLINOIS,SALINE,17165,OTHER,OTHER,536,11384,TOTAL
2016,ILLINOIS,SANGAMON,17167,HILLARY CLINTON,DEMOCRAT,40907,98373,TOTAL
2016,ILLINOIS,SANGAMON,17167,DONALD TRUMP,REPUBLICAN,49944,98373,TOTAL
2016,ILLINOIS,SANGAMON,17167,OTHER,OTHER,7522,98373,TOTAL
2016,ILLINOIS,SCHUYLER,17169,HILLARY CLINTON,DEMOCRAT,1075,3828,TOTAL
2016,ILLINOIS,SCHUYLER,17169,DONALD TRUMP,REPUBLICAN,2524,3828,TOTAL
2016,ILLINOIS,SCHUYLER,17169,OTHER,OTHER,229,3828,TOTAL
2016,ILLINOIS,SCOTT,17171,HILLARY CLINTON,DEMOCRAT,535,2608,TOTAL
2016,ILLINOIS,SCOTT,17171,DONALD TRUMP,REPUBLICAN,1966,2608,TOTAL
2016,ILLINOIS,SCOTT,17171,OTHER,OTHER,107,2608,TOTAL
2016,ILLINOIS,SHELBY,17173,HILLARY CLINTON,DEMOCRAT,2288,11010,TOTAL
2016,ILLINOIS,SHELBY,17173,DONALD TRUMP,REPUBLICAN,8229,11010,TOTAL
2016,ILLINOIS,SHELBY,17173,OTHER,OTHER,493,11010,TOTAL
2016,ILLINOIS,STARK,17175,HILLARY CLINTON,DEMOCRAT,751,2743,TOTAL
2016,ILLINOIS,STARK,17175,DONALD TRUMP,REPUBLICAN,1778,2743,TOTAL
2016,ILLINOIS,STARK,17175,OTHER,OTHER,214,2743,TOTAL
2016,ILLINOIS,STEPHENSON,17177,HILLARY CLINTON,DEMOCRAT,7768,20343,TOTAL
2016,ILLINOIS,STEPHENSON,17177,DONALD TRUMP,REPUBLICAN,11083,20343,TOTAL
2016,ILLINOIS,STEPHENSON,17177,OTHER,OTHER,1492,20343,TOTAL
2016,ILLINOIS,TAZEWELL,17179,HILLARY CLINTON,DEMOCRAT,20685,64400,TOTAL
2016,ILLINOIS,TAZEWELL,17179,DONALD TRUMP,REPUBLICAN,38707,64400,TOTAL
2016,ILLINOIS,TAZEWELL,17179,OTHER,OTHER,5008,64400,TOTAL
2016,ILLINOIS,UNION,17181,HILLARY CLINTON,DEMOCRAT,2402,8537,TOTAL
2016,ILLINOIS,UNION,17181,DONALD TRUMP,REPUBLICAN,5790,8537,TOTAL
2016,ILLINOIS,UNION,17181,OTHER,OTHER,345,8537,TOTAL
2016,ILLINOIS,VERMILION,17183,HILLARY CLINTON,DEMOCRAT,10039,30570,TOTAL
2016,ILLINOIS,VERMILION,17183,DONALD TRUMP,REPUBLICAN,19087,30570,TOTAL
2016,ILLINOIS,VERMILION,17183,OTHER,OTHER,1444,30570,TOTAL
2016,ILLINOIS,WABASH,17185,HILLARY CLINTON,DEMOCRAT,1151,5464,TOTAL
2016,ILLINOIS,WABASH,17185,DONALD TRUMP,REPUBLICAN,4047,5464,TOTAL
2016,ILLINOIS,WABASH,17185,OTHER,OTHER,266,5464,TOTAL
2016,ILLINOIS,WARREN,17187,HILLARY CLINTON,DEMOCRAT,2987,7807,TOTAL
2016,ILLINOIS,WARREN,17187,DONALD TRUMP,REPUBLICAN,4275,7807,TOTAL
2016,ILLINOIS,WARREN,17187,OTHER,OTHER,545,7807,TOTAL
2016,ILLINOIS,WASHINGTON,17189,HILLARY CLINTON,DEMOCRAT,1448,7427,TOTAL
2016,ILLINOIS,WASHINGTON,17189,DONALD TRUMP,REPUBLICAN,5571,7427,TOTAL
2016,ILLINOIS,WASHINGTON,17189,OTHER,OTHER,408,7427,TOTAL
2016,ILLINOIS,WAYNE,17191,HILLARY CLINTON,DEMOCRAT,1048,8261,TOTAL
2016,ILLINOIS,WAYNE,17191,DONALD TRUMP,REPUBLICAN,6967,8261,TOTAL
2016,ILLINOIS,WAYNE,17191,OTHER,OTHER,246,8261,TOTAL
2016,ILLINOIS,WHITE,17193,HILLARY CLINTON,DEMOCRAT,1412,7335,TOTAL
2016,ILLINOIS,WHITE,17193,DONALD TRUMP,REPUBLICAN,5640,7335,TOTAL
2016,ILLINOIS,WHITE,17193,OTHER,OTHER,283,7335,TOTAL
2016,ILLINOIS,WHITESIDE,17195,HILLARY CLINTON,DEMOCRAT,11035,25582,TOTAL
2016,ILLINOIS,WHITESIDE,17195,DONALD TRUMP,REPUBLICAN,12615,25582,TOTAL
2016,ILLINOIS,WHITESIDE,17195,OTHER,OTHER,1932,25582,TOTAL
2016,ILLINOIS,WILL,17197,HILLARY CLINTON,DEMOCRAT,151927,300904,TOTAL
2016,ILLINOIS,WILL,17197,DONALD TRUMP,REPUBLICAN,132720,300904,TOTAL
2016,ILLINOIS,WILL,17197,OTHER,OTHER,16257,300904,TOTAL
2016,ILLINOIS,WILLIAMSON,17199,HILLARY CLINTON,DEMOCRAT,8581,31852,TOTAL
2016,ILLINOIS,WILLIAMSON,17199,DONALD TRUMP,REPUBLICAN,21570,31852,TOTAL
2016,ILLINOIS,WILLIAMSON,17199,OTHER,OTHER,1701,31852,TOTAL
2016,ILLINOIS,WINNEBAGO,17201,HILLARY CLINTON,DEMOCRAT,55713,118376,TOTAL
2016,ILLINOIS,WINNEBAGO,17201,DONALD TRUMP,REPUBLICAN,55624,118376,TOTAL
2016,ILLINOIS,WINNEBAGO,17201,OTHER,OTHER,7039,118376,TOTAL
2016,ILLINOIS,WOODFORD,17203,HILLARY CLINTON,DEMOCRAT,5092,19864,TOTAL
2016,ILLINOIS,WOODFORD,17203,DONALD TRUMP,REPUBLICAN,13207,19864,TOTAL
2016,ILLINOIS,WOODFORD,17203,OTHER,OTHER,1565,19864,TOTAL
2016,INDIANA,ADAMS,18001,HILLARY CLINTON,DEMOCRAT,2805,13090,TOTAL
2016,INDIANA,ADAMS,18001,DONALD TRUMP,REPUBLICAN,9648,13090,TOTAL
2016,INDIANA,ADAMS,18001,OTHER,OTHER,637,13090,TOTAL
2016,INDIANA,ALLEN,18003,HILLARY CLINTON,DEMOCRAT,55382,147137,TOTAL
2016,INDIANA,ALLEN,18003,DONALD TRUMP,REPUBLICAN,83930,147137,TOTAL
2016,INDIANA,ALLEN,18003,OTHER,OTHER,7825,147137,TOTAL
2016,INDIANA,BARTHOLOMEW,18005,HILLARY CLINTON,DEMOCRAT,9841,32490,TOTAL
2016,INDIANA,BARTHOLOMEW,18005,DONALD TRUMP,REPUBLICAN,20640,32490,TOTAL
2016,INDIANA,BARTHOLOMEW,18005,OTHER,OTHER,2009,32490,TOTAL
2016,INDIANA,BENTON,18007,HILLARY CLINTON,DEMOCRAT,860,3666,TOTAL
2016,INDIANA,BENTON,18007,DONALD TRUMP,REPUBLICAN,2579,3666,TOTAL
2016,INDIANA,BENTON,18007,OTHER,OTHER,227,3666,TOTAL
2016,INDIANA,BLACKFORD,18009,HILLARY CLINTON,DEMOCRAT,1243,4839,TOTAL
2016,INDIANA,BLACKFORD,18009,DONALD TRUMP,REPUBLICAN,3350,4839,TOTAL
2016,INDIANA,BLACKFORD,18009,OTHER,OTHER,246,4839,TOTAL
2016,INDIANA,BOONE,18011,HILLARY CLINTON,DEMOCRAT,10181,32178,TOTAL
2016,INDIANA,BOONE,18011,DONALD TRUMP,REPUBLICAN,19654,32178,TOTAL
2016,INDIANA,BOONE,18011,OTHER,OTHER,2343,32178,TOTAL
2016,INDIANA,BROWN,18013,HILLARY CLINTON,DEMOCRAT,2518,7945,TOTAL
2016,INDIANA,BROWN,18013,DONALD TRUMP,REPUBLICAN,5016,7945,TOTAL
2016,INDIANA,BROWN,18013,OTHER,OTHER,411,7945,TOTAL
2016,INDIANA,CARROLL,18015,HILLARY CLINTON,DEMOCRAT,1892,8643,TOTAL
2016,INDIANA,CARROLL,18015,DONALD TRUMP,REPUBLICAN,6273,8643,TOTAL
2016,INDIANA,CARROLL,18015,OTHER,OTHER,478,8643,TOTAL
2016,INDIANA,CASS,18017,HILLARY CLINTON,DEMOCRAT,3759,14209,TOTAL
2016,INDIANA,CASS,18017,DONALD TRUMP,REPUBLICAN,9701,14209,TOTAL
2016,INDIANA,CASS,18017,OTHER,OTHER,749,14209,TOTAL
2016,INDIANA,CLARK,18019,HILLARY CLINTON,DEMOCRAT,18808,51147,TOTAL
2016,INDIANA,CLARK,18019,DONALD TRUMP,REPUBLICAN,30035,51147,TOTAL
2016,INDIANA,CLARK,18019,OTHER,OTHER,2304,51147,TOTAL
2016,INDIANA,CLAY,18021,HILLARY CLINTON,DEMOCRAT,2306,11282,TOTAL
2016,INDIANA,CLAY,18021,DONALD TRUMP,REPUBLICAN,8531,11282,TOTAL
2016,INDIANA,CLAY,18021,OTHER,OTHER,445,11282,TOTAL
2016,INDIANA,CLINTON,18023,HILLARY CLINTON,DEMOCRAT,2819,11936,TOTAL
2016,INDIANA,CLINTON,18023,DONALD TRUMP,REPUBLICAN,8531,11936,TOTAL
2016,INDIANA,CLINTON,18023,OTHER,OTHER,586,11936,TOTAL
2016,INDIANA,CRAWFORD,18025,HILLARY CLINTON,DEMOCRAT,1323,4593,TOTAL
2016,INDIANA,CRAWFORD,18025,DONALD TRUMP,REPUBLICAN,3015,4593,TOTAL
2016,INDIANA,CRAWFORD,18025,OTHER,OTHER,255,4593,TOTAL
2016,INDIANA,DAVIESS,18027,HILLARY CLINTON,DEMOCRAT,1800,10768,TOTAL
2016,INDIANA,DAVIESS,18027,DONALD TRUMP,REPUBLICAN,8545,10768,TOTAL
2016,INDIANA,DAVIESS,18027,OTHER,OTHER,423,10768,TOTAL
2016,INDIANA,DEARBORN,18029,HILLARY CLINTON,DEMOCRAT,4883,23987,TOTAL
2016,INDIANA,DEARBORN,18029,DONALD TRUMP,REPUBLICAN,18113,23987,TOTAL
2016,INDIANA,DEARBORN,18029,OTHER,OTHER,991,23987,TOTAL
2016,INDIANA,DECATUR,18031,HILLARY CLINTON,DEMOCRAT,2121,11127,TOTAL
2016,INDIANA,DECATUR,18031,DONALD TRUMP,REPUBLICAN,8490,11127,TOTAL
2016,INDIANA,DECATUR,18031,OTHER,OTHER,516,11127,TOTAL
2016,INDIANA,DEKALB,18033,HILLARY CLINTON,DEMOCRAT,3942,16902,TOTAL
2016,INDIANA,DEKALB,18033,DONALD TRUMP,REPUBLICAN,12054,16902,TOTAL
2016,INDIANA,DEKALB,18033,OTHER,OTHER,906,16902,TOTAL
2016,INDIANA,DELAWARE,18035,HILLARY CLINTON,DEMOCRAT,18153,45123,TOTAL
2016,INDIANA,DELAWARE,18035,DONALD TRUMP,REPUBLICAN,24263,45123,TOTAL
2016,INDIANA,DELAWARE,18035,OTHER,OTHER,2707,45123,TOTAL
2016,INDIANA,DUBOIS,18037,HILLARY CLINTON,DEMOCRAT,5389,19984,TOTAL
2016,INDIANA,DUBOIS,18037,DONALD TRUMP,REPUBLICAN,13365,19984,TOTAL
2016,INDIANA,DUBOIS,18037,OTHER,OTHER,1230,19984,TOTAL
2016,INDIANA,ELKHART,18039,HILLARY CLINTON,DEMOCRAT,20740,65630,TOTAL
2016,INDIANA,ELKHART,18039,DONALD TRUMP,REPUBLICAN,41867,65630,TOTAL
2016,INDIANA,ELKHART,18039,OTHER,OTHER,3023,65630,TOTAL
2016,INDIANA,FAYETTE,18041,HILLARY CLINTON,DEMOCRAT,2252,9530,TOTAL
2016,INDIANA,FAYETTE,18041,DONALD TRUMP,REPUBLICAN,6839,9530,TOTAL
2016,INDIANA,FAYETTE,18041,OTHER,OTHER,439,9530,TOTAL
2016,INDIANA,FLOYD,18043,HILLARY CLINTON,DEMOCRAT,13945,37425,TOTAL
2016,INDIANA,FLOYD,18043,DONALD TRUMP,REPUBLICAN,21432,37425,TOTAL
2016,INDIANA,FLOYD,18043,OTHER,OTHER,2048,37425,TOTAL
2016,INDIANA,FOUNTAIN,18045,HILLARY CLINTON,DEMOCRAT,1476,7492,TOTAL
2016,INDIANA,FOUNTAIN,18045,DONALD TRUMP,REPUBLICAN,5662,7492,TOTAL
2016,INDIANA,FOUNTAIN,18045,OTHER,OTHER,354,7492,TOTAL
2016,INDIANA,FRANKLIN,18047,HILLARY CLINTON,DEMOCRAT,1969,11013,TOTAL
2016,INDIANA,FRANKLIN,18047,DONALD TRUMP,REPUBLICAN,8669,11013,TOTAL
2016,INDIANA,FRANKLIN,18047,OTHER,OTHER,375,11013,TOTAL
2016,INDIANA,FULTON,18049,HILLARY CLINTON,DEMOCRAT,1960,8374,TOTAL
2016,INDIANA,FULTON,18049,DONALD TRUMP,REPUBLICAN,6010,8374,TOTAL
2016,INDIANA,FULTON,18049,OTHER,OTHER,404,8374,TOTAL
2016,INDIANA,GIBSON,18051,HILLARY CLINTON,DEMOCRAT,3721,15484,TOTAL
2016,INDIANA,GIBSON,18051,DONALD TRUMP,REPUBLICAN,11081,15484,TOTAL
2016,INDIANA,GIBSON,18051,OTHER,OTHER,682,15484,TOTAL
2016,INDIANA,GRANT,18053,HILLARY CLINTON,DEMOCRAT,7010,25312,TOTAL
2016,INDIANA,GRANT,18053,DONALD TRUMP,REPUBLICAN,17008,25312,TOTAL
2016,INDIANA,GRANT,18053,OTHER,OTHER,1294,25312,TOTAL
2016,INDIANA,GREENE,18055,HILLARY CLINTON,DEMOCRAT,2929,13801,TOTAL
2016,INDIANA,GREENE,18055,DONALD TRUMP,REPUBLICAN,10277,13801,TOTAL
2016,INDIANA,GREENE,18055,OTHER,OTHER,595,13801,TOTAL
2016,INDIANA,HAMILTON,18057,HILLARY CLINTON,DEMOCRAT,57263,154256,TOTAL
2016,INDIANA,HAMILTON,18057,DONALD TRUMP,REPUBLICAN,87404,154256,TOTAL
2016,INDIANA,HAMILTON,18057,OTHER,OTHER,9589,154256,TOTAL
2016,INDIANA,HANCOCK,18059,HILLARY CLINTON,DEMOCRAT,8904,36181,TOTAL
2016,INDIANA,HANCOCK,18059,DONALD TRUMP,REPUBLICAN,25074,36181,TOTAL
2016,INDIANA,HANCOCK,18059,OTHER,OTHER,2203,36181,TOTAL
2016,INDIANA,HARRISON,18061,HILLARY CLINTON,DEMOCRAT,4783,18558,TOTAL
2016,INDIANA,HARRISON,18061,DONALD TRUMP,REPUBLICAN,12943,18558,TOTAL
2016,INDIANA,HARRISON,18061,OTHER,OTHER,832,18558,TOTAL
2016,INDIANA,HENDRICKS,18063,HILLARY CLINTON,DEMOCRAT,22600,75559,TOTAL
2016,INDIANA,HENDRICKS,18063,DONALD TRUMP,REPUBLICAN,48337,75559,TOTAL
2016,INDIANA,HENDRICKS,18063,OTHER,OTHER,4622,75559,TOTAL
2016,INDIANA,HENRY,18065,HILLARY CLINTON,DEMOCRAT,5124,20155,TOTAL
2016,INDIANA,HENRY,18065,DONALD TRUMP,REPUBLICAN,13895,20155,TOTAL
2016,INDIANA,HENRY,18065,OTHER,OTHER,1136,20155,TOTAL
2016,INDIANA,HOWARD,18067,HILLARY CLINTON,DEMOCRAT,11215,36843,TOTAL
2016,INDIANA,HOWARD,18067,DONALD TRUMP,REPUBLICAN,23675,36843,TOTAL
2016,INDIANA,HOWARD,18067,OTHER,OTHER,1953,36843,TOTAL
2016,INDIANA,HUNTINGTON,18069,HILLARY CLINTON,DEMOCRAT,3506,16043,TOTAL
2016,INDIANA,HUNTINGTON,18069,DONALD TRUMP,REPUBLICAN,11649,16043,TOTAL
2016,INDIANA,HUNTINGTON,18069,OTHER,OTHER,888,16043,TOTAL
2016,INDIANA,JACKSON,18071,HILLARY CLINTON,DEMOCRAT,3843,17573,TOTAL
2016,INDIANA,JACKSON,18071,DONALD TRUMP,REPUBLICAN,12859,17573,TOTAL
2016,INDIANA,JACKSON,18071,OTHER,OTHER,871,17573,TOTAL
2016,INDIANA,JASPER,18073,HILLARY CLINTON,DEMOCRAT,3329,13378,TOTAL
2016,INDIANA,JASPER,18073,DONALD TRUMP,REPUBLICAN,9382,13378,TOTAL
2016,INDIANA,JASPER,18073,OTHER,OTHER,667,13378,TOTAL
2016,INDIANA,JAY,18075,HILLARY CLINTON,DEMOCRAT,1889,7986,TOTAL
2016,INDIANA,JAY,18075,DONALD TRUMP,REPUBLICAN,5697,7986,TOTAL
2016,INDIANA,JAY,18075,OTHER,OTHER,400,7986,TOTAL
2016,INDIANA,JEFFERSON,18077,HILLARY CLINTON,DEMOCRAT,4326,13544,TOTAL
2016,INDIANA,JEFFERSON,18077,DONALD TRUMP,REPUBLICAN,8546,13544,TOTAL
2016,INDIANA,JEFFERSON,18077,OTHER,OTHER,672,13544,TOTAL
2016,INDIANA,JENNINGS,18079,HILLARY CLINTON,DEMOCRAT,2364,11150,TOTAL
2016,INDIANA,JENNINGS,18079,DONALD TRUMP,REPUBLICAN,8224,11150,TOTAL
2016,INDIANA,JENNINGS,18079,OTHER,OTHER,562,11150,TOTAL
2016,INDIANA,JOHNSON,18081,HILLARY CLINTON,DEMOCRAT,17318,66500,TOTAL
2016,INDIANA,JOHNSON,18081,DONALD TRUMP,REPUBLICAN,45456,66500,TOTAL
2016,INDIANA,JOHNSON,18081,OTHER,OTHER,3726,66500,TOTAL
2016,INDIANA,KNOX,18083,HILLARY CLINTON,DEMOCRAT,3772,15516,TOTAL
2016,INDIANA,KNOX,18083,DONALD TRUMP,REPUBLICAN,11077,15516,TOTAL
2016,INDIANA,KNOX,18083,OTHER,OTHER,667,15516,TOTAL
2016,INDIANA,KOSCIUSKO,18085,HILLARY CLINTON,DEMOCRAT,6313,32084,TOTAL
2016,INDIANA,KOSCIUSKO,18085,DONALD TRUMP,REPUBLICAN,23935,32084,TOTAL
2016,INDIANA,KOSCIUSKO,18085,OTHER,OTHER,1836,32084,TOTAL
2016,INDIANA,LAGRANGE,18087,HILLARY CLINTON,DEMOCRAT,2080,9566,TOTAL
2016,INDIANA,LAGRANGE,18087,DONALD TRUMP,REPUBLICAN,7025,9566,TOTAL
2016,INDIANA,LAGRANGE,18087,OTHER,OTHER,461,9566,TOTAL
2016,INDIANA,LAKE,18089,HILLARY CLINTON,DEMOCRAT,116935,201205,TOTAL
2016,INDIANA,LAKE,18089,DONALD TRUMP,REPUBLICAN,75625,201205,TOTAL
2016,INDIANA,LAKE,18089,OTHER,OTHER,8645,201205,TOTAL
2016,INDIANA,LAPORTE,18091,HILLARY CLINTON,DEMOCRAT,19798,45203,TOTAL
2016,INDIANA,LAPORTE,18091,DONALD TRUMP,REPUBLICAN,22687,45203,TOTAL
2016,INDIANA,LAPORTE,18091,OTHER,OTHER,2718,45203,TOTAL
2016,INDIANA,LAWRENCE,18093,HILLARY CLINTON,DEMOCRAT,4210,19152,TOTAL
2016,INDIANA,LAWRENCE,18093,DONALD TRUMP,REPUBLICAN,14035,19152,TOTAL
2016,INDIANA,LAWRENCE,18093,OTHER,OTHER,907,19152,TOTAL
2016,INDIANA,MADISON,18095,HILLARY CLINTON,DEMOCRAT,18595,53909,TOTAL
2016,INDIANA,MADISON,18095,DONALD TRUMP,REPUBLICAN,32376,53909,TOTAL
