fips,data
19001,-26.3492063492
19003,-26.33361558
19005,-26.062759029
19007,-6.12860310421
19009,4.09996095275
19011,-8.07453416149
19013,-0.851012096529
19015,-2.10079685398
19017,0.235995528506
19019,-10.2180418982
19021,-10.0050025013
19023,-31.1091600819
19025,-11.7666338905
19027,7.16027488362
19029,-32.0709803073
19031,-28.3327051137
19033,0.675745919534
19035,-16.4098173516
19037,-3.95673964653
19039,-14.8559670782
19041,-9.80012894907
19043,-16.9840855727
19045,-9.74880941264
19047,-7.99050632911
19049,-7.76287321506
19051,3.22695667677
19053,-0.252788104089
19055,-35.1908218216
19057,-25.3148227778
19059,-10.7142857143
19061,9.86471977668
19063,-12.003043561
19065,-15.0523367242
19067,-21.3979558193
19069,-19.2910447761
19071,-2.07423580786
19073,-22.175308225
19075,-22.0505362661
19077,-24.1893197185
19079,-3.54026427325
19081,-13.5217983651
19083,-16.5938864629
19085,-6.79629802748
19087,-37.2250215067
19089,-1.26210742589
19091,-9.65426034385
19093,-20.4376367615
19095,-15.7285486905
19097,-10.6761138465
19099,0.109995875155
19101,-25.1964379256
19103,8.67367300785
19105,-14.1029810298
19107,-12.5531682844
19109,4.65161165798
19111,-19.9892732636
19113,-13.3795502307
19115,-25.9836065574
19117,-15.292675452
19119,-21.6097023153
19121,-24.6376811594
19123,-10.9916852565
19125,3.3991416309
19127,-21.5706806283
19129,-18.6202491217
19131,-17.114664852
19133,2.76403138202
19135,-1.65076480388
19137,-25.4994742376
19139,-21.0584182365
19141,-15.8720121411
19143,-8.84910485934
19145,-36.2108549913
19147,4.36257129644
19149,-24.4546498278
19151,-1.30459444129
19153,3.67096047411
19155,-5.24963661562
19157,-9.9907493062
19159,-28.8267288267
19161,-21.1425371045
19163,3.91911043279
19165,-4.35356200528
19167,-35.2905931696
19169,-19.3720666775
19171,-0.823692734845
19173,-23.7813884786
19175,-32.6346936259
19177,-32.1637426901
19179,10.4324926567
19181,-18.3081570997
19183,-24.1736001799
19185,-7.01576739476
19187,3.30423102754
19189,-22.8745711018
19191,-7.44348813014
19193,-1.81188635393
19195,-1.73913043478
19197,-7.34753857458
