fips,data
1001,31.3263525305
1003,3.15308453922
1005,47.6377952756
1007,43.0852994555
1009,29.5226388035
1011,35
1013,38.3612134959
1015,44.72805989
1017,72.2883135059
1019,66.3440524508
1021,-6.08443708609
1023,45.4963235294
1025,41.0940325497
1027,25.0079239303
1029,32.5670498084
1031,69.7271546124
1033,62.1695658129
1035,38.2777091059
1037,31.1489733508
1039,51.6291877008
1041,64.0805546385
1043,21.5500289184
1045,42.6509887761
1047,-10.103626943
1049,13.1653269607
1051,52.3032281465
1053,48.0752405949
1055,40.7075682938
1057,21.3906581741
1059,17.6210705183
1061,47.9879551054
1063,22.1014492754
1065,22.9674796748
1067,64.7255969837
1069,20.0444726811
1071,48.5956758941
1073,8.32374049599
1075,61.1806223933
1077,57.5885422449
1079,53.2369942197
1081,26.5748475954
1083,75.0056908718
1085,12.3611111111
1087,40.2309913378
1089,67.008842362
1091,13.578680203
1093,31.3666743489
1095,48.7871287129
1097,1.11786487808
1099,60.4838709677
1101,6.52976465159
1103,50.1281503631
1105,28.2732447818
1107,25.3300330033
1109,45.0299060097
1111,47.7935676889
1113,60.8666215301
1117,6.84813134586
1115,18.7946884576
1119,12.030075188
1121,16.713091922
1123,61.9673181673
1125,32.9465754611
1127,32.5734157651
1129,52.0769230769
1131,15.3531815528
1133,-18.4032873496
