fips,data
1001,-53.7649219467
1003,-56.7317251844
1005,-10.9636072328
1007,-37.6839865224
1009,-50.1043841336
1011,28.9934640523
1013,-19.6483516484
1015,-28.8511832621
1017,-10.3998298596
1019,-9.47584087417
1021,-51.4619883041
1023,-1.0861423221
1025,-18.1448721014
1027,-38.1584582441
1029,-34.1897233202
1031,-41.9390148554
1033,-7.92119018898
1035,-12.7414634146
1037,-12.3336745138
1039,-46.3941835331
1041,-33.3040807372
1043,-40.2980090989
1045,-44.9786975046
1047,6.85684375818
1049,-31.8700183936
1051,-52.8236040609
1053,-28.1762775434
1055,-19.2707383774
1057,-34.1292134831
1059,-1.19567716716
1061,-50.6911823916
1063,43.8038090269
1065,6.61591444626
1067,-28.76204596
1069,-51.1553353595
1071,-4.05264980949
1073,-14.9062345328
1075,-17.6687399217
1077,-20.7527485756
1079,-13.383813551
1081,-30.5628578631
1083,-42.1545068766
1085,31.6305680425
1087,58.7437742114
1089,-35.7413362802
1091,-8.9709762533
1093,-16.6648548755
1095,-47.2566371681
1097,-25.5595222444
1099,-19.6562542627
1101,-11.2880011749
1103,-42.9492953654
1105,33.4736842105
1107,-13.3739052991
1109,-30.0721020521
1111,-22.8924418605
1113,9.65092402464
1117,-67.0425975145
1115,-56.6708490171
1119,34.6439317954
1121,-23.8869188337
1123,-33.0015148236
1125,-33.3276098901
1127,-16.2115957603
1129,-15.7534246575
1131,27.5052313415
1133,-48.5999232835
