fips,data
1001,-36.2938094511
1003,-47.005988024
1005,3.43419788665
1007,-48.0337896883
1009,-74.1059023311
1011,54.982351344
1013,-6.56590683845
1015,-31.5560864372
1017,-12.8498613968
1019,-60.2754363054
1021,-60.8870085345
1023,-3.02724520686
1025,-8.5941022635
1027,-52.7456107583
1029,-75.7658893461
1031,-47.8894472362
1033,-19.9688973125
1035,6.59543866858
1037,-25.6583546959
1039,-58.0345951366
1041,-31.8462980319
1043,-69.0783022832
1045,-41.5546957439
1047,41.9555437947
1049,-61.5910913981
1051,-42.1834537277
1053,-28.5750104471
1055,-37.3141277463
1057,-45.790271462
1059,-35.4154527444
1061,-68.3538633819
1063,70.2415458937
1065,28.9477738407
1067,-31.0896468458
1069,-38.3062883483
1071,-52.7293769691
1073,16.8228375589
1075,-63.9233370913
1077,-29.7660170762
1079,-28.863270323
1081,-16.6942283743
1083,-35.6158638869
1085,47.4522292994
1087,70.1591695502
1089,-7.13833412783
1091,10.9683340982
1093,-58.8277634961
1095,-68.2697947214
1097,-3.17516569524
1099,-3.58357904287
1101,32.0817515211
1103,-43.2108179554
1105,52.8771015865
1107,-11.3755007891
1109,-9.6873793902
1111,-49.5094139486
1113,9.3580923118
1117,-38.9898989899
1115,-58.3849476045
1119,54.328358209
1121,-17.1829049383
1123,-35.4657473026
1125,-6.09899132067
1127,-51.494262903
1129,-25.1221317543
1131,41.8803418803
1133,-70.6604019838
