fips,data
1001,-36.1983471074
1003,-47.3298488808
1005,-12.758699113
1007,-12.4975628778
1009,-32.2456378881
1011,37.4422187982
1013,-6.19924201408
1015,-22.8012524413
1017,-20.2469328749
1019,5.09596293845
1021,-39.2735076703
1023,-1.93820224719
1025,-15.0226700252
1027,-37.1518242448
1029,-37.8985181859
1031,-34.6051934287
1033,14.4287915474
1035,-3.72730168844
1037,-12.7784290739
1039,-35.7828810021
1041,-17.5387379295
1043,-25.5116319748
1045,-45.4402762518
1047,11.7408906883
1049,-22.0349795333
1051,-41.3665081743
1053,-25.7412025492
1055,-0.185445349817
1057,-15.3110047847
1059,-1.83041456416
1061,-35.9799713877
1063,51.7384296569
1065,13.8011069452
1067,-24.1794122701
1069,-48.1215264913
1071,9.83121113414
1073,-16.0194042354
1075,-17.1282798834
1077,-0.310029452798
1079,12.4667150811
1081,-30.855358367
1083,-24.970772299
1085,40.6296218044
1087,65.9307642064
1089,-34.9921259843
1091,1.86277912762
1093,-13.862332696
1095,-24.5629325814
1097,-22.66175134
1099,-21.0396039604
1101,-17.7863688431
1103,-27.6193078946
1105,25.8229185003
1107,-10.6927277953
1109,-21.4624098867
1111,-30.5206716523
1113,1.98111747408
1117,-41.96398688
1115,-58.2451009067
1119,32.9900030294
1121,-22.0184349135
1123,-29.8015267176
1125,-20.2581098284
1127,1.46315271377
1129,-4.7459050819
1131,31.9107282694
1133,-35.7057351181
